id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,num_rejects,disconnects,cell_traffic,cell_dropped_traffic,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
30,[3719. 3720.    0.    0.],15121.0,302.39999999976106,[ 54.343 248.057   0.      0.   ],21525.952532201332,1664.0,45837.0,42286.0,19261.0,13903500000.0,128070207.48471476,71.17899785792444,0.8836981681105662,17.403875405065804,16.333457322331082,4.2787004934154025,0.7474373388003439,0.002380794920970835,2.2755770121023744,[0.18 0.82 0.   0.  ],0.9225298339769182,0.00921136458335777,45977182.53971887,[12.298 12.302  0.     0.   ],5.502645502649851
31,[3787. 3788.    0.    0.],15121.0,302.39999999976106,[ 58.087 244.313   0.      0.   ],21916.414674992313,1768.0,46848.0,42912.0,17339.0,14391000000.0,205371332.210866,72.47012325568456,1.0460154751670698,18.01044904437537,17.599606290631982,6.687614786634359,0.9293697506778652,0.0011242642682362278,2.4366774684214008,[0.192 0.808 0.    0.   ],0.9159836065573771,0.014270817331030923,47589285.71432332,[12.523 12.526  0.     0.   ],5.846560846565466
32,[3590. 3591.    0.    0.],15121.0,302.39999999976106,[ 52.194 250.206   0.      0.   ],21397.251289122258,2000.0,40131.0,36807.0,19423.0,14020500000.0,142944703.31911716,70.75342665535644,0.8914225249653318,17.553600952317968,15.47141831312917,4.092052122034095,0.6875206666225778,0.001521063421731367,2.2591759804245752,[0.173 0.827 0.    0.   ],0.9171712641100396,0.010195406962598848,46364087.30162393,[11.872 11.875  0.     0.   ],6.613756613761839
33,[3835. 3836.    0.    0.],15121.0,302.39999999976106,[ 56.021 246.379   0.      0.   ],21833.344487023427,2152.0,42544.0,38341.0,14458.0,14749500000.0,118150228.01067352,72.19543842013206,1.056120626942667,18.171020435156404,19.6847050612906,4.809545127520407,0.8462403280206335,0.0017194629984789366,2.2366245618676013,[0.185 0.815 0.    0.   ],0.901208160962768,0.008010456490774163,48774801.587340124,[12.682 12.685  0.     0.   ],7.116402116407739
34,[3361. 3362.    0.    0.],15121.0,302.39999999976106,[ 44.65 257.75   0.     0.  ],20600.829649173596,2144.0,28998.0,26582.0,10494.0,8272500000.0,29715162.020627774,68.11993138404992,0.541551484690152,16.449441174525493,10.811779946989379,1.2300566962763175,0.2924409761259176,0.002446928113220025,1.0130282388730905,[0.148 0.852 0.    0.   ],0.9166839092351197,0.00359204134428864,27356150.79367241,[11.114 11.118  0.     0.   ],7.089947089952692
35,[3259. 3260.    0.    0.],15121.0,302.39999999976106,[ 43.46 258.94   0.     0.  ],20540.92234061073,1448.0,33787.0,31385.0,9908.0,8338500000.0,25453621.756113935,67.92183830633367,0.5049930560147987,16.276436743601614,10.548189158838866,1.129162645769731,0.2860921896699954,0.0026453276899675946,1.003769591958204,[0.144 0.856 0.    0.   ],0.9289075679995265,0.0030525420346721754,27574404.76192655,[10.777 10.78   0.     0.   ],4.788359788363572
36,[2797. 2798.    0.    0.],15121.0,302.39999999976106,[ 37.96 264.44   0.     0.  ],20348.76786964727,1136.0,43325.0,41167.0,9082.0,11889000000.0,57179885.541401766,67.28644887784321,0.44600224852852205,16.164274849546988,9.343734650362734,1.245201088819893,0.29515243700813437,0.002446928113220025,1.6026717809668674,[0.126 0.874 0.    0.   ],0.9501904212348529,0.0048094781345278635,39315476.190507255,[9.249 9.253 0.    0.   ],3.756613756616725
37,[2993. 2994.    0.    0.],15121.0,302.39999999976106,[ 41.943 260.457   0.      0.   ],20508.772327125193,1312.0,47066.0,44798.0,15872.0,11832000000.0,80700289.67357899,67.81552915519997,0.47970372329870836,16.13226638449838,9.989150594809967,1.4754114398841751,0.3320547582831823,0.001983995767475696,1.7964420342569936,[0.139 0.861 0.    0.   ],0.951812348616836,0.006820511297631761,39126984.12701504,[9.897 9.901 0.    0.   ],4.338624338627767
38,[3219. 3220.    0.    0.],15121.0,302.39999999976106,[ 45.106 257.294   0.      0.   ],20900.709019796064,1288.0,43482.0,40588.0,12673.0,13089000000.0,96138410.30267103,69.11153038749563,0.6590569406785358,16.814231862972026,13.092406782948162,2.6401732061204255,0.5137226373917069,0.0015871966139805569,1.9831360359764565,[0.149 0.851 0.    0.   ],0.9334437238397498,0.007344977485115061,43283730.158764355,[10.645 10.648  0.     0.   ],4.259259259262625
39,[3154. 3155.    0.    0.],15121.0,302.39999999976106,[ 43.842 258.558   0.      0.   ],20609.72792547756,1536.0,46176.0,43725.0,15099.0,12195000000.0,105543943.7048558,68.14935495492509,0.5313405198068758,16.26532636730375,10.939253311509637,1.7868106179249093,0.3701474770187157,0.0019178625752265062,1.8462403280206336,[0.145 0.855 0.    0.   ],0.9469204781704782,0.008654689930697483,40327380.952412814,[10.43  10.433  0.     0.   ],5.079365079369093
40,[3057. 3058.    0.    0.],15121.0,302.39999999976106,[ 41.453 260.947   0.      0.   ],20492.97754543532,1536.0,37967.0,35658.0,7513.0,12069000000.0,57256925.890952036,67.76330118849778,0.5082732623503589,16.250247999470936,10.375829009971246,1.4393359807215227,0.33053369486145096,0.0021823953442232655,1.6118642946895048,[0.137 0.863 0.    0.   ],0.9391840282350462,0.004744131733445359,39910714.28574582,[10.109 10.112  0.     0.   ],5.079365079369093
41,[3174. 3175.    0.    0.],15121.0,302.39999999976106,[ 42.141 260.259   0.      0.   ],20498.577837543824,1944.0,30762.0,28529.0,5420.0,8041500000.0,25222479.87704893,67.78181944823204,0.5021890086634337,16.358970967528602,9.85630682741827,1.137090176113067,0.2696911579921963,0.002909860458964354,0.9603862178427353,[0.139 0.861 0.    0.   ],0.9274104414537416,0.0031365391875954646,26592261.904782917,[10.496 10.499  0.     0.   ],6.428571428576508
42,[3950. 3951.    0.    0.],15121.0,302.39999999976106,[ 52.293 250.107   0.      0.   ],21026.744023308747,5084.0,35496.0,32328.0,6515.0,8500500000.0,17699779.886482116,69.52828524336928,0.6884200780371709,17.14198796375901,14.064646667630084,1.4343924783680266,0.3682296144434892,0.002909860458964354,0.9535744990410687,[0.173 0.827 0.    0.   ],0.9107505070993914,0.0020822045628471402,28110119.04764126,[13.062 13.065  0.     0.   ],16.812169312182597
43,[3674. 3675.    0.    0.],15121.0,302.39999999976106,[ 50.666 251.734   0.      0.   ],21256.15049385579,4200.0,33319.0,30050.0,8056.0,9627000000.0,38787863.36635343,70.28685435436608,0.8909992725348985,18.09959658752728,15.005950221234368,2.4171068368289688,0.48720322729978177,0.003505059189207063,1.1944977184048673,[0.168 0.832 0.    0.   ],0.9018878117590564,0.004029070672728102,31835317.460342616,[12.149 12.153  0.     0.   ],13.888888888899864
44,[4562. 4563.    0.    0.],15121.0,302.39999999976106,[ 65.01 237.39   0.     0.  ],21907.118160493468,2904.0,37684.0,33479.0,12998.0,13527000000.0,78266713.23488818,72.43938284665789,1.030672574565208,17.528734872032274,20.38043568795114,3.81549928081245,0.775014879968256,0.0022485285364724555,1.9371073341710205,[0.215 0.785 0.    0.   ],0.8884141810848105,0.005785962388917586,44732142.857178204,[15.086 15.089  0.     0.   ],9.603174603182191
45,[3504. 3505.    0.    0.],15121.0,302.39999999976106,[ 49.124 253.276   0.      0.   ],21176.68872629761,4564.0,31693.0,28553.0,9456.0,9931500000.0,60341732.82466331,70.02410133684502,0.842907215131281,17.885325044639906,14.128084305822822,2.7361644541450456,0.5042655909000727,0.0021823953442232655,1.331195026783943,[0.162 0.838 0.    0.   ],0.9009244943678415,0.006075792460822968,32842261.904787853,[11.587 11.591  0.     0.   ],15.092592592604518
46,[4449. 4450.    0.    0.],15121.0,302.39999999976106,[ 63.186 239.214   0.      0.   ],21699.396278981374,3152.0,33135.0,29419.0,10103.0,12802500000.0,86135073.93605214,71.7525172904368,0.9195688115865835,17.066860657363932,17.782326228365815,3.5937471925768354,0.6543879373057337,0.0022485285364724555,1.7831492626149064,[0.209 0.791 0.    0.   ],0.887852723706051,0.006727988590982397,42336309.523842975,[14.712 14.716  0.     0.   ],10.42328042328866
47,[3764. 3765.    0.    0.],15121.0,302.39999999976106,[ 52.732 249.668   0.      0.   ],21535.06492334737,4896.0,32890.0,29220.0,9768.0,10350000000.0,51870737.947261386,71.20912943369991,1.0481317373189512,18.797963097678725,17.06736759269302,3.1277918434906056,0.6070365716553138,0.0017194629984789366,1.3411150056213212,[0.174 0.826 0.    0.   ],0.8884159318941928,0.0050116655021508584,34226190.476217516,[12.447 12.45   0.     0.   ],16.190476190488983
48,[3780. 3781.    0.    0.],15121.0,302.39999999976106,[ 50.714 251.686   0.      0.   ],20977.79468496732,5024.0,29904.0,26959.0,6546.0,8374500000.0,20810280.49618205,69.36642644321829,0.704768203161174,17.308114542688976,13.268892495395873,1.481114768129542,0.3533496461874215,0.0027114608822167846,0.9480193108921368,[0.168 0.832 0.    0.   ],0.9015181915462814,0.0024849579671839574,27693452.380974263,[12.5   12.503  0.     0.   ],16.61375661376974
