id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,disconnects,num_requests,cell_traffic,cell_dropped_traffic,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
31,[1121. 1929.  826.  721.],10081.0,201.60000000059856,[20.001 29.661 65.463 86.475],7434.4367159476205,6536.0,35706.0,3729.0,4194000000.0,15619091.387708185,36.873508163620585,0.32219025890288244,16.593591905564924,6.781374674474683,0.5741380201086529,0.1221109016962603,0.22239857157028073,0.8806666005356611,[0.099 0.147 0.325 0.429],0.0,0.0,0.0037241514992151135,20803571.428509664,[5.561 9.568 4.097 3.576],32.42063492053866
32,[1152. 1908.  823.  732.],10081.0,201.60000000059856,[20.281 27.772 66.217 87.33 ],7489.574714555586,6488.0,33607.0,3496.0,4381500000.0,17946163.767114345,37.146983010401826,0.3289356214661199,16.58565618490229,6.767323754272788,0.521287919702996,0.11675429024898323,0.20374962801309393,0.8996131336176967,[0.101 0.138 0.328 0.433],0.0,0.0,0.004095894959971321,21733630.952316426,[5.714 9.464 4.082 3.631],32.18253968244413
33,[1128. 1902.  809.  777.],10081.0,201.60000000059856,[19.872 26.149 62.65  92.929],7423.202931363814,6600.0,35536.0,3661.0,4258500000.0,12865600.188108629,36.817790553344764,0.30623946037099153,16.578514036305922,6.652136991877961,0.512789170349925,0.11715107628211487,0.2151572264656284,0.8683662335085804,[0.099 0.13  0.311 0.461],0.0,0.0,0.0030211577288032474,21123511.904699188,[5.595 9.435 4.013 3.854],32.73809523799804
34,[ 794. 1501.  792.  692.],10081.0,201.60000000059856,[15.406 23.326 81.375 81.493],6841.864587403325,5704.0,33173.0,2836.0,2893500000.0,7731789.658320315,33.93445386075024,0.23862712032536448,16.54161293522468,4.952344189977716,0.32577825486637246,0.08064676123400456,0.1631782561253844,0.5846642198194624,[0.076 0.116 0.404 0.404],0.0,0.0,0.002672123607506589,14352678.571385957,[3.938 7.445 3.929 3.433],28.29365079356679
35,[ 798. 1489.  718.  663.],10081.0,201.60000000059856,[15.211 23.712 84.442 78.235],6780.147652772745,5600.0,33348.0,2824.0,2896500000.0,16091426.047150172,33.628348639885886,0.2398968356313855,16.567404027378235,4.820488716805192,0.31774562300314707,0.07697649042753694,0.16387263168336474,0.5886320801507787,[0.075 0.118 0.419 0.388],0.0,0.0,0.005555472483048566,14367559.523766866,[3.958 7.386 3.562 3.289],27.777777777695306
36,[1127. 1936.  792.  693.],10081.0,201.60000000059856,[20.106 28.648 70.659 82.187],7354.1401087090335,6416.0,38254.0,3632.0,4200000000.0,17336786.36150618,36.47525101036895,0.3223489733161349,16.534867572661444,7.008781100080371,0.5327912218785263,0.1210197401051483,0.21069338359289752,0.873326058922726,[0.1   0.142 0.35  0.408],0.0,0.0,0.00412780627654909,20833333.333271477,[5.59  9.603 3.929 3.437],31.825396825302334
37,[1095. 1899.  798.  708.],10081.0,201.60000000059856,[19.457 29.817 67.365 84.961],7377.85878193275,6176.0,33548.0,3503.0,4191000000.0,11808565.766011136,36.59289148861371,0.3022716000396754,16.53883543299276,6.601122143281161,0.5505246559241886,0.11844063088979268,0.20662632675329828,0.8750123995635354,[0.097 0.148 0.334 0.421],0.0,0.0,0.0028176009940374938,20788690.476128753,[5.432 9.42  3.958 3.512],30.63492063482968
38,[1111. 1920.  805.  723.],10081.0,201.60000000059856,[20.299 29.132 65.637 86.532],7458.9901046185805,6704.0,34296.0,3301.0,4150500000.0,14827697.002152331,36.9952886847543,0.32520583275468223,16.60430512845948,6.575599732975809,0.4847085082247523,0.11219125086796945,0.19105247495288166,0.8550739013986708,[0.101 0.145 0.326 0.429],0.0,0.0,0.0035725086139386415,20587797.618986495,[5.511 9.524 3.993 3.586],33.25396825386952
39,[1117. 1930.  838.  747.],10081.0,201.60000000059856,[19.469 28.171 64.79  89.17 ],7411.444079579581,6400.0,33661.0,3391.0,4158000000.0,15778025.042601973,36.759468701424034,0.305445888304728,16.535661144727705,6.530238172897928,0.4475294151551374,0.111596071818272,0.20355123499652814,0.8530899712330126,[0.097 0.14  0.321 0.442],0.0,0.0,0.003794618817364592,20624999.999938764,[5.541 9.573 4.157 3.705],31.74603174593749
40,[1167. 1968.  785.  737.],10081.0,201.60000000059856,[20.063 28.85  64.795 87.892],7394.853497668926,6744.0,35043.0,3400.0,4288500000.0,12876455.763049254,36.67718231162796,0.31703204047217176,16.58803690110108,6.38834123436727,0.4749778127262469,0.10961214165261383,0.20196409086400158,0.8790794564031346,[0.1   0.143 0.321 0.436],0.0,0.0,0.003002554684166784,21272321.42850827,[5.789 9.762 3.894 3.656],33.45238095228163
41,[ 859. 1578.  772.  680.],10081.0,201.60000000059856,[16.243 23.835 81.583 79.939],6901.752008792162,5624.0,32840.0,2820.0,2965500000.0,9561500.07815257,34.2314850153429,0.25838706477531864,16.55589723241742,5.439681332761038,0.3693886056792991,0.0880864993552227,0.15137387163971827,0.5843666302946137,[0.081 0.118 0.405 0.397],0.0,0.0,0.0032242455161532865,14709821.428527756,[4.261 7.827 3.829 3.373],27.89682539674257
42,[ 904. 1461.  690.  759.],10081.0,201.60000000059856,[20.015 15.376 77.056 89.153],7226.086595460514,7644.0,34384.0,3376.0,2950500000.0,16947342.007404953,35.8401279409876,0.33996627318717954,17.705783156432894,6.001487632185155,0.40332363975941143,0.10494990576331713,0.18896934827894057,0.5962702112885626,[0.099 0.076 0.382 0.442],0.0,0.0,0.005743888157059804,14635416.666623214,[4.484 7.247 3.423 3.765],37.91666666655409
43,[ 880. 1469.  693.  725.],10081.0,201.60000000059856,[18.649 17.693 80.128 85.13 ],7179.534306296425,7248.0,35264.0,3395.0,3045000000.0,12583003.587825522,35.60923671410437,0.30028766987401806,17.58277948616209,5.529806207952371,0.399207265837373,0.0974109711338161,0.19888899910723143,0.6377343517508184,[0.093 0.088 0.397 0.422],0.0,0.0,0.00413234928992628,15104166.666621823,[4.365 7.287 3.437 3.596],35.95238095227421
44,[1228. 1946.  702.  754.],10081.0,201.60000000059856,[23.186 23.876 65.36  89.178],7593.833024418898,7616.0,34177.0,4139.0,4188000000.0,9622189.938114349,37.664086025297735,0.3758357305822772,16.790794564031348,7.865371374276355,0.6645723138796548,0.14512449161789506,0.2505703799226267,0.891677412955064,[0.115 0.118 0.324 0.442],0.0,0.0,0.0022975620673625474,20773809.523747846,[6.091 9.653 3.482 3.74 ],37.77777777766561
45,[ 885. 1493.  744.  719.],10081.0,201.60000000059856,[18.949 19.077 79.285 84.289],7194.6753704724215,6976.0,31973.0,3197.0,3013500000.0,5375038.511954348,35.68433374900262,0.31957147108421435,17.276063882551334,6.116714644097618,0.42939992152238815,0.10366035115563932,0.17904969745064975,0.6164071024699931,[0.094 0.095 0.393 0.418],0.0,0.0,0.0017836530651914211,14947916.666622287,[4.39  7.406 3.69  3.566],34.603174603071864
46,[1082. 1816.  767.  747.],10081.0,201.60000000059856,[21.614 24.813 66.557 88.616],7406.2139449534625,6904.0,32318.0,3789.0,4017000000.0,11172629.338086639,36.73352814678604,0.3459180636841531,16.586449756968555,7.15598543715315,0.639103109078842,0.1330225176073802,0.22874714810038688,0.8370201368911814,[0.107 0.123 0.33  0.44 ],0.0,0.0,0.0027813366537432506,19925595.238036077,[5.367 9.008 3.805 3.705],34.24603174593007
47,[ 901. 1505.  718.  783.],10081.0,201.60000000059856,[20.234 18.611 70.895 91.86 ],7286.7453354676845,7868.0,35918.0,3603.0,3202500000.0,10861528.52453446,36.140984701264834,0.34163277452633284,17.6883245709751,6.283877726702947,0.42792120169831,0.1046523162384684,0.20513837912905467,0.6546969546671957,[0.1   0.092 0.352 0.456],0.0,0.0,0.0033915779936095113,15885416.666619502,[4.469 7.465 3.562 3.884],39.0277777776619
48,[ 892. 1495.  691.  772.],10081.0,201.60000000059856,[20.607 17.306 73.216 90.471],7288.408050131651,7720.0,38268.0,3604.0,3067500000.0,6455203.22508266,36.14923147571209,0.34655292133716536,17.801805376450748,6.176288860760786,0.4361067428914702,0.1046523162384684,0.20553516516218628,0.6216645174089872,[0.102 0.086 0.363 0.449],0.0,0.0,0.0021043857294483,15215773.809478633,[4.425 7.416 3.428 3.829],38.2936507935371
