drop_ratio,ue_drop_ratio,delay_ratio,qos_reward,pc_kw,reward,b0_drop_ratio,b0_pc,b0_rwd,b0_qos_rwd,b1_drop_ratio,b1_pc,b1_rwd,b1_qos_rwd,n_drop,ue_no_bs
0.0,0.0,0.0,0.0,1.848057957513459,-0.18480579575134592,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.0,0.0,1.8697557099694027,-0.1869755709969403,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.0,0.0,1.9041019817682905,-0.19041019817682905,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.2133333333333335,0.003933332022222658,1.8901148538368917,-0.03167820449478284,0.0,135.25514198372846,-0.0898437979672762,0.004516662150004518,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.0,0.0,1.798907196342695,-0.1798907196342695,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.34000000000000025,0.0032999967000032987,1.8003433575541483,-0.04803446775528289,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.0,0.0,1.7572612160285763,-0.17572612160285764,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.0,0.0,1.7655577503320683,-0.17655577503320685,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.0,0.0,1.9130539596724827,-0.19130539596724827,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.14833333333333343,0.004258332268750265,1.9033769313478697,-0.020004402384776382,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.10666666666666674,0.004466665177778274,1.7635081526561038,0.002315791845520554,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
0.0,0.0,0.0,0.0,1.659376920128127,-0.16593769201281272,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,89.24637968657007,-0.17849275937314013,0.0,0.0,0
