id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,cell_traffic,cell_dropped_traffic,disconnects,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[4554. 3251. 2735.    0.],10081.0,201.60000000059856,[ 54.102  45.451 102.047   0.   ],15439.1246306842,17480.0,87937.0,17089500000.0,953699.0641277232,169194.0,71194.0,76.57536271542439,5.2004364646366374,60.43884535264359,51.59221624825989,3.8967086481056104,1.122210098204543,0.029659755976589625,2.8922725920047614,[0.268 0.225 0.506 0.   ],0.8096023289400366,5.5806142024501786e-05,84769345.23784356,[22.589 16.126 13.566  0.   ],86.70634920609177
1,[5193. 2403. 3808.    0.],10081.0,201.60000000059856,[ 57.812  34.937 108.851   0.   ],15350.279665263279,19760.0,62309.0,30372000000.0,2252747.296934463,172971.0,37513.0,76.13470719801117,5.04037297887118,48.31703204047218,65.98037474218118,7.179218315502589,1.9772839996032139,0.023608768971332208,5.032933240749926,[0.287 0.173 0.54  0.   ],0.6020478582548268,7.417184567807399e-05,150654761.9043146,[25.759 11.92  18.889  0.   ],98.015873015582
2,[5054. 4282. 1898.    0.],10081.0,201.60000000059856,[67.326 72.418 61.856  0.   ],17581.755409253627,3488.0,71218.0,26056500000.0,1508173.0206944093,172327.0,51809.0,87.20243730409399,5.663009622061685,63.36950699335383,53.93779551140257,4.396406304429782,1.2940184505505405,0.022815196905068943,4.128360281718083,[0.334 0.359 0.307 0.   ],0.727470583279508,5.788087504823784e-05,129248511.90437816,[25.069 21.24   9.415  0.   ],17.301587301535932
3,[5656. 3316. 3357.    0.],10081.0,201.60000000059856,[69.357 50.9   81.343  0.   ],17499.483961379865,7512.0,79646.0,35536500000.0,1698384.4476632772,175875.0,53223.0,86.79438528607464,6.7876599543701746,61.735145322884634,73.41600917087995,7.3281379382128025,2.07469497073703,0.021624838805674042,5.562444201964091,[0.344 0.252 0.403 0.   ],0.668244481832107,4.779267647807964e-05,176272321.42804807,[28.056 16.448 16.652  0.   ],37.26190476179413
4,[4379. 3718. 2432.    0.],10081.0,201.60000000059856,[53.077 52.918 95.605  0.   ],15271.570700553551,18876.0,65381.0,16900500000.0,1037214.6646510703,158455.0,51197.0,75.74432447452095,4.735085804979763,58.5437952584069,44.11444524223137,3.1765715604821545,0.9258010118043845,0.030155738518004165,2.534173197103462,[0.263 0.262 0.474 0.   ],0.7830562395803062,6.137183306121537e-05,83831845.23784634,[21.721 18.442 12.063  0.   ],93.63095238067439
5,[4496. 4282. 1533.    0.],10081.0,201.60000000059856,[56.323 82.948 62.329  0.   ],15189.518159293799,4832.0,29031.0,10162500000.0,855468.2865149823,132958.0,20039.0,75.33735819507827,1.818946533082056,23.610356115464736,27.579304663122922,2.1965439272275207,0.6454716793968852,0.022517607380220215,1.7514135502430315,[0.279 0.411 0.309 0.   ],0.690262133581344,8.417892118228608e-05,50409226.19032653,[22.302 21.24   7.604  0.   ],23.968253968182808
6,[4603. 3402. 2404.    0.],10081.0,201.60000000059856,[59.929 55.193 86.478  0.   ],16162.941501392002,9572.0,107480.0,34092000000.0,6364578.454448118,184773.0,82450.0,80.16536802594474,4.818728300763917,49.83950004959826,61.81687589536383,6.566898468978381,1.8409879972224978,0.01468108322587045,6.016962602916378,[0.297 0.274 0.429 0.   ],0.7671194640863417,0.0001866883273040044,169107142.8566408,[22.832 16.875 11.925  0.   ],47.48015873001776
7,[5273. 3501. 2752.    0.],10081.0,201.60000000059856,[67.183 56.018 78.399  0.   ],16827.79335320138,11060.0,83807.0,35242500000.0,4181403.4196034777,177677.0,60265.0,83.46291713718867,5.759428628112447,56.4201964090864,62.48451079267233,6.306663884369851,1.7824620573355818,0.02222001785537149,5.9264953873623645,[0.333 0.278 0.389 0.   ],0.7190926772226663,0.00011864661756695687,174813988.09471908,[26.156 17.366 13.651  0.   ],54.86111111094823
8,[4241. 2684. 2729.    0.],10081.0,201.60000000059856,[ 50.777  40.54  110.283   0.   ],14595.275982266161,12032.0,60560.0,27555000000.0,2539870.7480474617,171251.0,40509.0,72.39002074330918,3.3314155341731553,36.195218728300766,49.71394515513205,5.488448231069053,1.5052078166848526,0.024600734054161293,4.67156036107529,[0.252 0.201 0.547 0.   ],0.6689068692206077,9.217458711839817e-05,136681547.6186418,[21.037 13.313 13.537  0.   ],59.68253968236248
9,[4634. 4574. 1522.    0.],10081.0,201.60000000059856,[59.703 80.127 61.77   0.   ],15904.527290833441,5496.0,32005.0,14812500000.0,141784.06962018248,120542.0,21510.0,78.88367865703354,2.3765102668386584,28.03928181728003,33.53337068851611,2.7401004439081986,0.787719472274576,0.022815196905068943,2.177462553318123,[0.296 0.397 0.306 0.   ],0.6720824871113888,9.571920311911054e-06,73474702.38073424,[22.986 22.688  7.55   0.   ],27.26190476182382
10,[5400. 3583. 2841.    0.],10081.0,201.60000000059856,[66.666 56.34  78.594  0.   ],16955.7400102539,9512.0,113178.0,24078000000.0,5473487.012664016,166405.0,93504.0,84.09751021849216,5.825691895645473,57.136791984922134,58.37954172858347,5.075669844237171,1.438845352643587,0.025791092153556194,4.077373276460668,[0.331 0.279 0.39  0.   ],0.8261676297513652,0.0002273231585955651,119434523.8091692,[26.786 17.773 14.092  0.   ],47.18253968239959
11,[5195. 2887. 3457.    0.],10081.0,201.60000000059856,[ 60.29  40.28 101.03   0.  ],15421.487996631455,18152.0,86115.0,29128500000.0,3995465.533441617,167012.0,63316.0,76.4878880896283,4.498045828786765,42.6929868068644,60.87298468388203,6.896978839531146,1.9178652911417517,0.017656978474357703,5.339152861819264,[0.299 0.2   0.501 0.   ],0.7352493758346397,0.00013716688238122858,144486607.14242816,[25.769 14.32  17.148  0.   ],90.03968253941521
12,[4403. 3071. 2221.    0.],10081.0,201.60000000059856,[52.825 56.949 91.826  0.   ],13923.84943683689,10000.0,33893.0,11727000000.0,2576919.982347828,159720.0,23335.0,69.0598622995549,1.8293423271501343,21.85299077472473,30.03648277781247,2.843991531502384,0.7967463545283207,0.024600734054161293,2.47544886419998,[0.262 0.282 0.455 0.   ],0.6884902487239253,0.00021974247312593398,58169642.85697015,[21.84  15.233 11.017  0.   ],49.60317460302733
13,[4954. 3983. 2069.    0.],10081.0,201.60000000059856,[67.716 65.31  68.574  0.   ],17018.941938167398,11624.0,93797.0,34933500000.0,5156642.853486548,179131.0,67683.0,84.41098074677906,5.190199384981836,53.00902688225374,63.3848457463091,6.964726820440241,1.942565221704196,0.01735938894950898,5.929967265152267,[0.336 0.324 0.34  0.   ],0.7215902427582972,0.00014761311788073192,173281249.99948552,[24.573 19.757 10.263  0.   ],57.65873015855897
14,[5425. 4212. 2115.    0.],10081.0,201.60000000059856,[71.45  68.867 61.283  0.   ],17704.911621808773,7600.0,77903.0,24928500000.0,1202046.7611853222,163846.0,60464.0,87.81327061703631,6.012816188870569,60.83086995337764,53.1865647526048,4.381137286481433,1.2589028866183911,0.023311179446483483,3.690110108124194,[0.354 0.342 0.304 0.   ],0.7761446927589438,4.821977901539692e-05,123653273.80915669,[26.91  20.893 10.491  0.   ],37.69841269830077
15,[4444. 4355. 1408.    0.],10081.0,201.60000000059856,[57.587 83.997 60.016  0.   ],15352.67563520996,6072.0,35214.0,11631000000.0,1146452.0238457862,138217.0,25163.0,76.14659079063465,2.029560559468328,25.249479218331516,29.97145789414379,2.5283869848241673,0.7311774625533182,0.020632873722844957,1.9394901299474259,[0.286 0.417 0.298 0.   ],0.7145737490770716,9.856865478856386e-05,57693452.380781084,[22.044 21.602  6.984  0.   ],30.119047618958195
16,[4278. 2781. 2478.    0.],10081.0,201.60000000059856,[ 53.339  45.721 102.54    0.   ],14990.85638126322,11156.0,67900.0,29212500000.0,3178125.0430220794,183763.0,47132.0,74.35203045959197,3.6880468207518704,40.06507290943359,51.5547196210222,5.398073043807511,1.515623450054558,0.01983930165658169,4.902390635849618,[0.265 0.227 0.509 0.   ],0.6941384388807069,0.00010879332624808145,144903273.8090936,[21.22  13.795 12.292  0.   ],55.33730158713729
