id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,disconnects,cell_traffic,cell_dropped_traffic,num_requests,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[14224. 14225.     0.     0.],20161.0,403.19999999737746,[159.251 243.949   0.      0.   ],35016.580327234034,21040.0,128384.0,14155500000.0,62193365.88306374,17601.0,11615.0,86.84236974166136,1.3451713704678256,17.415009176132138,20.464857811907716,1.6188862667478652,0.46748673180893807,0.004166459997023957,1.108873567779376,[0.395 0.605 0.    0.   ],0.6599056871768649,0.0043935831219712295,35107886.904990256,[35.278 35.28   0.     0.   ],52.182539682879096
1,[9.535e+03 9.535e+03 1.000e+00 0.000e+00],20161.0,403.19999999737746,[2.676e+02 1.356e+02 2.700e-02 0.000e+00],47600.406358784305,16760.0,12083.0,76998000000.0,139964038.30074382,23516.0,3646.0,118.05070769997002,8.100471206785032,61.4435791875403,72.99839887636251,7.355230112444588,1.873567779376023,0.006596894995287932,4.621348147413323,[6.637e-01 3.362e-01 6.696e-05 0.000e+00],0.15504337472359245,0.0018177619977238866,190967261.906004,[2.365e+01 2.365e+01 2.480e-03 0.000e+00],41.567460317730685
2,[13909. 13909.     0.     0.],20161.0,403.19999999737746,[191.938 211.262   0.      0.   ],41686.74564148572,16684.0,36607.0,56199000000.0,61453095.964257084,16423.0,2034.0,103.38461792937885,5.79046674272188,63.26293338624076,52.12521731069062,4.292888428197155,1.135459550617529,0.008729725708050196,3.084519617082486,[0.476 0.524 0.    0.   ],0.12385069719296109,0.0010934909155724671,139382440.47709706,[34.497 34.497  0.     0.   ],41.37896825423739
3,[11751. 11751.    21.     0.],20161.0,403.19999999737746,[255.565 147.084   0.551   0.   ],47007.31244158726,20528.0,15474.0,76632000000.0,70373004.49702236,21617.0,1897.0,116.5798136044455,7.865681265810086,60.15792867417291,72.87006019154384,6.834276266602718,1.8286295322652646,0.009424135707554189,4.45389613610436,[0.634 0.365 0.001 0.   ],0.08775500763288153,0.0009183239964639102,190059523.81076002,[29.144 29.144  0.052  0.   ],50.91269841302957
4,[16923. 16924.     0.     0.],20161.0,403.19999999737746,[112.42 290.78   0.     0.  ],34507.95517405972,20860.0,141506.0,14127000000.0,20056057.226522706,18219.0,12525.0,85.58096119750817,0.9126531422053005,17.313426913347552,19.422276535916268,1.5126542552442934,0.4303357968354744,0.0056048807102822285,1.0736570606616735,[0.279 0.721 0.    0.   ],0.6874691256380702,0.0014196968377236997,35037202.38118027,[41.972 41.974  0.     0.   ],51.73611111144762
5,[1.369e+04 1.369e+04 1.000e+00 0.000e+00],20161.0,403.19999999737746,[1.737e+02 2.294e+02 2.900e-02 0.000e+00],39830.19176490097,6312.0,107250.0,57117000000.0,157060109.91741446,38677.0,25932.0,98.7802980132412,5.061733048956613,63.78989137443579,44.948175998635186,3.801634219647876,1.0093745349933039,0.006348891424036506,3.3999305590000497,[4.309e-01 5.691e-01 7.192e-05 0.000e+00],0.6704759934844998,0.002749796206338121,141659226.19139758,[3.395e+01 3.395e+01 2.480e-03 0.000e+00],15.654761904863728
6,[11653. 11654.    20.     0.],20161.0,403.19999999737746,[232.392 170.209   0.599   0.   ],42666.1562652869,1536.0,45358.0,83560500000.0,204209919.7206939,25623.0,10363.0,105.81359125362484,7.170120529736057,63.93849511432965,55.82708081114696,5.718441127014724,1.328505530479639,0.007985714994295918,4.670750458806607,[0.576 0.422 0.001 0.   ],0.40444132224954144,0.0024438570822421348,207243303.57277656,[28.901 28.904  0.05   0.   ],3.8095238095485877
7,[9008. 8921.  233.    0.],20161.0,403.19999999737746,[274.848 121.196   7.156   0.   ],43010.90078396784,1632.0,47324.0,82978500000.0,162487594.82240564,20067.0,5422.0,106.66856997164305,8.703020683496884,63.94266157432667,54.13521344938231,4.745970534172234,1.231486533406081,0.006596894995287932,4.491543078220326,[0.682 0.301 0.018 0.   ],0.2701948472616734,0.0019581891070868432,205799851.19181478,[22.341 22.125  0.578  0.   ],4.047619047645375
8,[1.274e+04 1.274e+04 1.200e+01 0.000e+00],20161.0,403.19999999737746,[206.064 196.757   0.379   0.   ],40584.414288976855,3928.0,64644.0,82267500000.0,164769772.62282786,25951.0,12024.0,100.65079680813223,6.262586181241979,63.844055354397106,50.37375122723594,3.8504283419089984,1.0749962799464312,0.006795297852289073,4.4675363325231885,[0.511 0.488 0.001 0.   ],0.4633347462525529,0.0020028537712076804,204036458.33466044,[3.158e+01 3.159e+01 2.976e-02 0.000e+00],9.742063492126858
9,[1.552e+04 1.552e+04 3.000e+00 0.000e+00],20161.0,403.19999999737746,[1.910e+02 2.122e+02 7.100e-02 0.000e+00],41050.95999656149,4168.0,65542.0,56208000000.0,65534831.078222625,26795.0,12621.0,101.80784682446567,6.089221764794355,63.88056148008531,53.08993433928261,4.398552481587524,1.198105252715639,0.007489707851793066,3.1105103913496355,[4.736e-01 5.262e-01 1.761e-04 0.000e+00],0.4710207128195559,0.0011659342278362978,139404761.90566865,[3.85e+01 3.85e+01 7.44e-03 0.00e+00],10.337301587368824
10,[1.352e+04 1.352e+04 1.000e+00 0.000e+00],20161.0,403.19999999737746,[1.924e+02 2.108e+02 1.200e-02 0.000e+00],42215.92489338803,20896.0,82313.0,56364000000.0,140921052.89349627,28381.0,15906.0,104.69700137241514,5.7458260998966315,62.92882297505084,45.26509305420916,3.9598750862946437,0.9868558107236745,0.007291304994791925,3.1175536927731757,[4.772e-01 5.227e-01 2.976e-05 0.000e+00],0.5604453683802544,0.0025001960984581697,139791666.66757593,[3.352e+01 3.353e+01 2.480e-03 0.000e+00],51.82539682573391
11,[11002. 11000.    22.     0.],20161.0,403.19999999737746,[247.283 155.257   0.66    0.   ],43681.98444153225,3936.0,39869.0,83242500000.0,208236773.46047407,24942.0,9696.0,108.33288140849236,7.697276920787613,63.82917514012202,55.994835123032594,5.210856817977701,1.284013689797133,0.007142502852041069,4.635484350974654,[0.613 0.385 0.002 0.   ],0.3887418811643012,0.0025015679906354817,206454613.09658095,[27.287 27.282  0.055  0.   ],9.761904761968257
12,[8752. 8680.  152.    0.],20161.0,403.19999999737746,[283.336 115.18    4.684   0.   ],43841.206686907826,5856.0,50268.0,82057500000.0,225719554.00914153,25046.0,10339.0,108.72775826324369,8.943365904467946,63.71767273448738,54.04908945478428,4.981528031167173,1.2373394176876147,0.007440107137542781,4.5602896681712215,[0.703 0.286 0.012 0.   ],0.41280044717719394,0.0027507486093183626,203515625.00132373,[21.706 21.528  0.377  0.   ],14.52380952390399
13,[11724. 11723.    17.     0.],20161.0,403.19999999737746,[229.56  173.135   0.505   0.   ],42674.34393946949,7380.0,53660.0,82620000000.0,198281318.59342137,28960.0,14493.0,105.83389697799355,6.99040722186457,63.64862854025098,52.08387248789733,4.227506414213577,1.1336243241902684,0.007688110708794206,4.57571549030306,[0.569 0.429 0.001 0.   ],0.5004488950276244,0.002399919130881401,204910714.2870471,[29.077 29.075  0.042  0.   ],18.303571428690482
14,[14462. 14463.     0.     0.],20161.0,403.19999999737746,[186.761 216.439   0.      0.   ],41741.28727445184,20348.0,73119.0,55693500000.0,89571785.41768509,25069.0,12887.0,103.51988312695318,5.704320222211967,62.99647834928823,44.80507630645462,3.952476199950219,0.9435543871831754,0.008184117851297058,2.8962353057884034,[0.463 0.537 0.    0.   ],0.5140611911125295,0.0016082987317673533,138128720.23899367,[35.868 35.871  0.     0.   ],50.46626984159809
15,[14674. 14675.     0.     0.],20161.0,403.19999999737746,[165.377 237.823   0.      0.   ],40892.38331879794,23340.0,98060.0,56092500000.0,139793042.5989725,21160.0,9856.0,101.41457100043358,4.903090124498395,62.771092703734936,40.94545774613382,3.2383919229391087,0.8358712365458063,0.007936114280045632,3.02256832498388,[0.41 0.59 0.   0.  ],0.4657844990548204,0.002492187771965459,139118303.57233346,[36.394 36.396  0.     0.   ],57.886904762281276
16,[12347. 12348.    17.     0.],20161.0,403.19999999737746,[215.017 187.674   0.509   0.   ],42235.77867881011,6228.0,52956.0,82962000000.0,175572743.71895477,19884.0,5646.0,104.74623946929175,6.5553891176042525,63.66608799166708,51.84297446038355,4.6197837582113195,1.163285551311939,0.007291304994791925,4.461336243241902,[0.533 0.465 0.001 0.   ],0.28394689197344597,0.002116303171559928,205758928.5727669,[30.623 30.625  0.042  0.   ],15.44642857152904
17,[9163. 9132.   99.    0.],20161.0,403.19999999737746,[276.618 123.521   3.061   0.   ],43359.748346965105,6832.0,55567.0,81964500000.0,200444054.6292335,23975.0,9512.0,107.53372438609777,8.704409503495956,63.60656713456674,53.36614987931134,4.535873023419297,1.2039085362829225,0.0060512871385347946,4.546302266752641,[0.686 0.306 0.008 0.   ],0.3967466110531804,0.0024454984124741017,203284970.23941746,[22.726 22.649  0.246  0.   ],16.944444444554655
