id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,cell_traffic,cell_dropped_traffic,disconnects,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[5286. 5340.  219.   26.],10081.0,201.60000000059856,[ 65.537 126.155   6.555   3.353],17399.014338374705,9120.0,6562.0,15811500000.0,28260371.91557675,51516.0,2402.0,86.29607349653494,3.1750818371193055,31.824223787322687,25.147331428198058,2.997135511845572,0.6899117151076282,0.006844559071520683,2.1760738022021626,[0.325 0.626 0.033 0.017],0.3660469369094788,0.0017873302289837618,78430059.52357666,[26.22  26.488  1.086  0.129],45.23809523796093
1,[4473. 4179. 1676.  113.],10081.0,201.60000000059856,[81.912 48.505 56.16  15.023],16760.513651286994,19320.0,20490.0,34107000000.0,68424176.23701073,118016.0,13358.0,83.1292215617769,4.594464834837853,39.619085408193634,42.50117337592973,5.371941047396814,1.2017656978474358,0.04632476936811824,5.51195317924809,[0.406 0.241 0.279 0.075],0.6519277696437287,0.0020061622610317745,169181547.61854532,[22.187 20.729  8.313  0.561],95.8333333330488
2,[3750. 3282. 2011.   21.],10081.0,201.60000000059856,[82.843 43.026 72.86   2.871],17542.895582133773,12944.0,15565.0,29332500000.0,87766101.61942548,34790.0,8858.0,87.00969934596137,5.362880666600718,40.60152762622756,43.18906901877361,7.908711414157909,1.5631385775220712,0.01845055054062097,5.082432298383097,[0.411 0.213 0.361 0.014],0.5690973337616447,0.002992111194730264,145498511.90432993,[18.601 16.28   9.975  0.104],64.20634920615858
3,[4188. 3971. 1665.  140.],10081.0,201.60000000059856,[76.699 55.204 51.429 18.268],16558.96268697313,17288.0,23372.0,39166500000.0,120339470.5777062,132867.0,16282.0,82.12956396672693,4.443527427834601,38.49260986013292,41.062224057042116,6.269286071417511,1.3247693681182422,0.03680190457295903,7.198988195615514,[0.38  0.274 0.255 0.091],0.6966455587882937,0.0030725101956443953,194278273.808947,[20.774 19.697  8.259  0.694],85.75396825371365
4,[3662. 3228. 1724.   21.],10081.0,201.60000000059856,[96.004 32.707 70.275  2.614],18641.9149190344,14096.0,14137.0,31969500000.0,65611716.51830579,29069.0,6448.0,92.4606433837572,6.198512052376022,45.401051482987796,48.358656297811365,7.493125131098984,1.6280130939390933,0.01785537149092352,5.193433191151671,[0.476 0.162 0.349 0.013],0.45610808516658413,0.0020523222608519304,158578869.04714823,[18.165 16.012  8.552  0.104],69.92063492042732
5,[5120. 5133. 1531.   31.],10081.0,201.60000000059856,[80.007 61.543 55.842  4.208],16894.69840598643,21448.0,15871.0,35163000000.0,55766205.432399526,135198.0,8960.0,83.79475451832609,4.4129749032834455,39.27467513143537,43.60802402139853,4.823201871448241,1.1269715306021229,0.030254935026287073,5.333796250371987,[0.397 0.305 0.277 0.021],0.5645516980656543,0.0015859342329266424,174419642.856625,[25.397 25.461  7.594  0.154],106.38888888857302
6,[5183. 5278.  290.   27.],10081.0,201.60000000059856,[ 64.97  123.591   9.447   3.592],17278.734286127863,9224.0,5879.0,15789000000.0,17696535.639203392,46647.0,1824.0,85.69950543658697,3.1308798730284293,32.39559567503224,25.022306085043386,2.667473365122934,0.6224580894752505,0.009026882253744668,1.9446483483781372,[0.322 0.613 0.047 0.018],0.3102568464024494,0.0011208142149093288,78318452.38071986,[25.709 26.181  1.438  0.134],45.75396825383241
7,[4933. 3810. 2186.   44.],10081.0,201.60000000059856,[84.11  28.915 81.697  6.878],17417.23035743397,18532.0,21976.0,32041500000.0,74696506.93055321,68833.0,15707.0,86.386421770823,6.2831068346397245,55.57028072611844,40.62624365309536,5.778246671862668,1.2150580299573455,0.03888503124690011,5.037893066164071,[0.417 0.143 0.405 0.034],0.7147342555515107,0.0023312425114477542,158936011.90429002,[24.469 18.899 10.843  0.218],91.92460317433024
8,[3662. 3138. 1780.  276.],10081.0,201.60000000059856,[59.157 35.365 66.72  40.358],13399.321246286258,16396.0,19957.0,22903500000.0,63158289.93111317,148139.0,16134.0,66.45829404962568,2.594901299474288,31.694474754488642,22.85655549339483,3.169772179303177,0.7228449558575538,0.04196012300367027,4.308401944251562,[0.293 0.175 0.331 0.2  ],0.8084381420053114,0.002757582462554333,113608630.95204365,[18.165 15.565  8.829  1.369],81.3293650791236
9,[4645. 3622. 2155.   88.],10081.0,201.60000000059856,[87.928 37.841 64.403 11.428],16769.16723820609,20288.0,24035.0,34440000000.0,125833145.56331521,75081.0,17708.0,83.17214184210452,4.7118341434381845,40.02182323182224,39.46265202741803,7.175884908724928,1.4660251959131039,0.0305525245511358,6.645471679396885,[0.436 0.188 0.319 0.057],0.7367588932806324,0.0036536917991671085,170833333.33282614,[23.041 17.966 10.689  0.437],100.63492063462185
10,[4386. 3687. 1882.  150.],10081.0,201.60000000059856,[73.881 40.482 67.626 19.611],14862.71761950282,16728.0,23437.0,23779500000.0,75283797.70463166,124827.0,18562.0,73.71648457247142,3.1788116258307997,35.95873425255431,29.56275691197789,5.1897177849962475,1.0618986211685348,0.04384485666104553,4.786429917666898,[0.366 0.201 0.335 0.097],0.7919955625720015,0.0031659117182712697,117953869.04726884,[21.756 18.289  9.335  0.744],82.97619047594412
11,[4881. 3651. 2392.   86.],10081.0,201.60000000059856,[82.757 39.18  68.577 11.086],15778.110066483785,16372.0,16341.0,23560500000.0,47218362.040202245,93974.0,11474.0,78.25667129492454,3.7492312270608004,35.95119531792481,32.85886812917229,5.0857760366522795,1.0917567701616904,0.039579406804880465,4.305525245511358,[0.411 0.194 0.34  0.055],0.7021602105134325,0.0020041324267397655,116867559.52346253,[24.211 18.11  11.865  0.427],81.21031746007634
12,[4327. 4023. 1805.  142.],10081.0,201.60000000059856,[64.508 49.95  68.597 18.545],14565.43875653215,17136.0,15836.0,24172500000.0,48704878.50366821,82039.0,11797.0,72.24203331282177,2.9513738716397584,35.805971629798634,25.60360961484719,3.7625663504271794,0.7969447475448864,0.03779386965578812,4.22339053665311,[0.32  0.248 0.34  0.092],0.7449482192472847,0.002014887930651286,119903273.80916782,[21.463 19.955  8.953  0.704],84.99999999974763
13,[5034. 4482. 1572.   77.],10081.0,201.60000000059856,[91.732 42.32  57.212 10.336],17836.949833239494,16244.0,14438.0,31993500000.0,47048348.41376352,29902.0,8721.0,88.46815709373232,6.084237674834085,52.00158714413253,36.68920463633125,4.88181768948973,1.0568395992461066,0.03690110108124194,4.735244519392918,[0.455 0.21  0.284 0.051],0.604031029228425,0.001470559595347915,158697916.66619548,[24.97  22.232  7.798  0.382],80.5753968251576
14,[4885. 3934. 2233.   91.],10081.0,201.60000000059856,[80.266 31.26  77.999 12.075],16760.095088187725,20592.0,26993.0,30340500000.0,135915170.73764014,52878.0,20761.0,83.12714556188328,5.655153258605481,50.503323083027475,38.234417554369195,7.1119048111946865,1.3712925305029262,0.03809145918063684,5.542704096815792,[0.398 0.155 0.387 0.06 ],0.7691253287889452,0.004479661532856748,150498511.90431508,[24.231 19.514 11.076  0.451],102.14285714255388
15,[3985. 3631. 1553.  205.],10081.0,201.60000000059856,[75.917 42.146 55.649 27.888],15016.787435473538,21192.0,24692.0,28903500000.0,146714869.4394321,104751.0,19317.0,74.4806439612758,3.301101081241946,32.93006646166055,29.58146852180619,5.265542667881771,1.0870945342723937,0.03323083027477433,5.81549449459379,[0.377 0.209 0.276 0.138],0.7823181597278471,0.0050760243375173285,143370535.71386003,[19.767 18.011  7.703  1.017],105.11904761873552
16,[4733. 4211. 1548.   86.],10081.0,201.60000000059856,[96.726 42.103 51.668 11.103],17084.818840143897,19452.0,30268.0,31029000000.0,159468243.84098148,80680.0,23185.0,84.73771867941099,4.406546969546771,37.36256323777403,41.754011862176284,8.312970854295088,1.644578910822339,0.03144529312568198,6.407400059517905,[0.48  0.209 0.256 0.055],0.7659904850006608,0.005139329138579441,153913690.4757335,[23.477 20.888  7.679  0.427],96.48809523780876
17,[4181. 3824. 1567.  164.],10081.0,201.60000000059856,[84.214 38.755 55.915 22.716],16137.27179783374,22344.0,34855.0,34905000000.0,230188269.48165315,82617.0,27932.0,80.0380507778625,4.209899811526663,37.9053665310981,38.90719796726117,8.428830516182346,1.6346592599940482,0.024600734054161293,7.461858942565222,[0.418 0.192 0.277 0.113],0.801377133840195,0.006594707620159093,173139880.9518669,[20.739 18.968  7.773  0.813],110.83333333300426
18,[5026. 4631. 1500.   97.],10081.0,201.60000000059856,[93.676 41.987 53.266 12.671],17366.676399526845,21620.0,28818.0,36982500000.0,207999384.15082628,65143.0,21308.0,86.13568296560794,4.855867473465036,40.931256819759945,45.298091378643534,10.526237879718416,1.8741196309889891,0.019541712131732964,7.764209899811527,[0.465 0.208 0.264 0.063],0.7393989867443959,0.005624265102435646,183444940.4756458,[24.931 22.971  7.44   0.481],107.24206349174509
19,[3631. 3152. 2007.  153.],10081.0,201.60000000059856,[74.039 37.658 70.21  19.693],15650.933693359735,22728.0,22529.0,36499500000.0,155798193.85317567,90993.0,16928.0,77.6258986874257,4.318381112984875,41.70300565420097,33.64566557693699,5.69345905930674,1.1821247892074198,0.038686638230334296,7.09413748636048,[0.367 0.187 0.348 0.098],0.7513871010697324,0.004268502139842345,181049107.1423196,[18.011 15.635  9.955  0.759],112.73809523776052
