drop_ratio,ue_drop_ratio,delay_ratio,qos_reward,pc_kw,reward,ue_no_bs
0.0,0.0,0.0,0.0,2.294945979512883,-0.22949459795128832,0
0.0,0.0,0.15333333333333343,0.004233329100004233,2.492975389331016,-0.147697640533,0
0.0,0.0,0.23666666666666686,0.003816664758334287,2.6488269008005827,-0.1732827358800354,0
0.0,0.0,0.15583333333333343,0.004220832278125263,2.827001921276858,-0.1814002174526795,0
0.0,0.0,0.17666666666666678,0.004116665843333498,2.7188851850128644,-0.17308853826128248,0
0.0,0.0,0.11333333333333341,0.004433332225000277,2.9266943721009633,-0.1862694638100897,0
0.0,0.0,0.1591666666666668,0.004204166141145898,2.9013872694609986,-0.18923873955859832,0
0.0,0.0,0.2200000000000002,0.003899998700000432,2.8165818896001085,-0.1880582201600005,0
0.0,0.0,0.18666666666666681,0.004066662600004067,2.7898171296424046,-0.18138181056414285,0
0.0,0.0,0.23285714285714304,0.0038357137377551796,2.967521899042139,-0.2046950601980896,0
0.0,0.0,0.1845833333333335,0.004077082823697981,3.0445998466786857,-0.20660999689911708,0
0.0,0.0,0.2566666666666669,0.0037166657375002315,3.0168056536572148,-0.21248058766571598,0
0.0,0.0,0.18611111111111125,0.004069443766203816,2.9324632716449726,-0.19557967677560567,0
0.0,0.0,0.14083333333333342,0.004295832259375268,3.0975898114253217,-0.20665900691752576,0
0.0,0.0,0.21041666666666684,0.0039479161731771455,2.8652551923319343,-0.19177553107694192,0
0.0,0.0,0.20444444444444457,0.003977776451852293,2.6549987139672773,-0.17003323655227273,0
0.0,0.0,0.22133333333333352,0.003893332554666822,2.6321160636627954,-0.16977162505427584,0
0.0,0.0,0.08666666666666673,0.004566662100004567,2.507495837640194,-0.14114969336390978,0
0.0,0.0,0.16444444444444456,0.004177777081481596,2.5541333140720557,-0.15514668145164726,0
0.0,0.0,0.20000000000000015,0.003999998000000999,2.818222752854218,-0.18582232328539783,0
0.0,0.0,0.173888888888889,0.004130554867129744,2.928725810928539,-0.19373926428174007,0
0.0,0.0,0.2980000000000002,0.0035099992980001386,2.5909605262856883,-0.1748560694765655,0
0.0,0.0,0.3633333333333336,0.003183330150003182,2.4826113350459273,-0.17186120990451637,0
0.0,0.0,0.6000000000000004,0.001999998000001998,2.461879984757562,-0.19818804647570826,0
0.0,0.0,0.3000000000000002,0.003499996500003499,2.5510077549998593,-0.17110085949990195,0
0.0,0.0,0.14523809523809536,0.004273808913265393,2.833821301809702,-0.18081071626260076,0
0.0,0.0,0.21000000000000016,0.003949998025000987,2.769208908022549,-0.18212093820223121,0
0.0,0.0,0.2490476190476192,0.0037547613683674235,2.8906090723012428,-0.19894663438930613,0
0.0,0.0,0.19400000000000014,0.004029999194000161,3.061720153328083,-0.20945203467680445,0
0.0,0.0,0.30761904761904785,0.0034619042673470083,2.91048421358641,-0.2079627189423128,0
0.0,0.0,0.30133333333333356,0.0034933326346668053,2.7368327866891953,-0.18984329543691625,0
0.0,0.0,0.18888888888888902,0.004055554203704154,2.7666556410733896,-0.17933226321843926,0
0.0,0.0,0.11666666666666675,0.004416662250004417,2.8920189687808557,-0.18320200287797955,0
0.0,0.0,0.3591666666666669,0.0032041658656251993,2.848697517229719,-0.20796977094796712,0
0.0,0.0,0.16750000000000012,0.0041624989593752595,2.902512101683767,-0.19035123514337046,0
0.0,0.0,0.28333333333333355,0.003583329750003583,2.4811587073049197,-0.16211595673040602,0
0.0,0.0,0.2755555555555558,0.003622221014815216,2.731588561052134,-0.18622555174964822,0
0.0,0.0,0.32750000000000024,0.003362499159375209,2.6801669100016907,-0.18731671117516405,0
0.0,0.0,0.11833333333333343,0.004408331129167768,2.742307685364967,-0.16843082143647026,0
0.0,0.0,0.26791666666666686,0.00366041620911464,3.0007055561038474,-0.2122205665916334,0
0.0,0.0,0.1833333333333335,0.004083332516666829,2.7024704378866473,-0.17224706338866086,0
0.0,0.0,0.14555555555555566,0.004272220798148622,2.752010542886573,-0.1726677551330904,0
0.0,0.0,0.1880000000000001,0.004059999188000162,2.756702523425929,-0.178230271830589,0
0.0,0.0,0.22000000000000014,0.00389999951250006,2.8687697717692955,-0.19327698887692812,0
0.0,0.0,0.07333333333333336,0.004633328700004633,2.880967452158311,-0.17689685641571992,0
0.0,0.0,0.1450000000000001,0.004274999287500118,2.937879953416911,-0.19118801244168826,0
0.0,0.0,0.1873333333333335,0.0040633325206668285,2.8506412959253518,-0.1875441490965313,0
0.0,0.0,0.21500000000000016,0.003924999345833441,2.775311387560264,-0.18333115445602383,0
0.0,0.0,0.22500000000000017,0.0038749980625009677,2.7364536592957927,-0.18064541242955606,0
0.0,0.0,0.18777777777777793,0.004061109757407857,2.711424322434267,-0.17367579806563815,0
0.0,0.0,0.2291666666666668,0.0038541657031252404,2.7005635441536886,-0.17755637754036308,0
0.0,0.0,0.14666666666666675,0.004266662400004268,2.6899510141085776,-0.16659520381075532,0
0.0,0.0,0.18444444444444455,0.004077777098148261,2.9494247717662936,-0.1970758268210711,0
0.0,0.0,0.12666666666666673,0.0043666659388890096,2.8346229418882554,-0.17866231165548935,0
0.0,0.0,0.2311111111111113,0.003844443162963389,2.7139652081087324,-0.1791298848997519,0
0.0,0.0,0.3133333333333335,0.003433332475000214,2.8430668393110556,-0.20190670453110043,0
0.0,0.0,0.26238095238095255,0.0036880947112245643,2.8631979381635397,-0.19780552074696445,0
0.0,0.0,0.16944444444444454,0.004152777085648263,2.630183961918872,-0.1633517461363289,0
0.0,0.0,0.22000000000000017,0.0038999961000038995,2.245628681256064,-0.13096296172551283,0
0.0,0.0,0.0,0.0,2.204107437374961,-0.22041074373749614,0
0.0,0.0,0.34666666666666696,0.0032666634000032657,2.4467478893579355,-0.16627486733571517,0
0.0,0.0,0.21000000000000016,0.00394999868333377,2.490749554342194,-0.15427498703420894,0
0.0,0.0,0.1666666666666668,0.004166665833333499,2.5707132751466646,-0.1570713475146625,0
0.0,0.0,0.27533333333333354,0.003623332608666811,2.908784766634954,-0.20391849405549195,0
0.0,0.0,0.19000000000000017,0.004049998987500252,2.735074637717063,-0.17630748807170027,0
0.0,0.0,0.4100000000000003,0.0029499985250007353,2.8200546398130437,-0.21120549938128674,0
0.0,0.0,0.1711111111111112,0.004144443062963422,2.77218069498081,-0.17775143598695886,0
0.0,0.0,0.17500000000000013,0.00412499793750103,2.5747531833017505,-0.15847536783015034,0
0.0,0.0,0.2650000000000002,0.003674999081250229,2.672589751561071,-0.17905899720610163,0
0.0,0.0,0.24000000000000019,0.003799998733333754,2.7819562431490437,-0.18699565471489427,0
0.0,0.0,0.1846666666666668,0.004076665851333496,2.840201947605141,-0.1861802143285102,0
0.0,0.0,0.20333333333333345,0.003983332536666826,2.9016990956739845,-0.19456992868739464,0
0.0,0.0,0.21000000000000013,0.0039499990125002465,2.965492719224723,-0.2017492956224664,0
0.0,0.0,0.34708333333333363,0.0032645829252604666,3.0186357125667524,-0.2235135810504241,0
0.0,0.0,0.29037037037037056,0.0035481477539095075,2.9643226034229193,-0.21127671424846373,0
0.0,0.0,0.3338888888888891,0.003330555000463054,2.8042970915154473,-0.20049638914043144,0
0.0,0.0,0.20000000000000015,0.003999996000004,2.6902297900541186,-0.17302307500531589,0
0.0,0.0,0.21111111111111125,0.003944443129630067,2.8474965145205067,-0.19008301634092906,0
