drop_ratio,ue_drop_ratio,delay_ratio,qos_reward,pc_kw,reward,n_drop,ue_no_bs
0.0,0.0,0.0,0.0,4.3177398492362995,-0.43177398492362995,0.0,0
0.0,0.0,0.0,0.0,4.3177398492362995,-0.43177398492362995,0.0,0
0.0,0.0,0.20253968253968277,0.00398730139743009,5.324632302508225,-0.4846156134816615,0.0,0
0.0,0.0,0.20196078431372566,0.0039901958437139695,4.088200343790186,-0.360937684254451,0.0,0
0.0,0.0,0.13333333333333341,0.004333329000004334,3.775524896160702,-0.3255525416160182,0.0,0
0.0,0.0,0.21075757575757592,0.003946211941838851,4.595708655185701,-0.41221632221650395,0.0,0
0.0,0.0,0.20216666666666683,0.003989166467208342,3.7280007703293916,-0.32493007942643903,0.0,0
0.0,0.0,0.3016666666666669,0.0034916660847223173,3.505679395716201,-0.30866794655495233,0.0,0
0.0,0.0,0.28312500000000024,0.0035843747759765746,3.7896493460444924,-0.33595243729273033,0.0,0
0.0,0.0,0.3603703703703706,0.0031981477927983917,3.876141348033099,-0.34923636128972924,0.0,0
0.0,0.0,0.2633333333333336,0.003683333026388913,3.6290627517160625,-0.3187062788549393,0.0,0
0.04562824228199494,0.06249999609375024,0.32466666666666694,0.00031385983775907505,3.6939524123412975,-0.36562892318102086,1.0,0
0.0,0.0,0.2650000000000002,0.0036749993875001014,3.313634869138176,-0.2872634942638164,0.0,0
0.0,0.0,0.3243137254901964,0.0033784311738177726,4.042790622945657,-0.36373788820875247,0.0,0
0.0,0.0,0.28260869565217406,0.003586956365784505,4.262940515409352,-0.38325057515152117,0.0,0
0.0,0.0,0.21422222222222234,0.00392888862696298,3.995451830677198,-0.352398519544164,0.0,0
0.0,0.0,0.22666666666666682,0.003866666237037084,3.4284921320736625,-0.29644921836292126,0.0,0
0.0,0.0,0.2793589743589745,0.00360320498962032,4.189631249668891,-0.3757246650914453,0.0,0
0.0,0.0,0.24476190476190496,0.00377618993673477,3.618017555689982,-0.31648747632818097,0.0,0
0.0,0.0,0.2533333333333335,0.0037333330461538678,3.5380833484817886,-0.30900833829433244,0.0,0
0.0,0.0,0.2862500000000003,0.003568749776953137,3.959158682045465,-0.35309087088110885,0.0,0
0.0,0.0,0.2518750000000002,0.003740624766210951,3.9039437313438623,-0.34550687593985485,0.0,0
0.0,0.0,0.27833333333333354,0.0036083327319445433,3.32095014728942,-0.2887950219456075,0.0,0
0.0,0.0,0.24000000000000019,0.0037999962000037995,3.2522325567665047,-0.2796233012766049,0.0,0
0.0,0.0,0.28816666666666685,0.0035591664887083406,4.165196474494253,-0.3738096495849252,0.0,0
0.0,0.0,0.2673809523809526,0.0036630949764455962,3.672071419273683,-0.3232500022100212,0.0,0
0.0,0.0,0.2800000000000002,0.0035999988000003985,3.2043393204567825,-0.2772339464456735,0.0,0
0.0,0.0,0.3661538461538465,0.0031692305254438042,3.762513391910064,-0.3382205728856808,0.0,0
0.0,0.0,0.20606060606060617,0.003969696608815459,3.5462727069212368,-0.30699091138633816,0.0,0
0.04996377533061393,0.07142856632653098,0.24615384615384636,-6.884109012663207e-05,3.5465185835381785,-0.35547795143533745,1.0,0
0.0,0.0,0.22600000000000015,0.0038699992260001538,3.3584526459478075,-0.2894052738827789,0.0,0
0.0,0.0,0.32407407407407435,0.0033796292541152665,3.7572187502907113,-0.335166323979688,0.0,0
0.0,0.0,0.2878787878787881,0.0035606058987603367,4.029596191350694,-0.3602323483499454,0.0,0
0.0,0.0,0.20703703703703719,0.0039648143742798845,3.484441343724755,-0.30086636188111693,0.0,0
0.0,0.0,0.28277777777777796,0.0035861108122685423,3.5746836208555273,-0.31443503233833026,0.0,0
0.0,0.0,0.21333333333333349,0.003933332677777886,3.5894871895948657,-0.31174872682615196,0.0,0
