drop_ratio,ue_drop_ratio,delay_ratio,qos_reward,pc_kw,reward,b0_drop_ratio,b0_pc,b0_rwd,b0_qos_rwd,b1_drop_ratio,b1_pc,b1_rwd,b1_qos_rwd,n_drop,ue_no_bs
0.0,0.0,0.0,0.0,1.4698369939221998,-0.14698369939221997,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,0
0.0,0.0,0.0,0.0,1.74123244792806,-0.17412324479280603,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,92.14416448257157,-0.18428832896514313,0.0,0.0,0
0.0,0.0,0.22212121212121233,0.003889393585812703,1.8353860485958664,-0.027962861427078517,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,44.62318984328503,0.049420148313568585,0.003466663200003466,0.0,0
0.0,0.0,0.19000000000000017,0.00404999959500004,2.0189293238278583,-0.03989294858278422,0.0,133.71369760902965,-0.2674273952180593,0.0,0.0,92.49466967081653,-0.03682270971662388,0.00370416574062523,0.0,0
0.0,0.0,0.17074074074074086,0.004146296065946514,2.0650414524216147,-0.040652302604300944,0.0,44.62318984328503,0.08319800727641202,0.004311109674074552,0.0,44.62318984328503,0.06308687748013464,0.0038083314291676175,0.0,0
0.0,0.0,0.1717647058823531,0.004141176226989633,2.2563538725226917,-0.05998833817268387,0.0,87.43074170550537,0.012471662589176619,0.004683328650004684,0.0,92.13765128977867,-0.18427530257955735,0.0,0.0,0
0.0,0.0,0.24694444444444463,0.0037652774640046546,2.117893233206456,-0.06117822476045942,0.0,114.91821579953941,-0.22983643159907882,0.0,0.0,44.62318984328503,0.05875347231357789,0.0036999963000036986,0.0,0
0.0,0.0,0.19156862745098055,0.004042156624971178,1.9932572880953383,-0.037639463810686724,0.0,44.62318984328503,0.07008679431358927,0.003983329350003983,0.0,94.07963920477133,-0.026826025742835713,0.004033331316667674,0.0,0
0.0,0.0,0.17803030303030318,0.0041098482980371975,2.4043551320707284,-0.07604158128558494,0.0,93.22092830231679,-0.014442028604461615,0.004299995700004299,0.0,61.58000198373335,0.0510621601807008,0.004355554103704187,0.0,0
0.0,0.0,0.2276190476190478,0.0038619044860544413,2.037473569079179,-0.04927117746574028,0.0,44.62318984328503,0.08675344431360593,0.0043999956000044,0.0,136.9201755442933,-0.09784043908854265,0.004399997800001099,0.0,0
0.0,0.0,0.19266666666666682,0.004036666397555573,1.8142666421980562,-0.01996000831758271,0.0,87.38580562887313,-0.05477173125762633,0.0029999970000029984,0.0,44.62318984328503,0.05608680831357524,0.0036333297000036326,0.0,0
0.0,0.0,0.18714285714285728,0.004064285133673552,1.7668648151746686,-0.014115076170524793,0.0,72.45006507997432,-0.14490013015994865,0.0,0.0,89.36833706666016,-0.1787366741333203,0.0,0.0,0
0.0,0.0,0.21266666666666684,0.003936666273000039,1.9085381615982175,-0.033387165239820216,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,91.10627071727684,-0.18221254143455368,0.0,0.0,0
0.0,0.0,0.2390476190476192,0.0038047616329932167,2.0278355084721,-0.050593085527481346,0.0,93.17198652207652,-0.0583441010440251,0.0031999968000031983,0.0,44.62318984328503,0.06408690253566912,0.0038333320555559796,0.0,0
0.0,0.0,0.23666666666666686,0.003816666412222239,2.2763889503661745,-0.07497223854772792,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,90.88093146117649,-0.05776198692222902,0.003099996900003099,0.0,0
0.0,0.0,0.246851851851852,0.0037657405315329323,2.210308109510233,-0.07040118968970599,0.0,90.05976047989638,-0.049786252793093594,0.0032583317041674797,0.0,92.49556961790813,-0.032324625235663595,0.0038166628500038166,0.0,0
0.0,0.0,0.23518518518518533,0.003824073861625525,2.1273836747771044,-0.05977541301268946,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,86.2548368580296,-0.17250967371605921,0.0,0.0,0
0.0,0.0,0.21575757575757593,0.003921211764738324,2.01132043773336,-0.04428357318380305,0.0,92.48071577001294,-0.18496143154002587,0.0,0.0,44.62318984328503,0.06208680231358124,0.0037833295500037827,0.0,0
0.0,0.0,0.1978431372549021,0.004010784077797014,1.8374095877601304,-0.02330959566413246,0.0,44.62318984328503,0.038753492313557875,0.0031999968000031983,0.0,89.4652588906446,-0.00359735978111389,0.004383328950004383,0.0,0
0.0,0.0,0.2966666666666669,0.0035166662270833876,1.8991750041140942,-0.049250851328073914,0.0,92.59206430368104,-0.18518412860736208,0.0,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,0
0.0,0.0,0.22166666666666682,0.0038916664720833423,1.8897130464050893,-0.03330464575717523,0.0,61.58000198373335,0.0481731580327046,0.004283329050004283,0.0,90.30280281547071,-0.00927244363077015,0.004283329050004283,0.0,0
0.0,0.0,0.20833333333333348,0.003958333003472249,2.0286585540221216,-0.04453253526332221,0.0,124.59453091082302,-0.07652256782147338,0.004316662350004317,0.0,44.62318984328503,0.0834201143136026,0.004316662350004317,0.0,0
0.0,0.0,0.29666666666666686,0.0035166662270833876,1.7132347857352945,-0.030656829490193965,0.0,61.58000198373335,-0.1231600039674667,0.0,0.0,86.90049941615914,-0.05513445083219967,0.0029666637000029653,0.0,0
0.0,0.0,0.23743589743589755,0.0038128202195266496,1.8925281708697874,-0.03674000830591276,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,44.62318984328503,0.07475356564678146,0.004099998633333788,0.0,0
0.0,0.0,0.23000000000000018,0.0038499995722222685,1.8556547489748878,-0.03156549200859804,0.0,90.88491683220579,-0.18176983366441157,0.0,0.0,85.03139562594565,-0.1700627912518913,0.0,0.0,0
0.0,0.0,0.22384615384615403,0.003880768932248543,1.8889692564301053,-0.03366616835306882,0.0,61.58000198373335,0.0021732040326585683,0.0031333302000031314,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,0
0.0,0.0,0.24666666666666687,0.0037666661958333917,1.882171576389141,-0.03755050980557845,0.0,85.05857820785256,-0.17011715641570513,0.0,0.0,84.94736700569365,-0.010894813511347579,0.003974998012500993,0.0,0
0.0,0.0,0.24777777777777799,0.0037611106932099224,2.052133188086933,-0.05476889108029642,0.0,61.58000198373335,-0.1231600039674667,0.0,0.0,86.65545067356742,-0.17331090134713484,0.0,0.0,0
0.0,0.0,0.1472222222222223,0.004263888533564844,2.2095755246400577,-0.050402011121412016,0.0,134.31646602641308,-0.12429967088612348,0.0036083315291675676,0.0,44.62318984328503,0.05508688148013263,0.0036083315291675676,0.0,0
0.0,0.0,0.28166666666666684,0.003591666442187513,1.934116130709535,-0.04974495538345297,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,88.82148538921189,-0.05164309677829784,0.0031499968500031486,0.0,0
0.0,0.0,0.2336111111111113,0.0038319441251157666,1.9091403692037456,-0.037636271915743896,0.0,93.22288742221541,-0.1864457748444308,0.0,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,0
0.0,0.0,0.21282051282051298,0.003935897133136117,1.9783284388116031,-0.04039695855571562,0.0,44.62318984328503,0.01208685231353121,0.002533330800002532,0.0,90.38605298316588,-0.0794388739662305,0.002533330800002532,0.0,0
0.0,0.0,0.23425925925925942,0.0038287034909979534,1.8838993753438407,-0.03524179789446594,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,89.25579705542296,-0.02517833744414094,0.003833331416667624,0.0,0
0.0,0.0,0.23282051282051297,0.0038358971408284244,1.9162577567039174,-0.03818989003725476,0.0,72.82482744109821,-0.00631639121549496,0.0034833315916675362,0.0,44.62318984328503,0.05008688398013139,0.0034833315916675362,0.0,0
0.0,0.0,0.20717948717948736,0.0039641022591716205,1.8287431873251325,-0.024310228365648445,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,87.94988612621945,-0.011899936252274923,0.004099995900004099,0.0,0
0.0,0.0,0.18424242424242443,0.004078787507989014,1.9890801620033132,-0.03575651588077078,0.0,136.07128689370842,-0.09080942178723556,0.004533328800004533,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,0
0.0,0.0,0.25484848484848505,0.0037257572370523718,1.8750296797853203,-0.03847267849643718,0.0,44.62318984328503,-0.08924637968657007,0.0,0.0,88.00868973350396,-0.07735081146690931,0.002466664200002465,0.0,0
