id,sleep_switches,steps,time,sleep_time,energy_consumption,cell_traffic,cell_dropped_traffic,num_requests,disconnects,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,ant_switches,avg_ant_switch_fps
0,[3058. 3815. 1385.    0.],10081.0,201.60000000059856,[46.259 63.523 91.818  0.   ],16757.85219332253,8701500000.0,2545783.5708555533,7972.0,14395.0,4271.0,83.11602119491587,3.3177660946333534,64.0,19.36183599952497,1.1736600939290478,0.31197301854974707,0.0305525245511358,0.8817577621267731,[0.229 0.315 0.455 0.   ],0.5357501254390367,0.00029256835842734623,43162202.38082423,[15.169 18.924  6.87   0.   ],0.0,0.0
1,[4791. 5367. 1309.    0.],10081.0,201.60000000059856,[62.08  60.676 78.844  0.   ],17501.956740899248,17802000000.0,3941698.280613028,8464.0,21045.0,2523.0,86.80664984077274,4.520583275468855,63.63575042158516,29.58537038143124,2.110619678993249,0.578613232814205,0.03342922329134015,1.8654895347683762,[0.308 0.301 0.391 0.   ],0.298086011342155,0.00022141884510802314,88303571.42830925,[23.765 26.622  6.493  0.   ],2808.0,13.928571428530073
2,[3604. 4129.  603.    0.],10081.0,201.60000000059856,[ 52.993 117.665  30.942   0.   ],16922.709237359566,12967500000.0,720226.7309209617,7968.0,16413.0,3224.0,83.93368335163142,3.589485170121958,64.0,23.95274603477315,1.5513547833495904,0.42991766689812516,0.014978672750719174,1.3580001983930166,[0.263 0.584 0.153 0.   ],0.4046184738955823,5.554090849592918e-05,64322916.66647569,[17.877 20.481  2.991  0.   ],0.0,0.0
3,[4897. 5256. 1418.    0.],10081.0,201.60000000059856,[60.794 58.21  82.596  0.   ],17193.369116667767,17619000000.0,951464.2847848034,8714.0,21176.0,2813.0,85.27610909962092,4.573990675528369,62.958833449062595,30.206387716306804,2.074184459585966,0.5740501934331912,0.03352841979962305,1.8409879972224978,[0.302 0.289 0.41  0.   ],0.32281386274959833,5.400217292609134e-05,87395833.33307385,[24.291 26.071  7.034  0.   ],5492.0,27.24206349198261
4,[2967. 3708. 1423.    0.],10081.0,201.60000000059856,[45.436 63.786 92.378  0.   ],16720.22633302283,8571000000.0,173757.5323236186,7628.0,14003.0,4009.0,82.92940349677228,3.287292927288837,64.0,18.736225057851303,1.0975034322937005,0.2980855073901399,0.028766987402043448,0.8694573950996924,[0.225 0.316 0.458 0.   ],0.5255637126376508,2.0272725740709206e-05,42514880.95225473,[14.717 18.393  7.059  0.   ],0.0,0.0
5,[3917. 4637. 1235.    0.],10081.0,201.60000000059856,[50.204 65.462 85.934  0.   ],17063.28046163179,12978000000.0,3110982.1285442174,6293.0,17472.0,1741.0,84.63089208227615,3.6326554905266897,63.901993849816485,22.73903636782183,1.573221010838087,0.41027675825810933,0.026584664219819462,1.300069437555798,[0.249 0.325 0.426 0.   ],0.27665660257428887,0.00023971198401481102,64374999.99980887,[19.43  23.001  6.126  0.   ],248.0,1.2301587301550778
6,[4062. 4390. 1538.    0.],10081.0,201.60000000059856,[ 49.755  50.812 101.033   0.   ],14485.90969800786,15238500000.0,2188862.0543144913,6487.0,19187.0,1876.0,71.8475830671922,3.192381708163804,43.43696061898621,23.584080923335822,1.6804172086478517,0.46027179843269517,0.031246900109116158,1.6765201864894357,[0.247 0.252 0.501 0.   ],0.28919377215970404,0.0001436402568700654,75587797.6188232,[20.149 21.776  7.629  0.   ],18292.0,90.73412698385759
7,[4607. 4938. 1621.    0.],10081.0,201.60000000059856,[56.193 55.965 89.442  0.   ],15685.292610398781,17676000000.0,1650835.8385951559,7232.0,21472.0,2094.0,77.79631291735882,4.127527031048571,56.49518896934828,26.892752598701193,1.902859599832008,0.5203848824521377,0.034024402341037596,1.9238170816387263,[0.279 0.278 0.444 0.   ],0.28954646017699115,9.339419770282619e-05,87678571.42831111,[22.852 24.494  8.041  0.   ],15364.0,76.21031746009119
8,[4217. 4462. 1406.    0.],10081.0,201.60000000059856,[52.446 51.204 97.95   0.   ],14856.804258293123,16233000000.0,1331484.7124043629,6963.0,20518.0,2014.0,73.68715533326414,3.600277750223167,46.19184604701915,24.778335147121762,1.7410378340497714,0.4768376153159409,0.027080646761234006,1.7521079258010117,[0.26  0.254 0.486 0.   ],0.28924314232371107,8.202332978527462e-05,80520833.33309427,[20.918 22.133  6.974  0.   ],18352.0,91.03174603147576
9,[3858. 4500. 1176.    0.],10081.0,201.60000000059856,[50.792 71.291 79.517  0.   ],16963.144673177798,12580500000.0,1313706.4782541795,6253.0,15823.0,1939.0,84.13423605383655,3.6163079059616634,63.83215950798532,22.347125477364973,1.4471878961002742,0.3985715702807261,0.026287074694970738,1.27318718381113,[0.252 0.354 0.394 0.   ],0.3100911562450024,0.00010442402752308569,62403273.80933853,[19.137 22.321  5.833  0.   ],384.0,1.9047619047562494
10,[3876. 4520. 1190.    0.],10081.0,201.60000000059856,[49.98  72.287 79.333  0.   ],16862.789427117837,12703500000.0,1386738.260304918,6185.0,17308.0,1885.0,83.63649155398463,3.5508382104949283,63.9071520682472,22.564238013278025,1.4008103574035813,0.3993651423469894,0.0305525245511358,1.291439341335185,[0.248 0.359 0.394 0.   ],0.3047696038803557,0.00010916190501081734,63013392.85695577,[19.226 22.421  5.903  0.   ],288.0,1.428571428567187
11,[4063. 3898. 1456.    0.],10081.0,201.60000000059856,[ 48.837  42.728 110.035   0.   ],14855.689039437108,14256000000.0,1374113.719471815,6428.0,18848.0,1871.0,73.68162404243817,3.0685051086201334,36.21585160202361,24.008828516359788,1.7556501953419967,0.4801111000892769,0.026584664219819462,1.6085705783156432,[0.242 0.212 0.546 0.   ],0.29107031736154326,9.638844833556503e-05,70714285.71407576,[20.154 19.335  7.222  0.   ],11504.0,57.06349206332264
12,[4384. 4002. 1566.    0.],10081.0,201.60000000059856,[53.622 49.81  98.168  0.   ],15129.927141163551,16911000000.0,1546237.9778873622,8357.0,23477.0,3099.0,75.04179714890893,3.86636246404126,46.019640908640014,26.793883993810343,1.934115680315658,0.5301061402638627,0.034321991865886324,1.9655788116258308,[0.266 0.247 0.487 0.   ],0.3708268517410554,9.143385831041111e-05,83883928.57117952,[21.746 19.851  7.768  0.   ],15872.0,78.73015872992498
13,[4143. 4305. 1291.    0.],10081.0,201.60000000059856,[ 52.046  49.027 100.527   0.   ],14960.020288305304,16176000000.0,2308680.0045510633,6922.0,21123.0,1941.0,74.19908882206475,3.469735145322839,42.201368911814306,24.990022176735977,1.802768376198889,0.4980656680884833,0.026386271203253646,1.7763118738220414,[0.258 0.243 0.499 0.   ],0.2804102860444958,0.00014272255221013002,80238095.23785701,[20.551 21.354  6.404  0.   ],14072.0,69.80158730138005
14,[3736. 4249. 1083.    0.],10081.0,201.60000000059856,[49.771 71.147 80.682  0.   ],16578.859660660164,12538500000.0,600393.7030610419,6588.0,17648.0,2304.0,82.22824948247785,3.5802797341533052,63.53377641107033,22.08697770834583,1.3684394389546246,0.3863703997619284,0.02856859438547763,1.2832060311477036,[0.247 0.353 0.4   0.   ],0.34972677595628415,4.788401348335462e-05,62194940.476005815,[18.532 21.076  5.372  0.   ],2400.0,11.90476190472656
15,[4160. 4832. 1250.    0.],10081.0,201.60000000059856,[52.978 66.713 81.909  0.   ],17102.24004156878,12757500000.0,2676094.8378380574,6201.0,16406.0,1760.0,84.82412479697105,3.8180339252058313,64.0,24.114336199440306,1.5351745901817846,0.4228747148100387,0.030850114075984526,1.2941176470588236,[0.263 0.331 0.406 0.   ],0.28382518948556684,0.00020976639920345345,63281249.99981212,[20.635 23.968  6.2    0.   ],0.0,0.0
16,[3457. 3361. 1369.    0.],10081.0,201.60000000059856,[ 41.137  38.741 121.722   0.   ],14345.244300613356,11242500000.0,1512049.3349091297,5101.0,16378.0,1480.0,71.14990725430242,2.2645372482888484,29.049102271600038,19.30609880333448,1.4457408994589278,0.38398968356313856,0.02608868167840492,1.2635651225076878,[0.204 0.192 0.604 0.   ],0.2901391883944325,0.0001344940480239386,55766369.04745348,[17.148 16.672  6.791  0.   ],7784.0,38.611111110996475
17,[5083. 4305. 1940.    0.],10081.0,201.60000000059856,[60.31  49.458 91.832  0.   ],16328.029415929605,17743500000.0,2438394.924874227,9387.0,23588.0,3802.0,80.98417526003648,4.796111496875449,57.17012201170519,30.029014298633825,2.205909251367572,0.5795060013887511,0.04196012300367027,2.0892768574546174,[0.299 0.245 0.456 0.   ],0.4050282305315862,0.00013742468649782888,88013392.85688154,[25.213 21.354  9.623  0.   ],13136.0,65.1587301585367
18,[3855. 3706. 1320.    0.],10081.0,201.60000000059856,[ 48.215  40.784 112.601   0.   ],14978.445211640052,14755500000.0,1328516.2287875146,6199.0,17433.0,1732.0,74.29047322507415,3.147306814800059,36.025394306120425,23.122637798331905,1.691218334823885,0.4695962702112886,0.0246999305624442,1.6001388751115961,[0.239 0.202 0.559 0.   ],0.2793999032101952,9.00353243731161e-05,73191964.28549698,[19.122 18.383  6.548  0.   ],9744.0,48.33333333318983
19,[3894. 4318. 1132.    0.],10081.0,201.60000000059856,[49.966 66.216 85.418  0.   ],15918.871719713246,12418500000.0,911912.8851313362,6418.0,17206.0,2130.0,78.9548245199439,3.5864695962701627,59.6889197500248,22.955040683694904,1.4459684433131643,0.39807558773931156,0.02668386072810237,1.2670370002975895,[0.248 0.328 0.424 0.   ],0.33187909005920846,7.343180618684513e-05,61599702.38076949,[19.315 21.419  5.615  0.   ],7928.0,39.325396825280066
20,[4.140e+03 4.144e+03 4.000e+00 0.000e+00],10081.0,201.60000000059856,[5.704e+01 1.445e+02 1.020e-01 0.000e+00],17207.148287546912,11680500000.0,2869918.2307003974,9120.0,14557.0,4240.0,85.3444513815271,3.8675528221406705,64.0,25.710109511639153,1.5734136465953024,0.4476738418807658,0.009423668286876302,1.146215653209007,[2.829e-01 7.166e-01 5.060e-04 0.000e+00],0.4649122807017544,0.00024570165923551196,57938988.09506607,[2.054e+01 2.056e+01 1.984e-02 0.000e+00],0.0,0.0
21,[3866. 4262.  545.    0.],10081.0,201.60000000059856,[ 53.909 107.856  39.835   0.   ],17075.611781530963,12768000000.0,2438791.2329566404,8836.0,17624.0,3888.0,84.69205327610018,3.746929868068626,64.0,24.758069186348692,1.6334928755752138,0.4558079555599643,0.01775617498264061,1.3422279535760342,[0.267 0.535 0.198 0.   ],0.4400181077410593,0.00019100808528795744,63333333.3331453,[19.177 21.141  2.703  0.   ],0.0,0.0
22,[4543. 4421. 1366.    0.],10081.0,201.60000000059856,[60.921 52.135 88.544  0.   ],16076.280610346206,16560000000.0,1522479.8206859322,9212.0,21407.0,3543.0,79.73554513612449,4.527725424065201,53.61293522468009,29.644214485714773,2.0772868944755003,0.5821843071123897,0.028866183910326356,1.8314651324273385,[0.302 0.259 0.439 0.   ],0.38460703430308296,9.193718723948865e-05,82142857.14261326,[22.535 21.93   6.776  0.   ],14752.0,73.17460317438592
23,[3905. 3959.   64.    0.],10081.0,201.60000000059856,[ 59.327 140.416   1.857   0.   ],17347.31975719143,12670500000.0,316090.2244276405,7976.0,13643.0,2979.0,86.03967739900756,3.9196111496875523,64.0,25.7150117331676,1.6987855076076162,0.4795159210395794,0.008729292728895943,1.309889891875806,[0.294 0.697 0.009 0.   ],0.37349548645937813,2.4946941669834694e-05,62849702.38076578,[19.37  19.638  0.317  0.   ],0.0,0.0
24,[3917. 4012.  112.    0.],10081.0,201.60000000059856,[ 56.646 140.659   4.295   0.   ],17194.80478453623,11884500000.0,1166810.5866459515,10100.0,14536.0,5271.0,85.28322976159463,3.829461362960025,64.0,25.574340388827817,1.580737123205298,0.4491617895050094,0.011209205435968653,1.180934431108025,[0.281 0.698 0.021 0.   ],0.5218811881188119,9.817919026008259e-05,58950892.85696783,[19.43  19.901  0.556  0.   ],0.0,0.0
