id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,cell_traffic,cell_dropped_traffic,num_requests,disconnects,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[1147.  932.  864.    0.],10081.0,201.60000000059856,[ 30.556   7.263 163.781   0.   ],11054.603453239171,37028.0,2911500000.0,435374.5146608794,5726.0,2207.0,4306.0,54.82890315067425,0.9307806765201906,27.017954567999208,9.651576459261559,0.7131273943343286,0.1916476540025791,0.03213966868366234,0.37654994544192044,[0.152 0.036 0.812 0.   ],0.7520083828152287,0.0001495361547864947,14441964.285671407,[5.689 4.623 4.286 0.   ],183.6706349200896
1,[ 923. 1648. 1246.    0.],10081.0,201.60000000059856,[ 21.665  35.576 144.359   0.   ],10374.463611615258,6752.0,4159500000.0,1425073.8599320704,12999.0,1900.0,11930.0,51.455528279013514,0.4332903481797372,16.59438547763119,6.8939959699177145,0.6055140868498469,0.1540521773633568,0.022021624838805674,0.6194821942267632,[0.107 0.176 0.716 0.   ],0.9177629048388337,0.0003426070104416565,20632440.47612922,[4.578 8.175 6.181 0.   ],33.49206349196405
2,[909. 864. 952.   0.],10081.0,201.60000000059856,[ 30.149  11.653 159.798   0.   ],10820.284122510997,10532.0,3153000000.0,989699.345271191,13541.0,1654.0,12184.0,53.666720179102356,0.6479515921039497,18.47237377244321,8.64423601904764,0.6323264491104196,0.1800416625334788,0.024303144529312568,0.46473564130542605,[0.15  0.058 0.793 0.   ],0.8997858356103685,0.0003138913242217542,15639880.952334518,[4.509 4.286 4.722 0.   ],52.24206349190838
3,[1167. 1770. 1206.    0.],10081.0,201.60000000059856,[ 28.939  32.364 140.297   0.   ],10837.938612820566,8648.0,4113000000.0,186228.31937436725,17246.0,1617.0,15868.0,53.75428336881424,0.5626425949806464,16.768177760142844,8.99066209203035,0.7917385370370192,0.21257811725027279,0.024501537545878384,0.6233508580497966,[0.144 0.161 0.696 0.   ],0.9200974138930766,4.527797699352474e-05,20401785.71422514,[5.789 8.78  5.982 0.   ],42.896825396698034
4,[890. 872. 928.   0.],10081.0,201.60000000059856,[ 29.631  11.308 160.661   0.   ],10802.765551170567,10416.0,3150000000.0,0.0,12317.0,1393.0,11024.0,53.57983112374852,0.637793869655781,18.553318123202065,8.373368125537272,0.6155040548709783,0.1715107628211487,0.022021624838805674,0.44678107330621963,[0.147 0.056 0.797 0.   ],0.8950231387513193,0.0,15624999.999953609,[4.415 4.325 4.603 0.   ],51.666666666513265
5,[ 857. 1497. 1278.    0.],10081.0,201.60000000059856,[ 22.752  32.918 145.93    0.   ],10333.929378428176,5792.0,4198500000.0,463935.4440072607,13822.0,1050.0,12816.0,51.25448555910903,0.4497966471580123,16.520980061501835,6.545774107696703,0.5593579863077389,0.14978672750719174,0.020037694673147505,0.6150183513540324,[0.113 0.163 0.724 0.   ],0.9272174793806974,0.00011050028438901054,20825892.857081026,[4.251 7.426 6.339 0.   ],28.73015873007343
6,[1129.  930.  882.    0.],10081.0,201.60000000059856,[ 29.114   7.582 164.904   0.   ],10945.794218862791,36764.0,2890500000.0,463935.4440072607,6343.0,2291.0,4927.0,54.2892283447206,0.8570578315643346,26.85170122011705,9.276917710263211,0.6347020642876275,0.176569784743577,0.03630592203154449,0.36633270508878085,[0.144 0.038 0.818 0.   ],0.77676178464449,0.00016050352672799194,14337797.61900505,[5.6   4.613 4.375 0.   ],182.36111111056968
7,[ 655. 1209. 1001.    0.],10081.0,201.60000000059856,[ 14.332  23.758 163.51    0.   ],9944.054261132016,5352.0,2979000000.0,0.0,9656.0,2796.0,8838.0,49.32077304399967,0.29012994742584863,16.99831365935919,4.487061603310499,0.3366910915679586,0.08897926792976887,0.02301358992163476,0.421485963694078,[0.071 0.118 0.811 0.   ],0.9152858326429163,0.0,14776785.714241842,[3.249 5.997 4.965 0.   ],26.547619047540227
8,[ 866. 1650. 1165.    0.],10081.0,201.60000000059856,[ 20.545  41.051 140.004   0.   ],10354.63201283046,5800.0,4252500000.0,1350129.8356857065,25630.0,1748.0,24512.0,51.35716701135747,0.37361372879674054,16.415831762721954,6.767712598944782,0.5665682447606055,0.15841682372780477,0.01785537149092352,0.6979466322785438,[0.102 0.204 0.694 0.   ],0.956379243074522,0.00031749084907365234,21093749.99993737,[4.296 8.185 5.779 0.   ],28.76984126975585
9,[ 800. 1584. 1153.    0.],10081.0,201.60000000059856,[ 17.056  45.825 138.719   0.   ],10119.962630344466,4816.0,4213500000.0,873283.0171107617,29095.0,1299.0,28186.0,50.19324784418129,0.31520682471976674,16.37575637337566,5.362622428419554,0.4464050164699229,0.12320206328737228,0.014482690209304632,0.7076678900902689,[0.085 0.227 0.688 0.   ],0.9687575184739646,0.000207258340360926,20900297.618985567,[3.968 7.857 5.719 0.   ],23.888888888817963
