id,sleep_switches,steps,time,sleep_time,energy_consumption,cell_traffic,cell_dropped_traffic,num_requests,disconnects,num_rejects,ant_switches,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[13689. 13684.  1647.     0.],20161.0,403.19999999737746,[151.82  169.704  81.676   0.   ],37963.36568046122,37087500000.0,1509182804.0009038,149311.0,294321.0,125208.0,112.0,94.15050265477927,5.463498834384013,63.973017211447846,45.14567663271063,14.71882702264823,1.7511036158920688,0.016715440702346113,3.7016517037845347,[0.377 0.421 0.203 0.   ],0.8385718399849977,0.04069249218741904,91982886.90536019,[33.951 33.938  4.085  0.   ],0.2777777777795845
1,[14472. 14472.     0.     0.],20161.0,403.19999999737746,[168.408 234.792   0.      0.   ],42837.51069430292,72463500000.0,4657014686.112312,245273.0,491845.0,197619.0,456.0,106.23855635708402,5.986885571153101,62.74986359803581,55.69692757952197,33.66589518121606,2.4977927682158625,0.040275779971231586,8.018005059272854,[0.418 0.582 0.    0.   ],0.8057103717082598,0.0642670404563996,179720982.1440261,[35.893 35.893  0.     0.   ],1.130952380959737
2,[16350. 16350.     0.     0.],20161.0,403.19999999737746,[157.668 245.532   0.      0.   ],41576.829856990684,54099000000.0,4519421858.984298,288763.0,462697.0,245623.0,200.0,103.11202285846583,5.482981994941523,63.89087842864937,50.9883422115625,32.68183301513768,2.313724517633054,0.01448340856108328,6.39467288328952,[0.391 0.609 0.    0.   ],0.8506041286452904,0.08353984101340686,134174107.14372985,[40.551 40.551  0.     0.   ],0.49603174603497235
3,[1.279e+04 1.279e+04 1.000e+00 0.000e+00],20161.0,403.19999999737746,[1.647e+02 2.385e+02 2.900e-02 0.000e+00],42856.51872356748,73057500000.0,4825135738.945273,235892.0,495988.0,187747.0,160.0,106.28569694848461,5.917365210059823,63.159367094886164,55.20370031020372,34.39921102112467,2.515103417489212,0.047963890680025795,8.228907296265065,[4.085e-01 5.915e-01 7.192e-05 0.000e+00],0.7959023620979092,0.06604572752893643,181194196.42974997,[3.172e+01 3.173e+01 2.480e-03 0.000e+00],0.3968253968279779
4,[13661. 13695.  1623.     0.],20161.0,403.19999999737746,[153.336 165.787  84.077   0.   ],38336.65740795306,36934500000.0,1566982903.6702538,136134.0,290638.0,111609.0,200.0,95.07627947014403,5.532900153763033,63.90159218292744,46.05624731433105,16.465756977762993,1.7869153315807749,0.01726104855909925,3.699469272357522,[0.38  0.411 0.209 0.   ],0.8198466217109612,0.04242599476560543,91603422.61964343,[33.881 33.966  4.025  0.   ],0.49603174603497235
5,[17005. 17005.     0.     0.],20161.0,403.19999999737746,[152.614 250.586   0.      0.   ],40146.16358835585,55279500000.0,2965977744.0331473,207654.0,446993.0,171260.0,104.0,99.56391941956001,5.251564902535346,63.95853380288676,48.58110544983807,21.879770442481963,1.9733148157333467,0.012350577848321016,5.890729626506622,[0.379 0.621 0.    0.   ],0.8247373033989233,0.05365420714791464,137101934.52470127,[42.175 42.175  0.     0.   ],0.2579365079381856
6,[6.935e+03 8.644e+03 2.104e+03 2.000e+00],20161.0,403.19999999737746,[ 94.698 152.038 156.244   0.22 ],33553.34808336492,40023000000.0,3498600173.929126,145077.0,381895.0,116267.0,2328.0,83.21350152116074,2.187788304151554,25.992361490005457,30.009899686244307,30.165882276095516,1.9799117107286346,0.04488864639650811,5.750706810178067,[0.235 0.377 0.388 0.001],0.801415799885578,0.08741474087222662,99263392.8577885,[1.720e+01 2.144e+01 5.218e+00 4.960e-03],5.773809523847079
7,[ 9688. 11295.  2078.     0.],20161.0,403.19999999737746,[131.946 159.681 111.573   0.   ],38606.066245091075,64182000000.0,6509616310.075516,298863.0,506272.0,248898.0,8348.0,95.74442300750579,4.260542631814309,42.197510044144636,44.38319905043574,44.11921808136901,2.756361291602599,0.039382967114726455,8.830216755121274,[0.327 0.396 0.277 0.   ],0.8328163740576786,0.10142432940817543,159181547.62008297,[24.028 28.013  5.154  0.   ],20.70436507949975
8,[6876. 8842. 2090.    0.],20161.0,403.19999999737746,[ 95.748 177.175 130.277   0.   ],32899.28530225832,42469500000.0,3819787524.3410354,139684.0,412082.0,107852.0,3048.0,81.59140246578404,2.3190913149149734,26.69391399236149,30.555957290213293,29.226385757803683,1.9261941371955755,0.024800357125142603,6.14954615346461,[0.237 0.439 0.323 0.   ],0.7721142006242662,0.08994190005394542,105331101.19116129,[17.054 21.93   5.184  0.   ],7.559523809572979
9,[16117. 16117.     0.     0.],20161.0,403.19999999737746,[154.686 248.514   0.      0.   ],40614.48924189838,54232500000.0,2835651311.6209807,169258.0,392687.0,134527.0,96.0,100.72538376543264,5.339298645901268,63.94623282575269,49.65482571068336,23.2634293470462,2.1315410941917565,0.013044987847825009,5.735925797331482,[0.384 0.616 0.    0.   ],0.7948043814767988,0.052286937014170115,134505208.3342082,[39.973 39.973  0.     0.   ],0.23809523809678673
