id,sleep_switches,steps,time,sleep_time,energy_consumption,disconnects,num_requests,num_rejects,cell_traffic,cell_dropped_traffic,ant_switches,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[787. 788.   0.   0.],10081.0,201.60000000059856,[ 11.484 190.116   0.      0.   ],13001.983101814109,74788.0,9542.0,8932.0,1863000000.0,0.0,48.0,64.48756622264824,0.11475052078166925,18.134312072215057,2.163357210333749,0.0891938639736806,0.038686638230334296,0.00019839301656581688,0.2056343616704692,[0.057 0.943 0.    0.   ],0.9360721022846363,0.0,9241071.428543992,[3.904 3.909 0.    0.   ],0.23809523809453118
1,[1410. 1411.    0.    0.],10081.0,201.60000000059856,[ 29.888 171.712   0.      0.   ],13876.233740392896,58232.0,17465.0,16098.0,4087500000.0,662525.7376914856,56.0,68.82369675820382,0.3822636643190079,17.439142942168434,7.446307960489115,0.5284022299164022,0.16952683265549054,0.0012895546076778098,0.5054062097014185,[0.148 0.852 0.    0.   ],0.9217291726309762,0.00016208580738629616,20275297.618987422,[6.994 6.999 0.    0.   ],0.27777777777695306
2,[1062. 1063.    0.    0.],10081.0,201.60000000059856,[ 19.29 182.31   0.     0.  ],13470.407920650963,67680.0,13034.0,12140.0,2847000000.0,662525.7376914856,64.0,66.81087154373085,0.22997718480309554,17.208213470885823,4.198711986404925,0.2825726296409981,0.0892768574546176,0.00039678603313163377,0.33330026783057237,[0.096 0.904 0.    0.   ],0.9314101580481817,0.00023271012915050424,14122023.809481882,[5.268 5.273 0.    0.   ],0.3174603174593749
3,[1390. 1391.    0.    0.],10081.0,201.60000000059856,[ 28.426 173.174   0.      0.   ],13826.881759725395,59208.0,16968.0,15676.0,3975000000.0,219090.9034797737,48.0,68.57891955025016,0.356948715405211,17.321694276361473,6.94925833921337,0.4821695330841866,0.15554012498760045,0.0012895546076778098,0.48794762424362664,[0.141 0.859 0.    0.   ],0.9238566713814239,5.511720842258458e-05,19717261.904703364,[6.895 6.9   0.    0.   ],0.23809523809453118
4,[1036. 1037.    0.    0.],10081.0,201.60000000059856,[ 19.293 182.307   0.      0.   ],13439.195784975222,68018.0,12581.0,11697.0,2811000000.0,219090.9034797737,56.0,66.65606479997722,0.22656482491816357,17.258605297093542,4.087977283313121,0.2540318704867672,0.08401944251562345,0.001091161591111993,0.3376649141950203,[0.096 0.904 0.    0.   ],0.9297353151577776,7.794055620055984e-05,13943452.380910983,[5.139 5.144 0.    0.   ],0.27777777777695306
5,[1409. 1410.    0.    0.],10081.0,201.60000000059856,[ 29.794 171.806   0.      0.   ],13824.518112462021,58135.0,17820.0,16425.0,4197000000.0,342473.12008617027,56.0,68.56719627248314,0.37829580398769175,17.80696359488146,7.45426701040889,0.5217406991441015,0.16694772344013492,0.0016863406408094434,0.5105644281321298,[0.148 0.852 0.    0.   ],0.9217171717171717,8.159950442844181e-05,20818452.38089057,[6.989 6.994 0.    0.   ],0.27777777777695306
6,[792. 793.   0.   0.],10081.0,201.60000000059856,[ 12.311 189.289   0.      0.   ],13154.986659674421,74338.0,9727.0,9104.0,1951500000.0,0.0,48.0,65.24643715737852,0.12332109909731266,18.08352345997421,2.3372336570121046,0.12672038239352598,0.04374566015276262,0.0005951790496974506,0.2173395496478524,[0.061 0.939 0.    0.   ],0.9359514752750077,0.0,9680059.523780784,[3.929 3.934 0.    0.   ],0.23809523809453118
7,[1074. 1075.    0.    0.],10081.0,201.60000000059856,[ 16.567 185.033   0.      0.   ],13251.491975760704,68782.0,12685.0,11893.0,2793000000.0,0.0,48.0,65.72508667670289,0.19045729590318605,17.56651125880369,3.5951997866913254,0.20300154540987203,0.07152068247197699,0.0006943755579803591,0.3255629401845055,[0.082 0.918 0.    0.   ],0.9375640520299566,0.0,13854166.666625533,[5.327 5.332 0.    0.   ],0.23809523809453118
8,[1359. 1360.    0.    0.],10081.0,201.60000000059856,[ 25.446 176.154   0.      0.   ],13773.527994705273,61101.0,16640.0,15499.0,4144500000.0,106405.70538319196,72.0,68.31429419056327,0.32179347286975024,17.121714115663128,5.927231635551055,0.4467792914576537,0.1435373474853685,0.000892768574546176,0.521079258010118,[0.126 0.874 0.    0.   ],0.9314302884615384,2.5673954731135712e-05,20558035.714224678,[6.741 6.746 0.    0.   ],0.3571428571417968
9,[1357. 1358.    0.    0.],10081.0,201.60000000059856,[ 25.152 176.448   0.      0.   ],13746.841750679892,61959.0,16574.0,15468.0,4104000000.0,768931.4430746775,56.0,68.18193507923799,0.32211090169625556,16.593195119531792,5.769234661485625,0.44815423782527003,0.1328241245908144,0.0013887511159607182,0.5117547862315247,[0.125 0.875 0.    0.   ],0.9332689755038012,0.00018736146273749452,20357142.857082415,[6.731 6.736 0.    0.   ],0.27777777777695306
