id,sleep_switches,steps,time,sleep_time,energy_consumption,num_requests,ant_switches,disconnects,cell_traffic,cell_dropped_traffic,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
30,[1790. 1791.    0.    0.],10081.0,201.60000000059856,[ 27.029 174.571   0.      0.   ],13581.062021417938,65952.0,1488.0,2167.0,5371500000.0,1161364.626507855,64487.0,67.3596965648956,0.42305326852493874,16.129352246800913,8.668671961363659,0.7963021256156234,0.23499652812221009,0.0006943755579803591,1.0504910227160005,[0.134 0.866 0.    0.   ],0.9777868753032508,0.00021620862450113655,26644345.23801613,[8.879 8.884 0.    0.   ],7.3809523809304665
31,[1712. 1713.    0.    0.],10081.0,201.60000000059856,[ 25.85 175.75   0.     0.  ],13533.414939684722,65722.0,1704.0,2109.0,5374500000.0,756574.8289135975,64356.0,67.12337535800526,0.4074198988195532,16.14760440432497,8.08898503857588,0.7650027841045741,0.23003670270806467,0.0005951790496974506,1.0686439837317727,[0.128 0.872 0.    0.   ],0.9792154833997748,0.0001407712027004554,26659226.19039704,[8.492 8.497 0.    0.   ],8.452380952355856
32,[1843. 1844.    0.    0.],10081.0,201.60000000059856,[ 27.975 173.625   0.      0.   ],13624.946369461888,67500.0,1704.0,2394.0,5461500000.0,557166.9448450067,65998.0,67.57735526960796,0.44225771252850904,16.146414046225573,8.956682119085837,0.8761465620262351,0.25513341930364053,0.0013887511159607182,1.0779684555103661,[0.139 0.861 0.    0.   ],0.9777481481481481,0.00010201720128993989,27090773.809443377,[9.142 9.147 0.    0.   ],8.452380952355856
33,[1613. 1614.    0.    0.],10081.0,201.60000000059856,[ 23.708 177.892   0.      0.   ],13444.867401870686,54152.0,1840.0,1894.0,5421000000.0,0.0,52845.0,66.68419502959571,0.37139172701120304,16.15990477135205,7.712287530555978,0.6644887994817701,0.20295605594683067,0.0009919650828290843,0.9629997024104752,[0.118 0.882 0.    0.   ],0.9758642340079775,0.0,26889880.952301115,[8.001 8.006 0.    0.   ],9.126984126957028
34,[1801. 1802.    0.    0.],10081.0,201.60000000059856,[ 27.391 174.209   0.      0.   ],13605.734036495289,24947.0,4128.0,1383.0,3816000000.0,243563.57421649812,23609.0,67.48206545229507,0.41218133121713457,16.365836722547368,7.2822986933766,0.5505105165043287,0.16932843963892472,0.0013887511159607182,0.5486558873127666,[0.136 0.864 0.    0.   ],0.9463662965486832,6.382693244667141e-05,18928571.42851523,[8.934 8.938 0.    0.   ],20.47619047612968
35,[1520. 1521.    0.    0.],10081.0,201.60000000059856,[ 23.871 177.729   0.      0.   ],13446.700358880167,22672.0,3000.0,1246.0,3823500000.0,0.0,21481.0,66.69328617635388,0.36218629104255035,16.27457593492709,6.823428262866375,0.5252340621198255,0.16139271897629204,0.0005951790496974506,0.5353635552028568,[0.118 0.882 0.    0.   ],0.947468242766408,0.0,18965773.8094675,[7.54  7.545 0.    0.   ],14.8809523809082
36,[710. 711.   0.   0.],10081.0,201.60000000059856,[ 10.606 190.994   0.      0.   ],12873.849128302669,45455.0,520.0,829.0,5574000000.0,0.0,44835.0,63.85204408441077,0.16022220017855504,16.071421485963693,3.3776876534087523,0.3135915334466693,0.08878087491320305,0.00019839301656581688,0.9171709155837715,[0.053 0.947 0.    0.   ],0.9863601363986361,0.0,27648809.523727436,[3.522 3.527 0.    0.   ],2.579365079357421
37,[2085. 2086.    0.    0.],10081.0,201.60000000059856,[ 31.861 169.739   0.      0.   ],13799.279855546718,66432.0,1688.0,2700.0,5503500000.0,871561.3166674171,64727.0,68.4420189244279,0.5048705485566777,16.142842971927386,10.454190805249807,1.0290121654299529,0.29877988294812025,0.000892768574546176,1.0697351453228847,[0.158 0.842 0.    0.   ],0.9743346579961464,0.0001583649162655432,27299107.14277609,[10.342 10.347  0.     0.   ],8.373015872991013
38,[1114. 1115.    0.    0.],10081.0,201.60000000059856,[ 16.392 185.208   0.      0.   ],13121.09024543473,59634.0,904.0,1264.0,5584500000.0,0.0,58704.0,65.07831686058506,0.2525146314849709,16.09681579208412,5.099793160214082,0.4792065070930397,0.13451046523162385,0.00039678603313163377,1.0143834937010217,[0.081 0.919 0.    0.   ],0.9844048697052017,0.0,27700892.85706061,[5.526 5.531 0.    0.   ],4.48412698411367
39,[1904. 1905.    0.    0.],10081.0,201.60000000059856,[ 29.071 172.529   0.      0.   ],13669.190375522652,66831.0,1528.0,2446.0,5487000000.0,172600.5688410016,65240.0,67.7967978152918,0.45400257910920455,16.134510465231624,9.491336721805268,0.9085005771612273,0.2668386072810237,0.0004959825414145422,1.0744965777204643,[0.144 0.856 0.    0.   ],0.9761936825724589,3.145627279770395e-05,27217261.904681098,[9.444 9.449 0.    0.   ],7.579365079342576
40,[821. 822.   0.   0.],10081.0,201.60000000059856,[ 12.478 189.122   0.      0.   ],12952.803652601227,42411.0,896.0,879.0,5454000000.0,50052.265965574996,41725.0,64.24364474058915,0.19125086796944898,16.09721257811725,3.762398727126648,0.3454909222674469,0.0998908838408888,0.0002975895248487253,0.8869159805574843,[0.062 0.938 0.    0.   ],0.9838249510740138,9.177166477003116e-06,27053571.428491104,[4.072 4.077 0.    0.   ],4.444444444431249
