id,sleep_switches,steps,time,sleep_time,energy_consumption,disconnects,cell_traffic,cell_dropped_traffic,num_requests,num_rejects,ant_switches,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
20,[776. 777.   0.   0.],10081.0,201.60000000059856,[ 11.678 189.922   0.      0.   ],13119.10849897437,45937.0,1858500000.0,0.0,9095.0,8567.0,48.0,65.0684877441257,0.1353833945045145,18.271996825711735,2.308263259927725,0.13750611573606922,0.046225572859835334,0.0005951790496974506,0.21079258010118043,[0.058 0.942 0.    0.   ],0.9419461242440902,0.0,9218749.999972628,[3.849 3.854 0.    0.   ],0.23809523809453118
21,[784. 785.   0.   0.],10081.0,201.60000000059856,[ 11.939 189.661   0.      0.   ],13187.219584715462,45539.0,1881000000.0,111531.32171494386,9310.0,8769.0,64.0,65.40630683816909,0.1396686836623362,18.157325662136692,2.4269678884703834,0.16620262362425187,0.04959825414145422,0.0005951790496974506,0.21922428330522767,[0.059 0.941 0.    0.   ],0.941890440386681,5.929363195903448e-05,9330357.14282944,[3.889 3.894 0.    0.   ],0.3174603174593749
22,[1024. 1025.    0.    0.],10081.0,201.60000000059856,[ 16.897 184.703   0.      0.   ],13536.950137967895,42032.0,2689500000.0,614819.1162877929,11920.0,11189.0,72.0,67.14090932429293,0.21481995833746792,17.770856065866482,3.7448091371004786,0.33170789594180383,0.08282908441622855,0.0007935720662632675,0.32645570875905167,[0.084 0.916 0.    0.   ],0.9386744966442953,0.00022859978296627361,13340773.8094842,[5.079 5.084 0.    0.   ],0.3571428571417968
23,[1009. 1010.    0.    0.],10081.0,201.60000000059856,[ 17.019 184.581   0.      0.   ],13327.144707090316,42315.0,2674500000.0,1285929.2357998355,11518.0,10812.0,64.0,66.10031101620129,0.21124888403928338,17.992262672353935,3.559373722785516,0.31799051111845505,0.07955559964289256,0.0012895546076778098,0.3209007042952088,[0.084 0.916 0.    0.   ],0.9387046362215662,0.0004808110808748684,13266369.04757966,[5.005 5.01  0.    0.   ],0.3174603174593749
24,[1034. 1035.    0.    0.],10081.0,201.60000000059856,[ 16.311 185.289   0.      0.   ],13400.843423100812,42324.0,2700000000.0,23241.32988871541,12206.0,11491.0,72.0,66.4658437808603,0.20315444896339852,17.647852395595674,3.587239470355855,0.24815851074949044,0.07548854280329333,0.000892768574546176,0.32258704493601825,[0.081 0.919 0.    0.   ],0.9414222513517942,8.607899958783485e-06,13392857.14281738,[5.129 5.134 0.    0.   ],0.3571428571417968
25,[1021. 1022.    0.    0.],10081.0,201.60000000059856,[ 17.677 183.923   0.      0.   ],13403.802160967964,41540.0,2683500000.0,441495.1193006172,11935.0,11212.0,56.0,66.48051860412761,0.22148596369407897,17.720861025691896,3.6929877879353925,0.2765571794146102,0.08600337268128162,0.0009919650828290843,0.32754687035016367,[0.088 0.912 0.    0.   ],0.9394218684541266,0.00016452212383104796,13311011.904722383,[5.064 5.069 0.    0.   ],0.27777777777695306
26,[1012. 1013.    0.    0.],10081.0,201.60000000059856,[ 16.003 185.597   0.      0.   ],13345.742905416513,42164.0,2665500000.0,158152.01137024182,11755.0,11038.0,48.0,66.19255483291712,0.1985517309790715,17.985517309790694,3.5847784245877454,0.2462217987922366,0.08074595774228747,0.0005951790496974506,0.32238865191945243,[0.079 0.921 0.    0.   ],0.9390046788600596,5.9332962434905955e-05,13221726.190436935,[5.02  5.025 0.    0.   ],0.23809523809453118
27,[762. 763.   0.   0.],10081.0,201.60000000059856,[ 12.024 189.576   0.      0.   ],13049.063515264033,45495.0,1873500000.0,0.0,8927.0,8388.0,48.0,64.72107685378607,0.13665310981053574,18.694177164963794,2.404284043703749,0.15382208397988062,0.05078861224084912,0.0004959825414145422,0.21525642297391132,[0.06 0.94 0.   0.  ],0.9396213733617117,0.0,9293154.76187717,[3.78  3.785 0.    0.   ],0.23809523809453118
28,[782. 783.   0.   0.],10081.0,201.60000000059856,[ 11.417 190.183   0.      0.   ],13145.353219166183,46065.0,1864500000.0,0.0,9375.0,8861.0,56.0,65.19865697431997,0.1291141751810346,18.471183414343816,2.2567811919193415,0.12764689175382313,0.04334887411963099,0.0007935720662632675,0.21694276361472076,[0.057 0.943 0.    0.   ],0.9451733333333333,0.0,9248511.904734446,[3.879 3.884 0.    0.   ],0.27777777777695306
29,[1055. 1056.    0.    0.],10081.0,201.60000000059856,[ 17.237 184.363   0.      0.   ],13403.635161677807,41897.0,2763000000.0,707442.9479730187,12512.0,11773.0,88.0,66.4796903168037,0.21974010514829984,17.674437059815496,3.8217439666300144,0.30334599566576903,0.08511060410673545,0.00019839301656581688,0.3361769665707767,[0.086 0.914 0.    0.   ],0.9409367007672634,0.000256041602596098,13705357.14281645,[5.233 5.238 0.    0.   ],0.4365079365066405
30,[1019. 1020.    0.    0.],10081.0,201.60000000059856,[ 18.062 183.538   0.      0.   ],13499.797569064192,41593.0,2761500000.0,2075565.470919816,11736.0,10988.0,72.0,66.95663906884516,0.2297391131832165,17.805773236782066,3.9571841873736036,0.26622714474736936,0.08520980061501836,0.0005951790496974506,0.3357801805376451,[0.09 0.91 0.   0.  ],0.9362644853442399,0.0007516079923664009,13697916.666625997,[5.055 5.06  0.    0.   ],0.3571428571417968
31,[1003. 1004.    0.    0.],10081.0,201.60000000059856,[ 15.701 185.899   0.      0.   ],13473.966761636711,42559.0,2749500000.0,0.0,11957.0,11304.0,48.0,66.8285227736971,0.20061501835135603,17.87759150877889,3.3514228350769537,0.24387043437970918,0.07290943358793771,0.000892768574546176,0.33419303640511855,[0.078 0.922 0.    0.   ],0.945387639039893,0.0,13638392.857102364,[4.975 4.98  0.    0.   ],0.23809523809453118
32,[1060. 1061.    0.    0.],10081.0,201.60000000059856,[ 17.559 184.041   0.      0.   ],13614.509031431528,41472.0,2791500000.0,225004.06579746597,12701.0,11949.0,64.0,67.52558789518721,0.22346989385973706,17.725225672056343,3.833441212558908,0.30535825166308245,0.08610256918956452,0.0009919650828290843,0.34004563039381014,[0.087 0.913 0.    0.   ],0.940792063617038,8.060328346676195e-05,13846726.19043508,[5.258 5.263 0.    0.   ],0.3174603174593749
33,[1037. 1038.    0.    0.],10081.0,201.60000000059856,[ 15.674 185.926   0.      0.   ],13339.267049446125,42367.0,2640000000.0,43610.72453850875,12038.0,11358.0,48.0,66.16043571789672,0.19267929768872324,17.965678008134113,3.3552548747137045,0.23205679437533133,0.07261184406308897,0.0006943755579803591,0.3194127566709652,[0.078 0.922 0.    0.   ],0.9435122113307859,1.6519213840344224e-05,13095238.095199214,[5.144 5.149 0.    0.   ],0.23809523809453118
34,[787. 788.   0.   0.],10081.0,201.60000000059856,[ 11.265 190.335   0.      0.   ],13081.33984705382,45651.0,1863000000.0,0.0,9061.0,8565.0,56.0,64.88116182447169,0.13244717785934038,18.147802797341534,2.264427028126063,0.13148855336834778,0.04473762523559171,0.0002975895248487253,0.2140660648745164,[0.056 0.944 0.    0.   ],0.9452599050877386,0.0,9241071.428543992,[3.904 3.909 0.    0.   ],0.27777777777695306
35,[819. 820.   0.   0.],10081.0,201.60000000059856,[ 12.075 189.525   0.      0.   ],13192.923097151037,45262.0,1909500000.0,107013.11105866572,9791.0,9252.0,48.0,65.4345952640972,0.14268425751413666,18.16169030850114,2.4354883169612602,0.16922702785248123,0.050590219224283306,0.00019839301656581688,0.22041464140462255,[0.06 0.94 0.   0.  ],0.9449494433663569,5.604247764266337e-05,9471726.190448068,[4.062 4.067 0.    0.   ],0.23809523809453118
