id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,cell_traffic,cell_dropped_traffic,disconnects,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[5161. 4378. 2257.    0.],10081.0,201.60000000059856,[66.959 65.973 68.668  0.   ],17130.686696727724,10552.0,107934.0,23127000000.0,1378579.2724193337,227679.0,86229.0,84.96521524018374,5.912191250868379,62.62553318123202,63.666579647375244,4.997387170179967,1.4181132824124592,0.018847336573752604,3.69814502529511,[0.332 0.327 0.341 0.   ],0.7989048863194175,5.9609083427134245e-05,114717261.9044213,[25.6   21.716 11.195  0.   ],52.34126984111444
1,[5165. 3522. 3039.    0.],10081.0,201.60000000059856,[64.784 53.014 83.802  0.   ],16638.333570032722,11504.0,89589.0,43728000000.0,3134891.843624825,239210.0,55500.0,82.52322968967032,5.46231524650357,53.416526138279934,84.16148977737024,9.560300819735946,2.561948219422676,0.01210197401051483,6.836028171808352,[0.321 0.263 0.416 0.   ],0.6194956970163747,7.169072090250697e-05,216904761.9041179,[25.62  17.47  15.074  0.   ],57.06349206332264
2,[5418. 5097. 1003.    0.],10081.0,201.60000000059856,[80.84  93.628 27.132  0.   ],19159.2427886649,704.0,93116.0,34689000000.0,2996515.090526954,234181.0,67529.0,95.02649929898747,6.1929570479124445,63.90556492411467,66.4352358362023,5.783446726659738,1.6709651820255926,0.011308401944251562,5.315643289356214,[0.401 0.464 0.135 0.   ],0.7252137119292066,8.638228517763423e-05,172068452.38044152,[26.875 25.283  4.975  0.   ],3.492063492053124
3,[5531. 4306. 2316.    0.],10081.0,201.60000000059856,[76.306 71.497 53.797  0.   ],18536.681909300052,3264.0,105580.0,48016500000.0,4084160.8156071906,239220.0,71050.0,91.93870602766448,6.739966273187813,62.94375557980359,86.91754168944603,9.363849468539216,2.5749429620077375,0.008034917170915585,7.222200178553715,[0.379 0.355 0.267 0.   ],0.6729494222390604,8.50574451617088e-05,238177083.3326262,[27.436 21.359 11.488  0.   ],16.19047619042812
4,[5205. 4763. 2199.    0.],10081.0,201.60000000059856,[65.807 69.388 66.405  0.   ],16910.301790195317,11648.0,79941.0,23044500000.0,1684567.2895011841,214939.0,61429.0,83.87214457987103,5.639757960520089,61.5026287074695,55.85945810121196,4.267375617305989,1.191746850510862,0.028766987402043448,3.3168336474556095,[0.326 0.344 0.329 0.   ],0.7684292165472035,7.310062225264962e-05,114308035.71394633,[25.818 23.626 10.908  0.   ],57.77777777760623
5,[4988. 5205.  809.    0.],10081.0,201.60000000059856,[ 67.569 109.16   24.871   0.   ],16013.682683778205,3464.0,40718.0,16216500000.0,1809706.710489186,187196.0,27904.0,79.42507034904935,2.2859636940780463,27.348874119630988,35.44356669000646,2.9957650652856915,0.8479317528023014,0.01854974704890388,2.526634262473961,[0.335 0.541 0.123 0.   ],0.6852988850139987,0.00011159662753918454,80438988.09499927,[24.742 25.818  4.013  0.   ],17.182539682488667
6,[5159. 4388. 1741.    0.],10081.0,201.60000000059856,[75.397 77.88  48.323  0.   ],18356.129667384423,4960.0,126875.0,49257000000.0,5876129.8503564885,247109.0,92973.0,91.04319842963011,6.0567007241348945,60.11467116357504,80.46758797255941,8.821189440442172,2.43110802499752,0.010018847336573752,8.055550044638428,[0.374 0.386 0.24  0.   ],0.732792118226601,0.00011929532554472437,244330357.14213172,[25.59  21.766  8.636  0.   ],24.603174603101557
7,[5446. 4729. 1619.    0.],10081.0,201.60000000059856,[80.225 78.981 42.394  0.   ],18709.854828291966,5492.0,103301.0,49258500000.0,4303478.176160882,235114.0,72134.0,92.79761347232107,6.248665806963997,59.79763912310287,77.23620462534033,8.277103518449785,2.2997718480309493,0.006943755579803591,7.848824521376848,[0.398 0.392 0.21  0.   ],0.698289464768008,8.736518928024366e-05,244337797.61832216,[27.014 23.457  8.031  0.   ],27.24206349198261
8,[4813. 3850. 2167.    0.],10081.0,201.60000000059856,[63.027 67.708 70.865  0.   ],15920.41784611346,6420.0,66247.0,34260000000.0,1542369.6629896427,234734.0,42639.0,78.96249303695915,3.8015276262276134,39.49171709155838,58.34545746073845,6.18962032491143,1.6958635056046028,0.013589921634758457,5.513441126872334,[0.313 0.336 0.352 0.   ],0.6436366929823237,4.501954649707072e-05,169940476.18997163,[23.874 19.097 10.749  0.   ],31.845238095143547
9,[5451. 5441.  948.    0.],10081.0,201.60000000059856,[77.972 95.717 27.911  0.   ],17920.742783120993,5824.0,53951.0,27096000000.0,1716692.135164817,184982.0,35682.0,88.88375549607267,4.227993254637477,42.99890883840889,52.059371255708214,4.651940160423115,1.3018549747048904,0.014284297192738816,3.75339748040869,[0.387 0.475 0.138 0.   ],0.6613779169987581,6.335592468131152e-05,134404761.90436286,[27.039 26.989  4.702  0.   ],28.888888888803116
