id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,cell_traffic,cell_dropped_traffic,num_requests,disconnects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[ 799. 1369.  445.  819.],10081.0,201.60000000059856,[ 16.356  12.238  16.406 156.6  ],6823.413481956333,14504.0,2601000000.0,12541108.568723952,4218.0,50054.0,33.84293959903364,0.2298184703898423,17.342327150084316,4.371199861953696,0.3568602304761256,0.07310782660450352,0.2835036206725523,0.6139271897629204,[0.081 0.061 0.081 0.777],0.0,0.0,0.004821648815349463,12901785.71424741,[3.963 6.791 2.207 4.062],71.94444444423084
1,[1544. 2318.  659.  862.],10081.0,201.60000000059856,[ 30.477  29.093  39.509 102.521],8434.969866487309,10952.0,5884500000.0,34604698.0858523,5917.0,51026.0,41.83597791136103,0.49003075091755793,17.154250570379922,10.3491703477683,0.9584945294563086,0.1913500644777304,0.35671064378533873,1.3020533677214563,[0.151 0.144 0.196 0.509],0.0,0.0,0.005880652236528558,29188988.09515143,[ 7.659 11.498  3.269  4.276],54.32539682523553
2,[1256. 2068.  780.  844.],10081.0,201.60000000059856,[ 25.601  25.306  50.407 100.286],8064.086850085456,9624.0,4323000000.0,14466484.951116882,4652.0,52342.0,39.99646290093591,0.4206725523261518,17.655391330225175,7.964609923909468,0.6615030870639727,0.13827993254637436,0.2748735244519393,0.9115167146116456,[0.127 0.126 0.25  0.497],0.0,0.0,0.0033463994797864635,21443452.380888715,[ 6.23  10.258  3.869  4.187],47.7380952379535
3,[1562. 2451.  719.  857.],10081.0,201.60000000059856,[ 30.547  30.507  38.41  102.136],8496.182156443323,10288.0,5830500000.0,22218081.093927126,5605.0,51341.0,42.13958018274232,0.4825711734946824,16.96617399067553,10.283920686214215,0.8925508221592966,0.18877095526237475,0.34054161293522467,1.2393611744866582,[0.152 0.151 0.191 0.507],0.0,0.0,0.003810664796145635,28921130.952295084,[ 7.748 12.158  3.566  4.251],51.031746031594516
4,[1216. 2000.  807.  820.],10081.0,201.60000000059856,[25.498 25.651 53.115 97.336],7954.594940286325,9160.0,4176000000.0,13099607.235410456,4667.0,54035.0,39.453402144071525,0.41932347981350443,17.56928876103561,7.896224738574845,0.6148722163680075,0.13917270112092053,0.2738815593691102,0.8940581291538537,[0.126 0.127 0.263 0.483],0.0,0.0,0.0031368791272534616,20714285.714224212,[6.032 9.921 4.003 4.067],45.43650793637303
5,[1538. 2386.  669.  835.],10081.0,201.60000000059856,[30.281 31.245 40.918 99.156],8463.625571482882,10592.0,5833500000.0,23067055.791399702,5748.0,50221.0,41.97810520525814,0.47463545283205083,17.052276559865092,10.276146435722382,0.9843534237577412,0.18887015177065766,0.3454022418410872,1.2661442317230434,[0.15  0.155 0.203 0.492],0.0,0.0,0.003954239443113003,28936011.904675994,[ 7.629 11.835  3.318  4.142],52.539682539526545
6,[ 835. 1426.  448.  821.],10081.0,201.60000000059856,[ 17.173  12.7    15.416 156.311],6910.539613202852,14776.0,2778000000.0,9886482.792725947,4314.0,50453.0,34.27506999902723,0.25616506298978203,17.39946433885527,4.866681747538011,0.3566522337174211,0.07886122408491221,0.2909433587937705,0.6497371292530503,[0.085 0.063 0.076 0.775],0.0,0.0,0.0035588490974535446,13779761.904720992,[4.142 7.073 2.222 4.072],73.29365079343319
7,[1130. 1956.  799.  751.],10081.0,201.60000000059856,[20.312 32.315 60.494 88.479],7435.960544759741,7792.0,3924000000.0,15064135.659095377,3690.0,49348.0,36.88106608848839,0.3256819759944412,16.885229639916673,6.771542192515796,0.45352144093148217,0.10673544291240948,0.2045432000793572,0.8271996825711735,[0.101 0.16  0.3   0.439],0.0,0.0,0.0038389744289233888,19464285.714227926,[5.605 9.702 3.963 3.725],38.65079365067889
8,[1460. 2419.  800.  768.],10081.0,201.60000000059856,[25.363 37.704 46.066 92.467],8130.7207626198415,8288.0,5817000000.0,25895897.63921211,4617.0,53361.0,40.326955473768486,0.39734153357801066,16.766590616010316,8.50962175700252,0.6827835105606584,0.1503819065568892,0.27447673841880765,1.1963098898918758,[0.126 0.187 0.229 0.459],0.0,0.0,0.004451761670828968,28854166.666580997,[ 7.242 11.999  3.968  3.81 ],41.11111111098905
9,[1530. 2469.  798.  796.],10081.0,201.60000000059856,[26.774 37.658 41.064 96.104],8277.019460237672,8360.0,5871000000.0,26200299.620091263,4933.0,53443.0,41.05257147226884,0.4271798432695086,16.748338458486263,9.216309027373818,0.7438290633926787,0.16238468405912113,0.29134014482690207,1.2411467116357504,[0.133 0.187 0.204 0.477],0.0,0.0,0.004462663876697541,29122023.809437346,[ 7.589 12.247  3.958  3.948],41.468253968130846
