id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,cell_traffic,cell_dropped_traffic,disconnects,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[5435. 5468.  234.   17.],10081.0,201.60000000059856,[ 66.066 126.44    6.754   2.34 ],17456.7396273324,8632.0,6307.0,15712500000.0,36952965.68074196,46322.0,2101.0,86.58238085174732,3.197460569387919,32.31504811030652,25.549874883099182,3.0436079900111817,0.6889197500247991,0.007836524154349767,2.1963098898918756,[0.328 0.627 0.034 0.012],0.3331219280164896,0.002351819613730594,77938988.09500669,[26.959 27.123  1.161  0.084],42.81746031733319
1,[4306. 4066. 1700.  133.],10081.0,201.60000000059856,[75.1   50.397 58.141 17.962],16101.056515477698,20192.0,18437.0,32716500000.0,91280028.22391474,128023.0,11909.0,79.85842930005042,4.10752901497862,37.67880170617994,39.11244491236156,5.1401281129375125,1.0961214165261384,0.05426049003075092,5.370498958436663,[0.373 0.25  0.288 0.089],0.6459293811357596,0.002790030358501513,162284226.18999436,[21.359 20.169  8.433  0.66 ],100.15873015843279
2,[3959. 3479. 1872.   31.],10081.0,201.60000000059856,[88.588 38.404 70.542  4.066],17938.218523741176,13456.0,15465.0,30385500000.0,101117227.94563918,36012.0,8149.0,88.97043211854051,5.734669179645103,42.269616109512945,47.018009052399314,8.048952800262366,1.6397182819164766,0.02053367721456205,5.235591707171907,[0.439 0.19  0.35  0.02 ],0.5269317814419657,0.0033278118821687707,150721726.1900287,[19.638 17.257  9.286  0.154],66.74603174583358
3,[4323. 4164. 1620.  111.],10081.0,201.60000000059856,[75.788 59.287 51.905 14.62 ],16451.6699717806,19064.0,23913.0,38655000000.0,137858264.79661322,134822.0,16970.0,81.59741083116297,4.333220910623958,38.69060609066561,40.72285001532881,5.802195311968427,1.2311278642991768,0.03848824521376847,6.962702112885626,[0.376 0.294 0.257 0.073],0.7096558357378832,0.003566376013364719,191741071.42800215,[21.443 20.655  8.036  0.551],94.5634920632113
4,[3514. 3179. 1768.   31.],10081.0,201.60000000059856,[90.771 35.134 71.817  3.878],18093.86776296254,13288.0,14404.0,30298500000.0,73819149.7922504,29036.0,7134.0,89.7424251709225,5.712290447376452,42.55649241146712,45.84666864447472,6.953183308259132,1.5060013887511159,0.01845055054062097,4.861323281420494,[0.45  0.174 0.356 0.019],0.49527908914190505,0.002436396184373827,150290178.57098237,[17.431 15.769  8.77   0.154],65.91269841250272
5,[5151. 5204. 1459.   41.],10081.0,201.60000000059856,[81.361 62.88  52.246  5.113],17061.357224290517,21120.0,17177.0,35664000000.0,57431830.07699619,131908.0,10120.0,84.62135316084213,4.538200575339743,39.770657672849914,44.42715244511379,4.621088395033889,1.1145719670667593,0.03035413153456998,5.313956948715405,[0.404 0.312 0.259 0.025],0.5891599231530535,0.0016103586271028541,176904761.90423667,[25.551 25.813  7.237  0.203],104.76190476159373
6,[5182. 5259.  282.   23.],10081.0,201.60000000059856,[ 66.758 122.912   8.754   3.176],17277.472939979405,9344.0,5748.0,15832500000.0,18145061.007313244,45570.0,1740.0,85.69324937990392,3.1161987898025667,32.337664914195024,24.203779870118296,2.3897948926317265,0.5955758357305823,0.008630096220613035,1.9236186886221605,[0.331 0.61  0.043 0.016],0.302713987473904,0.001146064172260429,78534226.19024302,[25.704 26.086  1.399  0.114],46.34920634906874
7,[5103. 3845. 2277.   32.],10081.0,201.60000000059856,[83.741 28.349 84.589  4.921],17353.62411601523,19012.0,19820.0,31795500000.0,78339730.96822612,67563.0,13534.0,86.07094591813586,6.329927586549215,55.41593095923024,40.477366229474484,5.59325631168587,1.194028370201369,0.03749628013093939,5.034917170915584,[0.415 0.141 0.42  0.024],0.68284561049445,0.0024638622122069515,157715773.80905554,[25.312 19.072 11.295  0.159],94.30555555527556
8,[3820. 3290. 1785.  255.],10081.0,201.60000000059856,[63.678 37.836 62.539 37.547],13852.408263247034,18372.0,19610.0,23674500000.0,61204145.762661934,132984.0,15272.0,68.70552655116651,2.8087689713322486,32.49082432298383,25.370988490477448,3.8530435327959234,0.8197599444499554,0.05108620176569785,4.477036008332506,[0.316 0.188 0.31  0.186],0.7787863335033146,0.002585234989658153,117433035.71393706,[18.948 16.319  8.854  1.265],91.1309523806818
9,[4491. 3505. 2148.   97.],10081.0,201.60000000059856,[84.539 39.482 65.32  12.259],16282.93703958011,20652.0,21605.0,30862500000.0,116295527.10686482,78925.0,15825.0,80.76052494583408,4.197758158912845,37.665310981053466,36.58131868575237,6.405181047748922,1.3199087392123798,0.03144529312568198,6.0210296597559765,[0.419 0.196 0.324 0.061],0.7324693358018977,0.003768182328290476,153087797.6185931,[22.277 17.386 10.655  0.481],102.44047619017205
10,[4641. 3936. 1837.  142.],10081.0,201.60000000059856,[76.929 43.548 62.435 18.688],15212.876565874501,17248.0,25459.0,24181500000.0,78844376.71705356,110257.0,20327.0,75.45321181367608,3.4064080944351165,36.323777403035415,30.97939623673012,5.1052459448912195,1.065072909433588,0.0375954766392223,4.850808451542505,[0.382 0.216 0.31  0.093],0.7984209906123572,0.0032605246455783784,119947916.66631053,[23.021 19.524  9.112  0.704],85.55555555530154
