id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,cell_traffic,cell_dropped_traffic,disconnects,num_requests,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[3780. 4865. 1515.  780.],20161.0,403.19999999737746,[ 57.896 137.129  63.242 144.933],27379.266643260442,2440.0,24219000000.0,34618319.39941407,1071265.0,28977.0,22488.0,67.9015590577194,0.5560438470314047,16.224988839839295,14.626375486351636,2.299129403123771,0.5310748474778036,0.0021328307127622638,2.062992907097862,[0.144 0.34  0.157 0.359],0.7760637747178797,0.0014293868202408882,60066964.28610498,[ 9.375 12.066  3.757  1.935],6.051587301626663
1,[15107. 12983.  3504.     0.],20161.0,403.19999999737746,[256.846  70.68   75.674   0.   ],45645.7598421613,36528.0,127117500000.0,387894715.8793141,340189.0,82440.0,40261.0,113.20311453340645,8.688061108079458,56.20118049699916,108.14516236995578,16.774832176442818,3.608154357422747,0.03546451068895392,12.201130896284907,[0.637 0.175 0.188 0.   ],0.4883672974284328,0.003051465894776991,315271577.383003,[37.468 32.2    8.69   0.   ],90.59523809582736
2,[5175. 6701. 1750.  326.],20161.0,403.19999999737746,[123.195 140.752  92.532  46.721],27620.94814805315,12424.0,46671000000.0,217959337.2306078,451612.0,32523.0,16397.0,68.50093782066298,1.5066712960667388,18.712167055205594,33.19854051644136,7.667512136164922,1.6000694409999503,0.0037200535687713903,5.147066117752096,[0.306 0.349 0.229 0.116],0.5041662823232789,0.004670123572038478,115751488.09599099,[12.835 16.62   4.34   0.809],30.813492063692483
3,[14961. 13737.  2874.     0.],20161.0,403.19999999737746,[247.326  87.135  68.739   0.   ],42913.5432559145,47944.0,122835000000.0,526681858.66465527,358567.0,73871.0,34224.0,106.42711982519032,7.083696245226044,49.800902732999354,88.65614744438608,15.962119786023337,3.319527801200337,0.03625812211695848,13.06433212638262,[0.613 0.216 0.17  0.   ],0.4632941208322616,0.004287718147634268,304650297.62102914,[37.106 34.07   7.128  0.   ],118.90873015950358
4,[5979. 7480. 1692.  315.],20161.0,403.19999999737746,[129.962 139.535  89.222  44.481],28683.42638079052,12456.0,45315000000.0,189697392.71476835,415988.0,34783.0,18216.0,71.13592178162418,1.5475026040375814,18.557611229601708,34.33104149049602,7.488953802380448,1.6016566638559595,0.004216060711274242,5.019344278557611,[0.322 0.346 0.221 0.11 ],0.5237041083287813,0.004186194256091103,112388392.85787387,[14.829 18.552  4.196  0.781],30.89285714305808
5,[15705. 13977.  3099.     0.],20161.0,403.19999999737746,[256.396  76.736  70.068   0.   ],44045.90641481106,45936.0,112990500000.0,380217315.96018034,346450.0,94579.0,51895.0,109.23542089879,7.67807152422986,50.74986359803581,103.78061531673976,16.655461817271117,3.6263578195526014,0.03248846783393681,11.507365706066167,[0.636 0.19  0.174 0.   ],0.5486947419617463,0.0033650379099143765,280234375.0018227,[38.951 34.665  7.686  0.   ],113.92857142931246
6,[4875. 5885. 1469.  776.],20161.0,403.19999999737746,[ 73.179 124.129  59.831 146.061],26841.49054130134,2400.0,23976000000.0,32552015.06048109,928339.0,38241.0,30022.0,66.56785511952489,0.6850453846535751,16.200783691285153,18.402531076084014,2.6814941735569096,0.6371211745449135,0.0035216507117702494,2.1539606170328853,[0.181 0.308 0.148 0.362],0.785073612091734,0.0013576916525058847,59464285.71467249,[12.091 14.596  3.643  1.925],5.952380952419668
7,[6163. 7570. 1620.    0.],20161.0,403.19999999737746,[160.689 157.603  84.908   0.   ],31863.29844259831,15360.0,43707000000.0,120801721.25433543,256951.0,25156.0,9421.0,79.02211805613673,1.7682456227369985,18.68696989236645,37.86755483409886,6.13244873237226,1.412677942562373,0.012796984276573583,4.218937552700759,[0.399 0.391 0.211 0.   ],0.37450310065193193,0.002763898717695917,108400297.61975269,[15.285 18.775  4.018  0.   ],38.095238095485875
8,[8724. 9856. 1930.   29.],20161.0,403.19999999737746,[147.157 112.287 140.352   3.404],31764.276835180717,7176.0,57733500000.0,362766743.6301517,446143.0,39113.0,17789.0,78.77654093343033,1.5655175834533568,17.362234016169833,37.899472525739256,8.716093715958943,1.8009027329993552,0.011606567134566738,7.326273498338376,[0.365 0.278 0.348 0.008],0.45481042108761793,0.006283470491658252,143188244.0485504,[21.637 24.444  4.787  0.072],17.79761904773481
9,[ 9441. 10745.  1886.     0.],20161.0,403.19999999737746,[162.9   124.265 116.035   0.   ],32553.972910502118,9360.0,61887000000.0,447237408.0992897,384821.0,38144.0,15269.0,80.73501540226135,1.733287039333518,17.898120132929915,39.68356943172097,9.583944607616287,1.9689499528793215,0.01830266355835524,8.04186300282724,[0.404 0.308 0.288 0.   ],0.4002988674496644,0.007226677785306926,153489583.3343317,[23.415 26.649  4.678  0.   ],23.214285714436706
10,[8749. 9924. 1976.   37.],20161.0,403.19999999737746,[154.411 121.096 123.251   4.442],32907.058113067214,11624.0,68862000000.0,607277009.8078485,477379.0,53101.0,26311.0,81.61067931418275,1.8263776598383508,18.81017806656416,40.82011591406475,11.302639789022091,2.2000396805714004,0.014086602847080998,9.921085263627797,[0.383 0.3   0.306 0.011],0.495489727123783,0.008818753591354426,170788690.47730133,[21.699 24.613  4.901  0.092],28.829365079552595
11,[ 9810. 11113.  1869.     0.],20161.0,403.19999999737746,[165.905 123.563 113.732   0.   ],32405.49729172618,9864.0,58830000000.0,386902035.5249015,397219.0,39094.0,16397.0,80.36679056525746,1.733882247904522,17.755468478746096,40.16856466928269,9.444236514353516,1.9478696493229501,0.017558652844600963,7.6010118545707055,[0.411 0.306 0.282 0.   ],0.41942497569959586,0.006576611176693889,145907738.0961871,[24.33  27.562  4.635  0.   ],24.464285714444838
12,[ 9367. 10363.  1998.    22.],20161.0,403.19999999737746,[153.375 107.084 140.207   2.534],32222.100575229695,9456.0,58071000000.0,378757393.31236345,431275.0,47478.0,23935.0,79.91196015879086,1.6546798273896508,17.549129507464908,39.43919667283333,10.147062153738286,2.008233718565547,0.01840186498685581,7.785228907296265,[0.38  0.266 0.348 0.006],0.5041282278107755,0.006522315670685255,144025297.61998442,[23.232 25.702  4.955  0.055],23.452380952533495
13,[8111. 9065.  975.    0.],20161.0,403.19999999737746,[127.48  232.922  42.798   0.   ],30621.09698374037,4104.0,35302500000.0,109402697.72983007,496456.0,31148.0,16955.0,75.94141407602973,1.2213283071277579,16.3303407569069,31.946924315528033,5.643313490156164,1.268687069093795,0.005654481424532514,3.7436139080402757,[0.316 0.578 0.106 0.   ],0.5443367150378836,0.003099007088161747,87555803.57199806,[20.117 22.483  2.418  0.   ],10.178571428637634
