drop_ratio,ue_drop_ratio,delay_ratio,qos_reward,pc_kw,reward,n_drop,ue_no_bs
0.0,0.0,0.0566666666666667,0.004716661950004717,4.586809255460756,-0.4398142777460568,0.0,0
0.0,0.0,0.10925925925925932,0.004453703208847792,4.4337551095031795,-0.4255606981149268,0.0,0
0.0,0.0,0.08500000000000005,0.004574999428125072,4.534430758378657,-0.43514307812536546,0.0,0
0.0,0.0,0.09100000000000005,0.004544999545500045,4.3899488960253175,-0.4208148914205316,0.0,0
0.0,0.0,0.09222222222222227,0.004538887375926429,4.041854134822118,-0.3860298639785061,0.0,0
0.0,0.0,0.09761904761904767,0.00451190411734703,4.232834731595219,-0.40523585669013373,0.0,0
0.0,0.0,0.09000000000000004,0.004549999545000046,4.172184794716307,-0.39901848129163053,0.0,0
0.0,0.0,0.08047619047619052,0.00459761839081642,3.951055862553147,-0.37671511269204905,0.0,0
0.0,0.0,0.09000000000000005,0.004549999350000093,3.8798335477718826,-0.36978335737718787,0.0,0
0.0,0.0,0.0947222222222223,0.004526388511689846,4.043428447788786,-0.3862372907321192,0.0,0
0.0,0.0,0.0994444444444445,0.00450277752762347,3.833503911770336,-0.36533928106653973,0.0,0
0.0,0.0,0.09333333333333338,0.0045333318222227255,3.5757074447405945,-0.33943741718516857,0.0,0
0.0,0.0,0.09833333333333338,0.004508332581944569,3.5498896620347304,-0.3369556358756948,0.0,0
0.0,0.0,0.11095238095238102,0.004445237460204172,3.667776892335808,-0.3489967393927641,0.0,0
0.0,0.0,0.09571428571428575,0.004521427925510297,3.7119256139502443,-0.3531068496929832,0.0,0
0.0,0.0,0.10666666666666673,0.004466666368888908,3.8489155991885697,-0.36702489444330133,0.0,0
0.0,0.0,0.09692307692307697,0.004515384268047364,4.077213771099171,-0.38965984003772763,0.0,0
0.0,0.0,0.11487179487179494,0.004425640685207126,3.7779885263148225,-0.3600962898906538,0.0,0
0.0,0.0,0.11361111111111116,0.004431944075115771,3.9046430321193095,-0.3727365269114679,0.0,0
0.0,0.0,0.09641025641025645,0.004517948370414228,3.748122371623654,-0.35674044368070856,0.0,0
0.0,0.0,0.0944444444444445,0.004527777274691414,3.386028195964933,-0.3204917104977277,0.0,0
0.0,0.0,0.06333333333333338,0.0046833309916678376,3.1772610315540035,-0.298992779188729,0.0,0
0.0,0.0,0.09333333333333338,0.004533332200000283,3.426110903652609,-0.3244777615652598,0.0,0
0.0,0.0,0.06733333333333338,0.0046633328670000465,3.5548672087566526,-0.3368333894076651,0.0,0
0.0,0.0,0.08222222222222227,0.004588888124074201,3.41590759192399,-0.32323520669610223,0.0,0
0.0,0.0,0.09888888888888893,0.0045055548046297545,3.5701131213387685,-0.33898909291535784,0.0,0
0.0,0.0,0.11062500000000007,0.004446874722070329,3.739909534716017,-0.3562034545833204,0.0,0
0.0,0.0,0.10083333333333339,0.004495832209375281,3.4162681544762292,-0.3236434866101218,0.0,0
0.0,0.0,0.10041666666666671,0.004497916104427154,3.602444980050254,-0.34225283358731684,0.0,0
0.0,0.0,0.11629629629629637,0.004418518027572071,3.7601698436499156,-0.3583429122547033,0.0,0
0.0,0.0,0.11500000000000007,0.004424999557500044,3.324086727830594,-0.31470867455305923,0.0,0
0.0,0.0,0.09000000000000005,0.0045499977250011365,3.2153156442112047,-0.30333157352111595,0.0,0
0.0,0.0,0.06500000000000003,0.0046749994156250725,3.6909121948642083,-0.3503912218239206,0.0,0
0.0,0.0,0.0833333333333334,0.004583332760416739,3.3236613957142676,-0.31403280852975984,0.0,0
0.0,0.0,0.12000000000000006,0.0043999991200001755,3.4110351105937373,-0.32350351457937304,0.0,0
0.0,0.0,0.09583333333333338,0.004520832768229238,3.4438522438608326,-0.32630189331316634,0.0,0
