id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,num_rejects,disconnects,cell_traffic,cell_dropped_traffic,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
10,[1421. 1422.    0.    0.],10081.0,201.60000000059856,[ 21.498 180.102   0.      0.   ],13363.538156852075,19676.0,9007.0,7981.0,942.0,4519500000.0,574393.1549667545,66.2808161732389,0.41162583077075465,18.69378037893066,6.915082582650771,0.4971999909904904,0.15077869259002083,0.0030750917567701616,0.5305029262969944,[0.107 0.893 0.    0.   ],0.8860885977572999,0.00012709219050044353,22418154.7618382,[7.049 7.054 0.    0.   ],97.59920634891658
11,[1247. 1248.    0.    0.],10081.0,201.60000000059856,[ 16.948 184.652   0.      0.   ],13158.255497137936,15564.0,8205.0,7370.0,742.0,4677000000.0,339869.400387257,65.26265002050513,0.31766689812518484,18.323579010018847,5.7703642281210445,0.3611607652318536,0.11050491022716001,0.0025791092153556196,0.5192937208610257,[0.084 0.916 0.    0.   ],0.8982327848872639,7.266824896028586e-05,23199404.76183588,[6.186 6.19  0.    0.   ],77.20238095215174
12,[1613. 1614.    0.    0.],10081.0,201.60000000059856,[ 23.201 178.399   0.      0.   ],13449.890316964627,22228.0,6714.0,5585.0,1068.0,4876500000.0,521542.91867398826,66.70910781153107,0.4633667294911203,19.12588036901101,7.937881462058796,0.5514431554979277,0.16049995040174586,0.003967860331316337,0.5212776510266839,[0.115 0.885 0.    0.   ],0.831843908251415,0.00010695025503414094,24188988.095166277,[8.001 8.006 0.    0.   ],110.25793650760914
13,[913. 914.   0.   0.],10081.0,201.60000000059856,[ 13.601 187.999   0.      0.   ],13006.12773181089,8940.0,2852.0,2157.0,447.0,3300000000.0,162090.06531139067,64.50812286383929,0.26005356611447256,18.429917666898124,4.886391305437815,0.28169652823477276,0.08183711933339946,0.0026783057236385278,0.31217141156631284,[0.067 0.933 0.    0.   ],0.7563113604488079,4.911820160951233e-05,16369047.61899902,[4.529 4.534 0.    0.   ],44.34523809510643
14,[1499. 1500.    0.    0.],10081.0,201.60000000059856,[ 21.43 180.17   0.     0.  ],13408.263820305727,18200.0,3404.0,2331.0,941.0,3669000000.0,1176150.0664165874,66.50264765550045,0.49463346890189597,22.683067156036106,7.6990767128642625,0.4671545766099909,0.14254538240253944,0.003571074298184704,0.35740501934331914,[0.106 0.894 0.    0.   ],0.6847826086956522,0.00032056420452891455,18199404.761850726,[7.436 7.44  0.    0.   ],90.27777777750974
15,[1178. 1179.    0.    0.],10081.0,201.60000000059856,[ 16.761 184.839   0.      0.   ],13146.06474200554,13688.0,7519.0,6704.0,683.0,4387500000.0,0.0,65.20218600338207,0.3148893958932633,18.138279932546375,5.5981228664593425,0.3508141267688816,0.10485070925503422,0.0027775022319214363,0.4851701220117052,[0.083 0.917 0.    0.   ],0.8916079265859822,0.0,21763392.85707824,[5.843 5.848 0.    0.   ],67.89682539662381
16,[1684. 1685.    0.    0.],10081.0,201.60000000059856,[ 25.253 176.347   0.      0.   ],13527.910357654555,21100.0,8331.0,7143.0,1211.0,4570500000.0,381855.25308551494,67.09607359215731,0.49130046622358514,18.823132625731574,8.442349286855636,0.606968325428096,0.18371193333994643,0.003372681281618887,0.5283206031147704,[0.125 0.875 0.    0.   ],0.8574000720201657,8.354780726080625e-05,22671130.952313643,[8.353 8.358 0.    0.   ],104.66269841238767
17,[1541. 1542.    0.    0.],10081.0,201.60000000059856,[ 24.35 177.25   0.     0.  ],13484.859844315328,19180.0,8270.0,7115.0,1093.0,4593000000.0,1064810.4745718127,66.88255056200538,0.4582878682670333,18.687828588433685,7.841308720119747,0.6209812419353211,0.17438746156135304,0.003967860331316337,0.5360579307608372,[0.121 0.879 0.    0.   ],0.8603385731559855,0.00023183332779704174,22782738.095170453,[7.644 7.649 0.    0.   ],95.13888888860642
18,[1520. 1521.    0.    0.],10081.0,201.60000000059856,[ 22.252 179.348   0.      0.   ],13397.851232868246,19252.0,8604.0,7554.0,1107.0,4492500000.0,682955.2214862978,66.4510030397009,0.4307509175676982,18.62989782759647,7.325858093111432,0.5091473775489542,0.15206824719769865,0.0030750917567701616,0.5131435373474854,[0.11 0.89 0.   0.  ],0.8779637377963738,0.00015202119565638236,22284226.19041003,[7.54  7.545 0.    0.   ],95.49603174574821
19,[1250. 1251.    0.    0.],10081.0,201.60000000059856,[ 18.233 183.367   0.      0.   ],13219.621991266175,15260.0,6579.0,5709.0,808.0,4413000000.0,19583.452975340595,65.56701711765913,0.3513143537347466,18.335879377045927,6.115803409559673,0.38592212912864887,0.11725027279039778,0.0022815196905068944,0.4833845848626128,[0.09 0.91 0.   0.  ],0.8677610579115367,4.437673459175299e-06,21889880.95231596,[6.2   6.205 0.    0.   ],75.69444444421971
20,[1380. 1381.    0.    0.],10081.0,201.60000000059856,[ 20.159 181.441   0.      0.   ],13343.815746220607,18328.0,3789.0,2786.0,848.0,3709500000.0,181673.51828673127,66.1829964597601,0.4567800813411379,22.631088185695862,7.231593919568515,0.4536510231572889,0.1385775220712231,0.0030750917567701616,0.3551234996528122,[0.1 0.9 0.  0. ],0.7352863552388493,4.897520374355877e-05,18400297.618992988,[6.845 6.85  0.    0.   ],90.9126984124285
21,[1497. 1498.    0.    0.],10081.0,201.60000000059856,[ 22.499 179.101   0.      0.   ],13454.068237479363,17748.0,3797.0,2717.0,958.0,3780000000.0,1176150.0664165874,66.72982956787787,0.5170122011705204,22.59180636841583,7.6723061954859215,0.5434190319768781,0.15147306814800118,0.0036702708064676125,0.36405118539827397,[0.112 0.888 0.    0.   ],0.7155649196734264,0.00031115081122131945,18749999.99994433,[7.426 7.431 0.    0.   ],88.03571428545291
22,[1178. 1179.    0.    0.],10081.0,201.60000000059856,[ 17.543 184.057   0.      0.   ],13179.226582303676,13752.0,8233.0,7353.0,783.0,4456500000.0,540811.1580677709,65.36666294167198,0.3313956948715389,18.11526634262474,6.123675206275283,0.4201870151163348,0.12201170518797738,0.0018847336573752603,0.5036206725523261,[0.087 0.913 0.    0.   ],0.8931130815012753,0.00012135333963149802,22105654.76183913,[5.843 5.848 0.    0.   ],68.21428571408319
23,[1480. 1481.    0.    0.],10081.0,201.60000000059856,[ 21.811 179.789   0.      0.   ],13377.075963750862,19340.0,8837.0,7815.0,1001.0,4477500000.0,381855.25308551494,66.34796133194692,0.41091161591111763,18.711238964388453,7.015126187297324,0.48840954092885747,0.1501835135403234,0.0027775022319214363,0.5216744370598155,[0.108 0.892 0.    0.   ],0.8843498924974539,8.528313860089669e-05,22209821.428505488,[7.341 7.346 0.    0.   ],95.93253968225486
24,[1432. 1433.    0.    0.],10081.0,201.60000000059856,[ 21.729 179.871   0.      0.   ],13376.727880072709,19244.0,9469.0,8432.0,985.0,4576500000.0,790324.756465852,66.3462348976733,0.4126574744568963,18.692986806864397,7.074570906933434,0.5537254678086211,0.14968753099890883,0.0029758952484872534,0.5407201666501339,[0.108 0.892 0.    0.   ],0.8904847396768402,0.00017269196033341025,22700892.857075457,[7.103 7.108 0.    0.   ],95.4563492060658
25,[1631. 1632.    0.    0.],10081.0,201.60000000059856,[ 24.017 177.583   0.      0.   ],13477.29808280408,19548.0,8792.0,7653.0,1148.0,4651500000.0,1112166.273875987,66.84504554508658,0.461858942565218,18.626723539331415,7.9252968013155884,0.6106818813273206,0.17339549647852395,0.0029758952484872534,0.5413153456998314,[0.119 0.881 0.    0.   ],0.8704504094631483,0.00023909841424830418,23072916.666598164,[8.09  8.095 0.    0.   ],96.96428571399782
26,[1328. 1329.    0.    0.],10081.0,201.60000000059856,[ 18.917 182.683   0.      0.   ],13249.057181083195,16256.0,6909.0,5984.0,931.0,4464000000.0,0.0,65.71301052018357,0.36686836623350694,18.408491221109017,6.416413430953346,0.42758436264633964,0.125681975994445,0.003372681281618887,0.49211387759150876,[0.094 0.906 0.    0.   ],0.8661166594297294,0.0,22142857.1427914,[6.587 6.592 0.    0.   ],80.63492063468122
27,[1351. 1352.    0.    0.],10081.0,201.60000000059856,[ 20.495 181.105   0.      0.   ],13358.101232556832,17028.0,3765.0,2751.0,778.0,3504000000.0,0.0,66.25384997794431,0.4551929372086114,22.243825017359388,7.137694168159883,0.4652342470427989,0.13341930364051185,0.00317428826505307,0.33310187481400655,[0.102 0.898 0.    0.   ],0.7306772908366533,0.0,17380952.380900778,[6.701 6.706 0.    0.   ],84.46428571403494
28,[1369. 1370.    0.    0.],10081.0,201.60000000059856,[ 20.817 180.783   0.      0.   ],13377.065522415762,17776.0,3456.0,2462.0,934.0,3658500000.0,540811.1580677709,66.3479095447475,0.47566709651820444,22.29739113183216,7.090152493836593,0.46913677050584257,0.13550243031445294,0.0036702708064676125,0.3550243031445293,[0.103 0.897 0.    0.   ],0.7123842592592593,0.00014782319477047175,18147321.42851755,[6.791 6.796 0.    0.   ],88.17460317434139
29,[1391. 1392.    0.    0.],10081.0,201.60000000059856,[ 20.986 180.614   0.      0.   ],13327.378606194849,13528.0,7999.0,6979.0,902.0,4608000000.0,540811.1580677709,66.101471114925,0.39916674933041985,18.016466620374963,7.293038825984776,0.5054801789725909,0.14492609860132924,0.0023807161987898025,0.5272294415236584,[0.104 0.896 0.    0.   ],0.8724840605075634,0.00011736353256679056,22857142.857074995,[6.9   6.905 0.    0.   ],67.10317460297537
30,[1615. 1616.    0.    0.],10081.0,201.60000000059856,[ 24.376 177.224   0.      0.   ],13487.570975854818,20072.0,9842.0,8679.0,1138.0,4603500000.0,376206.2932069435,66.8959973011158,0.4712230929471247,18.695367523063187,8.128116685581588,0.6289953763890543,0.17805773236782066,0.002876698740204345,0.5458783850808452,[0.121 0.879 0.    0.   ],0.8818329607803292,8.17217971558474e-05,22834821.428503633,[8.011 8.016 0.    0.   ],99.56349206319646
31,[1464. 1465.    0.    0.],10081.0,201.60000000059856,[ 23.691 177.909   0.      0.   ],13455.014586178264,18876.0,9254.0,8166.0,1059.0,4569000000.0,633224.3693195988,66.7345232922054,0.44614621565320545,18.666005356611446,7.5050993217016195,0.5647362228038404,0.17210594187084616,0.0029758952484872534,0.544985616506299,[0.118 0.882 0.    0.   ],0.8824292197968446,0.00013859145750045934,22663690.476123188,[7.262 7.267 0.    0.   ],93.63095238067439
32,[1528. 1528.    0.    0.],10081.0,201.60000000059856,[ 22.598 179.002   0.      0.   ],13414.496474592795,19364.0,9445.0,8347.0,1128.0,4590000000.0,790324.756465852,66.53356053263138,0.4316238468405887,18.656085705783156,7.6426973712347674,0.5511765297622986,0.16278147009225274,0.003372681281618887,0.5350659656780081,[0.112 0.888 0.    0.   ],0.8837480148226575,0.00017218404280301786,22767857.142789543,[7.579 7.579 0.    0.   ],96.05158730130212
33,[1379. 1380.    0.    0.],10081.0,201.60000000059856,[ 20.83 180.77   0.     0.  ],13331.72273692681,16760.0,6239.0,5237.0,974.0,4441500000.0,0.0,66.12301724493071,0.40480111100088984,18.51840095228648,7.251611913757545,0.48781236305547565,0.14889395893264556,0.0023807161987898025,0.4801111000892769,[0.103 0.897 0.    0.   ],0.8393973393171983,0.0,22031249.999934588,[6.84  6.845 0.    0.   ],83.1349206346738
34,[1266. 1267.    0.    0.],10081.0,201.60000000059856,[ 18.091 183.509   0.      0.   ],13248.99974858954,16580.0,3899.0,2985.0,798.0,3508500000.0,0.0,65.71272566504227,0.4012300367027081,22.05178057732368,6.350454046153924,0.35980554924965535,0.11030651721059419,0.002876698740204345,0.3305227655986509,[0.09 0.91 0.   0.  ],0.7655809181841498,0.0,17403273.80947214,[6.28  6.285 0.    0.   ],82.24206349181931
35,[1550. 1551.    0.    0.],10081.0,201.60000000059856,[ 23.364 178.236   0.      0.   ],13493.800959495242,18404.0,3217.0,2112.0,1033.0,3759000000.0,0.0,66.9268969323059,0.5393115762325197,22.463247693681183,8.012704265204166,0.532368757284934,0.15881360976093642,0.0034718777899017954,0.3701021724035314,[0.116 0.884 0.    0.   ],0.6565122785203605,0.0,18645833.333277974,[7.688 7.693 0.    0.   ],91.2896825394115
36,[1127. 1128.    0.    0.],10081.0,201.60000000059856,[ 16.374 185.226   0.      0.   ],13126.950658490292,13972.0,5286.0,4495.0,726.0,4689000000.0,889843.3076701002,65.10738348619472,0.30790596171014634,18.04186092649539,5.65722762762246,0.3557266818566597,0.10633865687927785,0.0032734847733359787,0.49796647158020035,[0.081 0.919 0.    0.   ],0.8503594400302686,0.0001897725117658563,23258928.571359515,[5.59  5.595 0.    0.   ],69.30555555534978
37,[1491. 1492.    0.    0.],10081.0,201.60000000059856,[ 21.972 179.628   0.      0.   ],13384.058400650618,19132.0,8558.0,7512.0,1064.0,4761000000.0,544602.1154080492,66.38259299993501,0.4156730483086969,18.595377442714017,7.100357314739689,0.4774053747642533,0.14869556591607974,0.003372681281618887,0.5494494593790299,[0.109 0.891 0.    0.   ],0.8777751811170834,0.00011438817798950833,23616071.42850131,[7.396 7.401 0.    0.   ],94.90079365051189
38,[1318. 1319.    0.    0.],10081.0,201.60000000059856,[ 19.44 182.16   0.     0.  ],13271.856421623392,19164.0,7548.0,6616.0,920.0,4662000000.0,648079.4226265782,65.8260907728384,0.381549449459377,18.59418708461462,6.584702702284649,0.4540403372103778,0.13361769665707768,0.0022815196905068944,0.5256422973911319,[0.096 0.904 0.    0.   ],0.8765235824059353,0.0001390131751665762,23124999.999931343,[6.538 6.543 0.    0.   ],95.05952380924157
39,[1487. 1488.    0.    0.],10081.0,201.60000000059856,[ 21.066 180.534   0.      0.   ],13348.94340746614,19052.0,8203.0,7193.0,1027.0,4539000000.0,75828.61081210173,66.20842876432084,0.402499752008727,18.642991766689814,7.003777374657425,0.46756093524706527,0.14175181033627615,0.0037694673147505207,0.5145322884634461,[0.104 0.896 0.    0.   ],0.8768743142752652,1.6706016922692603e-05,22514880.952314105,[7.376 7.381 0.    0.   ],94.50396825368767
40,[1266. 1267.    0.    0.],10081.0,201.60000000059856,[ 17.748 183.852   0.      0.   ],13194.938404892237,15748.0,5260.0,4390.0,815.0,4480500000.0,75828.61081210173,65.44459083865004,0.3452038488245201,18.35095724630493,6.096913996842379,0.38386471147924356,0.11566312865787125,0.002182323182223986,0.4612637635155242,[0.088 0.912 0.    0.   ],0.8346007604562737,1.6924140344180724e-05,22224702.380886395,[6.28  6.285 0.    0.   ],78.11507936484745
41,[1285. 1286.    0.    0.],10081.0,201.60000000059856,[ 18.926 182.674   0.      0.   ],13288.19692173307,17072.0,3999.0,3057.0,726.0,3487500000.0,0.0,65.9071368005616,0.4201170518797746,22.340640809443506,6.455928390626735,0.40301156594291826,0.11973018549747048,0.002479912707072711,0.3280428528915782,[0.094 0.906 0.    0.   ],0.7644411102775694,0.0,17299107.14280578,[6.374 6.379 0.    0.   ],84.68253968228825
42,[1091. 1092.    0.    0.],10081.0,201.60000000059856,[ 23.039 178.561   0.      0.   ],13455.5200219001,14448.0,4536.0,3397.0,296.0,3447000000.0,0.0,66.7370301651442,0.4797936712627723,21.84307112389644,7.753765011754472,0.4548686973577006,0.1374863604801111,0.0032734847733359787,0.3254637436762226,[0.114 0.886 0.    0.   ],0.7488977072310405,0.0,17098214.28566352,[5.412 5.417 0.    0.   ],71.66666666645389
43,[1006. 1007.    0.    0.],10081.0,201.60000000059856,[ 21.281 180.319   0.      0.   ],13379.636301886969,15596.0,4699.0,3667.0,288.0,3657000000.0,889843.3076701002,66.36066016210303,0.43797242337069886,21.766094633468903,6.736485929647473,0.4400489317585147,0.12270608074595775,0.004067056839599246,0.35274278345402243,[0.106 0.894 0.    0.   ],0.7803788040008512,0.0002433260343642604,18139880.952327095,[4.99  4.995 0.    0.   ],77.36111111088142
44,[1855. 1856.    0.    0.],10081.0,201.60000000059856,[ 30.48 171.12   0.     0.  ],13770.04889025697,26972.0,5966.0,4512.0,1212.0,4828500000.0,889843.3076701002,68.29703843990295,0.6051780577323649,19.605594683067157,10.545405484555538,0.7290223548458573,0.2187283007638131,0.004265449856165063,0.5100684455907152,[0.151 0.849 0.    0.   ],0.7562856185048609,0.00018428980173347835,23950892.857071746,[9.201 9.206 0.    0.   ],133.7896825392853
45,[1004. 1005.    0.    0.],10081.0,201.60000000059856,[ 20.636 180.964   0.      0.   ],13349.63657945657,16676.0,5846.0,4835.0,305.0,3721500000.0,927554.9586365726,66.21186677637508,0.41749826406110524,22.371193333994643,6.654917215630141,0.3943074475242859,0.11834143438150978,0.004067056839599246,0.37932744767384186,[0.102 0.898 0.    0.   ],0.8270612384536435,0.0002492422299171228,18459821.428516623,[4.98  4.985 0.    0.   ],82.71825396800837
46,[1790. 1791.    0.    0.],10081.0,201.60000000059856,[ 27.843 173.757   0.      0.   ],13656.235610920841,25460.0,5845.0,4535.0,1120.0,4728000000.0,1003383.5694486743,67.73254444458382,0.5597063783354804,19.475052078166847,9.380786628697178,0.6462196730985245,0.19283801210197402,0.0034718777899017954,0.49320503918262076,[0.138 0.862 0.    0.   ],0.7758768177929855,0.00021222156714227462,23452380.952311322,[8.879 8.884 0.    0.   ],126.28968253930758
47,[1096. 1097.    0.    0.],10081.0,201.60000000059856,[ 22.152 179.448   0.      0.   ],13424.31956946132,15284.0,4792.0,3689.0,351.0,3799500000.0,447871.3582111001,66.58228136820544,0.4786826703700044,22.679496081737923,7.5063152339546635,0.449688690801735,0.1305426049003075,0.004067056839599246,0.35790100188473367,[0.11 0.89 0.   0.  ],0.7698247078464107,0.00011787639379157787,18846726.190420233,[5.437 5.441 0.    0.   ],75.81349206326698
48,[982. 983.   0.   0.],10081.0,201.60000000059856,[ 21.252 180.348   0.      0.   ],13364.773303163236,13504.0,4417.0,3337.0,257.0,3298500000.0,0.0,66.28694228330248,0.4393214958833459,21.61452236881262,7.483518636999229,0.4339649082807281,0.13074099791687332,0.0036702708064676125,0.3019541712131733,[0.105 0.895 0.    0.   ],0.7554901516866651,0.0,16361607.142808564,[4.871 4.876 0.    0.   ],66.9841269839281
