id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,num_rejects,cell_traffic,cell_dropped_traffic,disconnects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[1424. 2143.  874.    0.],10081.0,201.60000000059856,[90.314 36.265 75.021  0.   ],15859.19477478186,12432.0,30949.0,23276.0,28765500000.0,64468602.685493626,60249.0,78.65883729184101,2.037575637337574,19.310782660450354,54.13291632008934,8.39837703975323,1.8609264953873623,0.0032734847733359787,5.0312469001091165,[0.448 0.18  0.372 0.   ],0.7520759959934085,0.002241177893153035,142686011.90433827,[ 7.063 10.63   4.335  0.   ],61.66666666648358
1,[4332. 3717. 1265.    0.],10081.0,201.60000000059856,[147.368  23.154  31.078   0.   ],23342.34529538534,10096.0,111395.0,89530.0,101121000000.0,277553290.7042756,44236.0,115.77395742180633,8.004920146811408,50.9889891875806,132.38198190474483,24.745615221309755,5.405316932843964,0.0037694673147505207,19.333498660847138,[0.731 0.115 0.154 0.   ],0.8037165043314332,0.00274476410146533,501592261.9032727,[21.488 18.437  6.275  0.   ],50.079365079216394
2,[2118. 2638.  780.    0.],10081.0,201.60000000059856,[116.797  50.301  34.502   0.   ],20440.409602288426,14528.0,97204.0,82259.0,86566500000.0,189134205.1629732,63990.0,101.38086302096075,5.338518004166344,51.186191846047016,99.8246485882089,18.478201398595683,4.091955163178256,0.003571074298184704,16.87759150877889,[0.579 0.25  0.171 0.   ],0.8462511830788857,0.00218484292610852,429397321.4272965,[10.506 13.085  3.869  0.   ],72.0634920632781
3,[3854. 3600.  744.    0.],10081.0,201.60000000059856,[149.096  34.054  18.45    0.   ],23740.601642691665,15568.0,119849.0,96321.0,109746000000.0,310408767.6978614,67079.0,117.74923937452036,7.79533776411116,50.92907449657772,133.7434164263132,28.142350157067842,6.091657573653407,0.003571074298184704,22.69923618688622,[0.74  0.169 0.092 0.   ],0.8036863052674615,0.0028284289878251724,544374999.9983838,[19.117 17.857  3.69   0.   ],77.22222222199295
4,[2013. 2586.  862.    0.],10081.0,201.60000000059856,[116.747  45.055  39.798   0.   ],20222.641323857893,18168.0,116767.0,101453.0,84480000000.0,227172306.66317657,68921.0,100.30077037920805,5.221783553219013,50.60132923321099,100.40559455410755,20.623313482003017,4.273385576827696,0.004265449856165063,17.17091558377145,[0.579 0.223 0.197 0.   ],0.8688499319156954,0.002689066130009192,419047619.04637486,[ 9.985 12.827  4.276  0.   ],90.11904761878006
5,[3424. 3459.  820.    0.],10081.0,201.60000000059856,[138.325  35.447  27.828   0.   ],22054.106188245292,19848.0,149263.0,127203.0,92089500000.0,340796622.0118577,94205.0,109.3845163587157,6.607995238567888,48.601924412260686,125.16346104648757,24.67805473749432,5.411268723340938,0.002182323182223986,19.298581489931554,[0.686 0.176 0.138 0.   ],0.8522071779342503,0.0037007109606617223,456793154.76054853,[16.984 17.158  4.067  0.   ],98.45238095208865
6,[1406. 2135.  935.    0.],10081.0,201.60000000059856,[94.142 36.427 71.031  0.   ],16014.577004452762,15320.0,43813.0,35509.0,27567000000.0,93478122.7088643,58454.0,79.42950602346933,2.05019343319117,19.073107826604502,57.8642621676174,10.916887837385419,2.264457891082234,0.0032734847733359787,5.576232516615415,[0.467 0.181 0.352 0.   ],0.8104672129276699,0.0033909428921850148,136741071.42816544,[ 6.974 10.59   4.638  0.   ],75.99206349183787
7,[3322. 3471.  929.    0.],10081.0,201.60000000059856,[116.644  53.768  31.188   0.   ],20966.645289676828,8752.0,100644.0,85042.0,90894000000.0,238884155.3673919,107781.0,103.99090015710149,6.343100882849206,54.255728598353336,97.36010602012374,15.363084374602789,3.3751611943259596,0.004265449856165063,15.9222299375062,[0.579 0.267 0.155 0.   ],0.8449783394936609,0.0026281619839306435,450863095.2367566,[16.478 17.217  4.608  0.   ],43.41269841256952
8,[1923. 1875. 1154.    0.],10081.0,201.60000000059856,[105.225  18.941  77.434   0.   ],18240.030740208174,19720.0,155718.0,142960.0,102300000000.0,384058614.23375857,69614.0,90.46736802007311,4.135621466124389,46.11883741692292,83.1862658964728,20.335389100758157,4.100783652415435,0.0032734847733359787,21.14691002876699,[0.522 0.094 0.384 0.   ],0.918069844205551,0.0037542386533114228,507440476.1889696,[9.539 9.301 5.724 0.   ],97.81746031716989
9,[1759. 1757. 1144.    0.],10081.0,201.60000000059856,[101.943  19.63   80.027   0.   ],17829.470153643724,22104.0,148458.0,136231.0,105361500000.0,358358150.68531924,81694.0,88.43105918878591,3.9565122507687662,45.92718976292034,83.69311016896772,21.152778211690684,4.320305525245511,0.002876698740204345,22.443606785041165,[0.506 0.097 0.397 0.   ],0.9176400059276024,0.003401224837206373,522626488.0936864,[8.725 8.715 5.675 0.   ],109.64285714253161
