id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,cell_traffic,cell_dropped_traffic,num_requests,disconnects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
20,[1121. 2005.  854.  769.],10081.0,201.60000000059856,[20.512 29.535 60.267 91.286],7423.119998518876,7456.0,3802500000.0,16910392.77153189,3777.0,50114.0,36.817379220911576,0.3240948318619147,16.807062791389743,6.696725455822486,0.4378939409426858,0.10852098006150183,0.21357008233310187,0.7767086598551731,[0.102 0.147 0.299 0.453],0.0,0.0,0.004447177586201681,18861607.142801143,[5.561 9.945 4.236 3.814],36.98412698401718
21,[1115. 1992.  797.  788.],10081.0,201.60000000059856,[20.959 29.483 57.222 93.936],7450.479537914966,7760.0,3978000000.0,15042181.140174342,3988.0,50250.0,36.95307775972759,0.3297291935323837,16.874913203055254,6.673094310244039,0.4502403828718417,0.10742981847038985,0.23430215256422973,0.8217438746156135,[0.104 0.146 0.284 0.466],0.0,0.0,0.0037813426697270846,19732142.85708427,[5.531 9.881 3.953 3.909],38.49206349194921
22,[1450. 2391.  794.  808.],10081.0,201.60000000059856,[25.55  35.907 42.823 97.32 ],8142.140057823711,8416.0,5638500000.0,30758648.700304154,4956.0,53467.0,40.38359318433242,0.40408689614124776,16.761035611546472,8.89395355610043,0.6906262732696896,0.1552425354627517,0.29292728895942866,1.2096022220017855,[0.127 0.178 0.212 0.483],0.0,0.0,0.005455111944720077,27968749.99991696,[ 7.192 11.86   3.938  4.008],41.7460317459078
23,[1435. 2341.  795.  823.],10081.0,201.60000000059856,[25.721 35.059 41.391 99.429],8128.799783051846,8240.0,5535000000.0,23304345.76489339,4557.0,50080.0,40.31742775048711,0.403531395694864,16.727308798730284,8.606434263830469,0.6862866528534143,0.15186985418113283,0.27417914889395895,1.1649637932744767,[0.128 0.174 0.205 0.493],0.0,0.0,0.004210360571796457,27455357.14277563,[ 7.118 11.612  3.943  4.082],40.87301587289452
24,[1533. 2456.  789.  806.],10081.0,201.60000000059856,[26.092 35.916 42.611 96.981],8241.410956216452,8408.0,5691000000.0,23354964.492437575,4812.0,52422.0,40.87595950906588,0.4181331217141077,16.80864993552227,9.044945772410543,0.7292365950569006,0.16020236087689713,0.28330522765598654,1.1891677412955064,[0.129 0.178 0.211 0.481],0.0,0.0,0.004103841942090595,28229166.666582853,[ 7.604 12.183  3.914  3.998],41.706349206225376
25,[1443. 2368.  791.  820.],10081.0,201.60000000059856,[25.988 35.734 40.794 99.084],8209.288601063548,8288.0,5650500000.0,24819338.26010177,4992.0,54301.0,40.716638235615896,0.40940382898521166,16.69874020434481,9.068535946585172,0.7901687437940955,0.16030155738518004,0.3014581886717588,1.2098006150183513,[0.129 0.177 0.202 0.491],0.0,0.0,0.004392414522626629,28028273.809440594,[ 7.158 11.746  3.924  4.067],41.11111111098905
26,[1510. 2452.  776.  832.],10081.0,201.60000000059856,[ 25.433  34.475  41.199 100.493],8175.321626334749,8664.0,5641500000.0,21875130.937239114,4730.0,50240.0,40.54816797111425,0.39773831961114225,16.827298879079457,8.596450413333027,0.6470762870149317,0.14859636940779686,0.2820156730483087,1.180934431108025,[0.126 0.171 0.204 0.498],0.0,0.0,0.0038775380549923096,27983630.95229787,[ 7.49  12.163  3.849  4.127],42.97619047606288
27,[1098. 2004.  823.  779.],10081.0,201.60000000059856,[21.443 29.547 57.928 92.682],7470.782736212506,7432.0,3840000000.0,17807295.547160648,4023.0,50906.0,37.05377807863182,0.33949012994742056,16.795952782462056,7.155747141914583,0.4785876795734993,0.11556393214958834,0.2268624144430116,0.7769070528717389,[0.106 0.147 0.287 0.46 ],0.0,0.0,0.004637316548739752,19047619.047562495,[5.446 9.94  4.082 3.864],36.86507936496991
28,[1111. 1987.  822.  778.],10081.0,201.60000000059856,[20.199 29.953 58.689 92.759],7387.808724962797,7664.0,3921000000.0,19667636.043066904,3795.0,48680.0,36.642241468922336,0.308064676123397,16.83086995337764,6.483929272697563,0.4850495824221512,0.10594187084614622,0.22190258902886617,0.7938696557881163,[0.1   0.149 0.291 0.46 ],0.0,0.0,0.005015974507285617,19449404.761847015,[5.511 9.856 4.077 3.859],38.01587301576014
29,[1478. 2428.  776.  809.],10081.0,201.60000000059856,[26.696 35.556 42.007 97.341],8241.632906610756,8376.0,5824500000.0,29135579.423247676,5417.0,56561.0,40.87706034427206,0.41067354429123254,16.74754488642,9.305157964919578,0.7652601254932477,0.16585656184902292,0.3268524947921833,1.2408491221109017,[0.132 0.176 0.208 0.483],0.0,0.0,0.005002245587303232,28891369.04753327,[ 7.331 12.044  3.849  4.013],41.547619047495694
30,[1481. 2437.  820.  788.],10081.0,201.60000000059856,[25.992 35.222 45.39  94.996],8218.47449538024,7968.0,5628000000.0,21896360.870740466,5024.0,53369.0,40.762198667699785,0.3976589624045156,16.654696954667195,9.17892446900574,0.6995970136069843,0.16367423866679892,0.3058228350362067,1.186191846047019,[0.129 0.175 0.225 0.471],0.0,0.0,0.0038906113842822436,27916666.66658378,[ 7.346 12.088  4.067  3.909],39.52380952369218
31,[1468. 2417.  836.  786.],10081.0,201.60000000059856,[25.569 37.83  43.539 94.662],8190.925634746099,7656.0,5632500000.0,24313925.1328631,4468.0,52366.0,40.6255611285957,0.3968653903382519,16.641603015573853,8.530543835272372,0.6403532992405536,0.14948913798234303,0.2618787818668783,1.1702212082134709,[0.127 0.188 0.216 0.47 ],0.0,0.0,0.004316719952572233,27938988.095155142,[ 7.282 11.989  4.147  3.899],37.976190476077726
32,[1575. 2512.  777.  813.],10081.0,201.60000000059856,[26.607 35.131 41.615 98.247],8265.882719636958,8352.0,5758500000.0,28885479.48593114,5032.0,54324.0,40.997335183207475,0.4146414046225495,16.77492312270608,8.942925285756807,0.6825086282130803,0.1598055748437655,0.31197301854974707,1.2132724928082532,[0.132 0.174 0.206 0.487],0.0,0.0,0.005016146476674679,28563988.095153287,[ 7.812 12.46   3.854  4.033],41.42857142844843
33,[1390. 2300.  843.  818.],10081.0,201.60000000059856,[24.903 33.766 44.33  98.601],8036.341842230435,8272.0,5692500000.0,28809341.8464738,4759.0,51938.0,39.85885250586146,0.388612240849115,16.70191449260986,8.554972008061386,0.7093079116385729,0.15216744370598154,0.2866779089376054,1.1878781866878285,[0.124 0.167 0.22  0.489],0.0,0.0,0.005060929617298867,28236607.142773308,[ 6.895 11.409  4.182  4.058],41.03174603162421
34,[1143. 1997.  795.  812.],10081.0,201.60000000059856,[21.29  27.545 56.226 96.539],7471.712077006415,7776.0,3951000000.0,19424185.322554305,4169.0,50278.0,37.058387446720054,0.3286181926396144,16.860232119829384,6.926088600505438,0.4879267298413096,0.11169526832655491,0.24521376847534967,0.8094435075885329,[0.106 0.137 0.279 0.479],0.0,0.0,0.004916270646052722,19598214.2856561,[5.67  9.906 3.943 4.028],38.57142857131405
35,[1120. 1999.  807.  773.],10081.0,201.60000000059856,[20.305 31.196 58.395 91.704],7382.57106059083,7352.0,3931500000.0,11144369.847291442,3712.0,48413.0,36.61626356805952,0.3242535462751675,16.768971332209105,6.857431233457533,0.43769248052320825,0.11050491022716001,0.20761829183612737,0.7977383196111497,[0.101 0.155 0.29  0.455],0.0,0.0,0.002834635596411406,19501488.095180195,[5.556 9.916 4.003 3.834],36.468253968145696
36,[1513. 2463.  794.  804.],10081.0,201.60000000059856,[26.713 36.198 42.138 96.551],8250.040223506701,8752.0,5901000000.0,27683025.101802554,4982.0,55190.0,40.918759168277326,0.4224977680785552,16.816982442218034,9.221897296896305,0.7481263353582884,0.16288066660053566,0.28995139371094136,1.2547366332705088,[0.133 0.18  0.209 0.479],0.0,0.0,0.0046912430269111256,29270833.33324643,[ 7.505 12.217  3.938  3.988],43.41269841256952
37,[1581. 2504.  814.  782.],10081.0,201.60000000059856,[27.033 38.086 42.172 94.309],8422.5451797177,8592.0,5896500000.0,25721703.052555554,4569.0,51062.0,41.774353634158246,0.43749628013093034,16.83245709751017,9.212540765192339,0.7420280215515225,0.1621862910425553,0.2668386072810237,1.2501735938894951,[0.134 0.189 0.209 0.468],0.0,0.0,0.004362198431706191,29248511.904675066,[ 7.842 12.421  4.038  3.879],42.61904761892108
38,[1523. 2497.  789.  795.],10081.0,201.60000000059856,[26.659 38.522 40.753 95.666],8294.755468845742,8600.0,5893500000.0,31210821.657002307,4941.0,54095.0,41.14053897850932,0.4171014780279655,16.818172800317427,9.004450047604864,0.7144428630117877,0.15782164467810733,0.29431604007538936,1.2453129649836325,[0.132 0.191 0.202 0.475],0.0,0.0,0.0052958041328586255,29233630.952294156,[ 7.555 12.386  3.914  3.943],42.658730158603504
39,[1562. 2487.  763.  825.],10081.0,201.60000000059856,[27.671 32.78  41.526 99.623],8375.702692888435,8656.0,5787000000.0,31129417.55417677,5174.0,54128.0,41.54202307752019,0.42995734550142994,16.776113480805474,9.466838772937095,0.7966338477666908,0.17002281519690507,0.3111794464834838,1.226366431901597,[0.137 0.163 0.206 0.494],0.0,0.0,0.005379197780227539,28705357.142771915,[ 7.748 12.336  3.785  4.092],42.93650793638046
40,[1465. 2371.  759.  824.],10081.0,201.60000000059856,[25.317 34.419 42.75  99.114],8077.160829776537,8412.0,5746500000.0,22111143.028194863,4763.0,53130.0,40.06130755767186,0.39996032139667964,16.782858843368714,8.727023305280458,0.7298916519636923,0.15256422973911318,0.2880666600535661,1.2130740997916873,[0.126 0.171 0.212 0.492],0.0,0.0,0.003847758292559795,28504464.285629656,[ 7.267 11.761  3.765  4.087],41.72619047606659
41,[1052. 1920.  832.  781.],10081.0,201.60000000059856,[20.193 31.006 57.316 93.085],7345.116425261682,6960.0,3804000000.0,9073161.173680522,3804.0,50410.0,36.43049511587538,0.31790496974506116,16.67493304235691,6.712377467116097,0.4201012249740886,0.10594187084614622,0.21585160202360876,0.7828588433687135,[0.1   0.154 0.284 0.462],0.0,0.0,0.0023851632948686963,18869047.618991595,[5.218 9.524 4.127 3.874],34.52380952370702
42,[1186. 1932.  686.  886.],10081.0,201.60000000059856,[ 26.752  20.509  49.501 104.838],7965.11511447447,9568.0,4059000000.0,9145764.656275881,5474.0,60165.0,39.50558037137083,0.4267037000297522,17.774030354131536,8.19871103319953,0.6433645086553794,0.14472770558476342,0.32724928082531496,0.8793770459279834,[0.133 0.102 0.246 0.52 ],0.0,0.0,0.00225320637010985,20133928.571368795,[5.883 9.583 3.403 4.395],47.46031746017655
43,[1225. 2036.  763.  805.],10081.0,201.60000000059856,[25.498 28.387 52.352 95.363],7944.264943947991,9344.0,4287000000.0,17636583.626217928,4659.0,54524.0,39.40216716570441,0.4287669874020373,17.79267929768872,8.065020005329574,0.6451644264280011,0.14512449161789506,0.2663426247396092,0.9182620771748834,[0.126 0.141 0.26  0.473],0.0,0.0,0.004113968655520861,21264880.952317815,[ 6.076 10.099  3.785  3.993],46.34920634906874
44,[1545. 2414.  687.  856.],10081.0,201.60000000059856,[ 29.925  29.849  38.86  102.966],8365.736052649587,9544.0,5754000000.0,25145525.481728546,5635.0,52024.0,41.49259028197076,0.4762225969645757,16.894355718678703,10.047709952393387,0.9286919094550917,0.1867870250967166,0.3467909929570479,1.2421386767185796,[0.148 0.148 0.193 0.511],0.0,0.0,0.004370094800439442,28541666.666581925,[ 7.664 11.974  3.408  4.246],47.34126984112928
45,[1209. 1971.  764.  842.],10081.0,201.60000000059856,[26.884 24.31  50.841 99.565],8070.843353994003,9480.0,4297500000.0,21550458.60065578,4698.0,51224.0,40.02997398073295,0.4498760043646385,17.70181529610158,8.348076795086802,0.6348898132717458,0.1481003868663823,0.2680289653804186,0.896042059319512,[0.133 0.121 0.252 0.494],0.0,0.0,0.005014650052508616,21316964.285650995,[5.997 9.777 3.79  4.177],47.02380952366991
46,[1534. 2427.  766.  821.],10081.0,201.60000000059856,[29.935 31.203 42.538 97.924],8405.823787214436,9632.0,5818500000.0,32147569.46917799,5283.0,49101.0,41.6914184466604,0.48733260589226207,16.92213074099792,9.928766047148073,0.904409906699412,0.18619184604701913,0.3184207915881361,1.2399563535363556,[0.148 0.155 0.211 0.486],0.0,0.0,0.00552506135072235,28861607.142771453,[ 7.609 12.039  3.8    4.072],47.777777777635926
47,[1259. 1982.  723.  857.],10081.0,201.60000000059856,[ 26.672  26.082  47.401 101.445],8016.346120328142,10272.0,4278000000.0,21088532.120960783,4540.0,53988.0,39.75967721619599,0.46947723440134187,18.06923916278147,8.354752142815588,0.6367076784190354,0.1421485963694078,0.2584069040769765,0.913302251760738,[0.132 0.129 0.235 0.503],0.0,0.0,0.004929530650060959,21220238.09517509,[6.245 9.831 3.586 4.251],50.952380952229674
48,[1146. 1853.  680.  886.],10081.0,201.60000000059856,[ 26.083  19.484  51.182 104.851],7862.309155306686,9524.0,4002000000.0,13636290.901636215,5076.0,57780.0,38.99568076236525,0.42265648249180965,17.98869159805575,7.726950978820279,0.5957996931500211,0.13659359190556492,0.30125979565519295,0.848328538835433,[0.129 0.097 0.254 0.52 ],0.0,0.0,0.0034073690408886093,19851190.476131536,[5.685 9.191 3.373 4.395],47.242063491923226
