id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,disconnects,cell_traffic,cell_dropped_traffic,num_requests,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
21,[ 831. 1496.  771.  689.],10081.0,201.60000000059856,[16.176 21.783 82.583 81.058],6900.228717648484,5848.0,31470.0,2857500000.0,5774724.818296402,2765.0,34.22392975721512,0.2637833548259086,16.569387957543896,5.290440995897474,0.3431899068612123,0.08332506695764309,0.15474655292133718,0.5656184902291439,[0.08  0.108 0.41  0.402],0.0,0.0,0.0020209010737695194,14174107.142815059,[4.122 7.421 3.824 3.418],29.00793650785038
22,[1064. 1863.  801.  720.],10081.0,201.60000000059856,[19.326 27.455 69.157 85.662],7341.071132404652,6304.0,34309.0,4176000000.0,21776501.975066386,3600.0,36.410431169558045,0.3072711040571334,16.524947921833153,6.508665825271411,0.49859951589854495,0.1140759845253447,0.21069338359289752,0.8526931851998809,[0.096 0.136 0.343 0.425],0.0,0.0,0.005214679591730456,20714285.714224212,[5.278 9.241 3.973 3.571],31.26984126974843
23,[1120. 1944.  826.  745.],10081.0,201.60000000059856,[20.065 28.661 64.322 88.552],7428.096989187396,6504.0,33616.0,4248000000.0,20546468.441639423,3610.0,36.84206422571694,0.3136196805872395,16.540025791092155,6.793367465339011,0.49379926450983197,0.11596071818271997,0.21366927884138479,0.8725324868564627,[0.1   0.142 0.319 0.439],0.0,0.0,0.004836739275338848,21071428.57136601,[5.556 9.643 4.097 3.695],32.26190476180898
24,[1077. 1918.  870.  731.],10081.0,201.60000000059856,[19.132 30.015 64.629 87.824],7337.245295804822,5976.0,32979.0,4017000000.0,15870586.745791528,3316.0,36.39145568795949,0.30258902886618044,16.48328538835433,6.255010566072345,0.414823534256533,0.10633865687927785,0.195020335284198,0.8373177264160302,[0.095 0.149 0.321 0.436],0.0,0.0,0.003950855550358857,19925595.238036077,[5.342 9.514 4.315 3.626],29.64285714276913
25,[1152. 1912.  807.  756.],10081.0,201.60000000059856,[20.317 27.759 63.154 90.37 ],7438.608413329456,6640.0,34312.0,4222500000.0,17103755.569141284,3590.0,36.89419905431531,0.32631683364745107,16.59041761729987,6.869376861367525,0.5304789212794512,0.12042456105545085,0.211288562642595,0.8739212379724234,[0.101 0.138 0.313 0.448],0.0,0.0,0.0040506229885473735,20944940.47612829,[5.714 9.484 4.003 3.75 ],32.936507936410145
26,[1171. 1950.  772.  772.],10081.0,201.60000000059856,[20.541 27.785 60.882 92.392],7503.8118265752755,7136.0,34388.0,4159500000.0,5608111.715713525,3675.0,37.217596600421174,0.33012597956551415,16.639619085408192,6.741647128436747,0.4802484954981102,0.11358000198393016,0.22001785537149093,0.8727308798730284,[0.102 0.138 0.302 0.458],0.0,0.0,0.0013482658289971211,20632440.47612922,[5.809 9.673 3.829 3.829],35.3968253967203
27,[ 784. 1486.  803.  670.],10081.0,201.60000000059856,[15.175 23.374 84.072 78.979],6789.49673661081,5496.0,33689.0,2823000000.0,11211315.362745142,2732.0,33.67471846350524,0.24378533875607533,16.54161293522468,4.801316371953895,0.3141781554359786,0.0775716694772344,0.15643289356214662,0.5581787521079258,[0.075 0.116 0.417 0.392],0.0,0.0,0.003971418832003238,14002976.190434616,[3.889 7.371 3.983 3.323],27.26190476182382
28,[ 829. 1471.  728.  660.],10081.0,201.60000000059856,[16.212 21.132 86.572 77.684],6854.281147506008,5752.0,32113.0,2917500000.0,14784956.054727674,2911.0,33.996037831104175,0.26275171113976625,16.584465826802898,5.5576501145486,0.4485023802576654,0.09026882253744668,0.16734450947326654,0.603412359884932,[0.08  0.105 0.429 0.385],0.0,0.0,0.0050676798816547295,14471726.190433223,[4.112 7.297 3.611 3.274],28.53174603166132
29,[1040. 1840.  791.  705.],10081.0,201.60000000059856,[18.844 28.703 69.885 84.168],7305.561071980511,6128.0,34894.0,4191000000.0,16722168.91305007,3461.0,36.23430746940804,0.29243130641801107,16.48765003471878,6.299254131422955,0.4393748578469524,0.10941374863604801,0.2067255232615812,0.8575538141057435,[0.093 0.142 0.347 0.418],0.0,0.0,0.003990018829169666,20788690.476128753,[5.159 9.127 3.924 3.497],30.39682539673515
30,[1100. 1891.  802.  747.],10081.0,201.60000000059856,[19.723 27.146 65.765 88.966],7401.265630556881,6344.0,34249.0,4194000000.0,16591624.472162751,3550.0,36.70898537128518,0.3144132526535025,16.53447078662831,6.665858557776356,0.49419348546728326,0.11318321595079853,0.21069338359289752,0.8763019541712131,[0.098 0.135 0.326 0.441],0.0,0.0,0.0039560382623182525,20803571.428509664,[5.456 9.38  3.978 3.705],31.46825396816054
31,[1144. 1976.  802.  754.],10081.0,201.60000000059856,[20.398 29.461 61.089 90.652],7460.656166897011,6504.0,35291.0,4098000000.0,11915280.297232006,3800.0,37.00355206278463,0.3241741890685404,16.51026683860728,7.010745218248537,0.5472673827575899,0.12320206328737228,0.22408491221109017,0.8534867572661442,[0.101 0.146 0.303 0.45 ],0.0,0.0,0.002907584259939484,20327380.952320598,[5.675 9.802 3.978 3.74 ],32.26190476180898
32,[1122. 1933.  781.  755.],10081.0,201.60000000059856,[19.86  29.861 61.992 89.887],7388.627959733852,6584.0,35214.0,4107000000.0,10288671.864400713,3638.0,36.646304730361116,0.30552524551135446,16.54637436762226,6.376185923242629,0.48543032000493735,0.11020732070231128,0.22408491221109017,0.8846344608669775,[0.099 0.148 0.307 0.446],0.0,0.0,0.002505155068030366,20372023.809463326,[5.565 9.588 3.874 3.745],32.6587301586332
33,[1114. 1903.  795.  729.],10081.0,201.60000000059856,[19.299 28.98  65.534 87.787],7370.485865604677,6464.0,35027.0,4131000000.0,9884167.572068544,3650.0,36.55632311083355,0.3040968157920807,16.528915782164468,6.5445253807396355,0.43921317047572617,0.1093145521277651,0.21555401249876005,0.8713421287570677,[0.096 0.144 0.325 0.435],0.0,0.0,0.002392681571548909,20491071.42851059,[5.526 9.439 3.943 3.616],32.063492063396865
34,[ 869. 1565.  781.  694.],10081.0,201.60000000059856,[16.428 24.293 78.906 81.973],6919.249282362575,5712.0,32755.0,2937000000.0,7567567.730348651,2901.0,34.31826843747551,0.2595774228747136,16.575736534074,5.56651310587011,0.331266574489249,0.08540819363158417,0.16248388056740404,0.5718678702509672,[0.081 0.121 0.391 0.407],0.0,0.0,0.002576631845539207,14568452.380909126,[4.311 7.763 3.874 3.442],28.33333333324921
35,[ 850. 1541.  765.  687.],10081.0,201.60000000059856,[15.84  24.113 81.1   80.547],6843.837581742278,5800.0,32919.0,2922000000.0,14994178.923744809,2864.0,33.94423956821414,0.2563237774030343,16.582481896637237,5.257678409052232,0.3427548792720921,0.08382104949905764,0.16149191548457495,0.5919055649241147,[0.079 0.12  0.402 0.4  ],0.0,0.0,0.005131478071096786,14494047.619004587,[4.216 7.644 3.795 3.408],28.76984126975585
36,[1136. 1951.  799.  707.],10081.0,201.60000000059856,[20.166 31.071 66.717 83.646],7422.507602876523,6688.0,36122.0,4287000000.0,14833973.882040327,3729.0,36.81434184544253,0.32893562146611965,16.600734054161293,7.052207958886627,0.5009386240568713,0.11953179248090468,0.21664517408987205,0.8787818668782859,[0.1   0.154 0.331 0.415],0.0,0.0,0.0034602225057243593,21264880.952317815,[5.635 9.678 3.963 3.507],33.174603174504675
37,[1147. 1920.  822.  719.],10081.0,201.60000000059856,[20.112 28.757 66.675 86.056],7468.733216077252,6560.0,32476.0,4303500000.0,16600684.181432063,3381.0,37.04361281658008,0.32711040571371425,16.586449756968555,6.732916761235961,0.49085753585628894,0.11804384485666104,0.20295605594683067,0.8961412558277949,[0.1   0.143 0.331 0.427],0.0,0.0,0.0038574844153438045,21346726.190412812,[5.689 9.524 4.077 3.566],32.539682539585925
38,[1114. 1939.  825.  725.],10081.0,201.60000000059856,[19.75  29.138 66.758 85.954],7409.247486361312,6584.0,37230.0,4159500000.0,7560103.440847574,3844.0,36.748573982555854,0.31433389544687607,16.545184009522863,6.729444946341122,0.501769120051999,0.11576232516615415,0.22874714810038688,0.865687927784942,[0.098 0.145 0.331 0.426],0.0,0.0,0.0018175510135467181,20632440.47612922,[5.526 9.618 4.092 3.596],32.6587301586332
39,[1142. 1993.  823.  731.],10081.0,201.60000000059856,[19.36  29.165 65.482 87.593],7409.849044489649,6568.0,33390.0,4090500000.0,7062387.5116435215,3354.0,36.751557605848774,0.302192242833049,16.59279833349866,6.259002338917747,0.42028374548831204,0.10594187084614622,0.20067453625632378,0.864497569685547,[0.096 0.145 0.325 0.434],0.0,0.0,0.001726534045139597,20290178.57136833,[5.665 9.886 4.082 3.626],32.57936507926835
40,[1098. 1901.  790.  747.],10081.0,201.60000000059856,[19.796 27.461 65.423 88.92 ],7370.246632520206,6744.0,35766.0,4173000000.0,12967486.807717636,3662.0,36.555136556500734,0.30965182025592325,16.58208511060411,6.599938838942503,0.5317240916520973,0.11576232516615415,0.21714115663128658,0.8592401547465529,[0.098 0.136 0.325 0.441],0.0,0.0,0.003107473474171492,20699404.761843305,[5.446 9.43  3.919 3.705],33.45238095228163
41,[ 860. 1570.  767.  701.],10081.0,201.60000000059856,[15.939 23.953 79.093 82.615],6873.425793889212,5704.0,32671.0,2943000000.0,8208468.80857929,2771.0,34.090991934780114,0.24545184009522816,16.548358297787917,5.291690952804688,0.3438864268503181,0.08471381807360381,0.15246503323083027,0.5798035909135998,[0.079 0.119 0.392 0.41 ],0.0,0.0,0.002789150121841417,14598214.285670944,[4.266 7.788 3.805 3.477],28.29365079356679
42,[ 880. 1439.  698.  763.],10081.0,201.60000000059856,[19.118 16.638 76.238 89.606],7182.812827005475,7588.0,34698.0,2914500000.0,11859964.539274655,3470.0,35.62549760443861,0.31465132427338244,17.692292431306416,5.910957115388095,0.42709195409280926,0.10008927685745461,0.19680587243329034,0.5867473464934034,[0.095 0.083 0.378 0.444],0.0,0.0,0.004069296462266137,14456845.238052316,[4.365 7.138 3.462 3.785],37.63888888877714
43,[ 899. 1460.  672.  732.],10081.0,201.60000000059856,[18.989 18.149 78.412 86.05 ],7271.366656836028,7724.0,33840.0,3138000000.0,10176747.968024455,3288.0,36.064709140152324,0.3268723340938371,17.720464239658764,5.910891251469364,0.41621498270591717,0.09830373970836226,0.18658863208015078,0.6411070330324372,[0.094 0.09  0.389 0.427],0.0,0.0,0.003243068186113593,15565476.190429976,[4.459 7.242 3.333 3.631],38.31349206337831
44,[1192. 1897.  731.  741.],10081.0,201.60000000059856,[22.613 25.692 65.327 87.968],7571.152593612456,7368.0,32260.0,4189500000.0,19701084.799399506,3866.0,37.55159504817997,0.36916972522566616,16.65549052673346,7.464670894332413,0.6087000381279181,0.1362960023807162,0.22626723539331414,0.8767979367126277,[0.112 0.127 0.324 0.436],0.0,0.0,0.004702490702804513,20781249.9999383,[5.913 9.41  3.626 3.676],36.54761904751054
45,[ 958. 1606.  730.  745.],10081.0,201.60000000059856,[20.2   20.991 72.736 87.673],7347.870722403137,7996.0,35517.0,3193500000.0,10633937.879012458,3504.0,36.44415594883775,0.3284594782263626,17.604602717984328,6.137353291749319,0.4733722912315581,0.1070330324372582,0.20146810832258705,0.6696756274179149,[0.1   0.104 0.361 0.435],0.0,0.0,0.003329869384378412,15840773.809476778,[4.752 7.966 3.621 3.695],39.66269841258065
46,[1257. 1995.  719.  762.],10081.0,201.60000000059856,[23.132 25.313 62.778 90.377],7652.997029798577,7992.0,33592.0,4225500000.0,15645846.301461427,3884.0,37.95752916278248,0.37694673147504565,16.82055351651622,7.585642874746353,0.5821427878064607,0.13609760936415038,0.2327150084317032,0.8914790199384982,[0.115 0.126 0.311 0.448],0.0,0.0,0.003702720696121507,20959821.428509198,[6.235 9.896 3.566 3.78 ],39.642857142739444
47,[ 915. 1487.  692.  761.],10081.0,201.60000000059856,[19.743 18.688 73.512 89.657],7275.4620620085025,7752.0,38009.0,3145500000.0,24565734.837686338,3704.0,36.08502163480766,0.32988790794563666,17.630790596171014,5.973291674540166,0.4416656099641819,0.10485070925503422,0.21476044043249679,0.6605495486558873,[0.098 0.093 0.365 0.445],0.0,0.0,0.007809802841419913,15602678.571382247,[4.539 7.376 3.433 3.775],38.452380952266786
48,[ 870. 1459.  712.  777.],10081.0,201.60000000059856,[19.588 17.344 73.916 90.752],7202.457321189464,7384.0,34725.0,3031500000.0,18074123.900446177,3632.0,35.72293086594001,0.3206031147703566,17.75577819660748,5.8525953310652135,0.4181724324541849,0.10078365241543498,0.20613034421188375,0.6108520980061501,[0.097 0.086 0.367 0.45 ],0.0,0.0,0.005962105855334381,15037202.380907735,[4.315 7.237 3.532 3.854],36.62698412687538
