id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,disconnects,cell_traffic,cell_dropped_traffic,num_requests,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[5309. 5364.  238.   20.],10081.0,201.60000000059856,[ 68.66  123.303   7.049   2.588],17572.349463084916,8320.0,40963.0,16018500000.0,30749685.854894295,6572.0,2282.0,87.15578545323652,3.370379922626666,32.374566015276265,26.161458342010285,3.0703203601042897,0.7209602222001785,0.007935720662632675,2.266243428231326,[0.341 0.612 0.035 0.013],0.3472306755934267,0.0019196357870521145,79456845.23785932,[26.334 26.607  1.181  0.099],41.26984126971874
1,[4322. 4080. 1714.  141.],10081.0,201.60000000059856,[75.894 48.635 57.503 19.568],16166.017137745575,19488.0,128248.0,34249500000.0,74155086.78609431,19732.0,13257.0,80.18062264529351,4.351155639321531,39.30641801408591,39.254757904001416,4.914943904760728,1.070528717389148,0.04245610554508481,5.530304533280429,[0.376 0.241 0.285 0.097],0.6718528278937766,0.002165143630887876,169888392.85663846,[21.438 20.238  8.502  0.699],96.66666666637965
2,[3840. 3336. 1924.   31.],10081.0,201.60000000059856,[87.223 40.816 69.513  4.048],17831.879246457367,13240.0,34211.0,30696000000.0,99876985.96222831,16260.0,9015.0,88.44300786854433,5.724194028370422,42.58585457791886,47.29274082008403,8.059248651794443,1.6268227358396985,0.01726019244122607,5.187183811129848,[0.433 0.202 0.345 0.02 ],0.5544280442804428,0.0032537459591552094,152261904.7614527,[19.048 16.548  9.544  0.154],65.67460317440819
3,[4243. 4122. 1583.  126.],10081.0,201.60000000059856,[75.707 58.334 50.88  16.679],16318.52674404801,18668.0,134197.0,37819500000.0,122127739.72040327,19854.0,13389.0,80.93704366653333,4.191330225176101,38.25929967265152,38.801049000006124,5.2269238773565085,1.143140561452237,0.0329332407499256,6.679000099196508,[0.376 0.289 0.252 0.083],0.6743729223330311,0.0032292267142718244,187596726.1899192,[21.047 20.446  7.852  0.625],92.59920634893142
4,[3370. 2962. 1810.   18.],10081.0,201.60000000059856,[92.026 34.733 72.416  2.425],18261.00245795994,12780.0,30081.0,30961500000.0,71422603.49776644,14604.0,7045.0,90.57138407875615,5.956869358198829,43.25086796944748,48.68157893604321,7.213470579663659,1.5693879575438945,0.018648943557186787,5.038686638230335,[0.456 0.172 0.359 0.012],0.4824020816214736,0.002306819872996025,153578869.04716307,[16.716 14.692  8.978  0.089],63.39285714266893
5,[4985. 5035. 1537.   59.],10081.0,201.60000000059856,[79.677 60.556 53.9    7.467],16806.865178969743,20800.0,133398.0,35664000000.0,58787841.8223866,16064.0,9213.0,83.35911704676278,4.480904672155608,39.23142545382402,42.64848488550024,4.785477668353705,1.125681975994445,0.03551234996528122,5.4004563039381015,[0.395 0.3   0.267 0.037],0.5735184262948207,0.0016483804907578118,176904761.90423667,[24.727 24.975  7.624  0.293],103.17460317429685
6,[5296. 5391.  277.   25.],10081.0,201.60000000059856,[ 66.284 123.022   8.597   3.697],17273.92979768081,9792.0,50518.0,16012500000.0,14450991.388213443,6232.0,2125.0,85.67567601268601,3.1704791191349715,32.66739410772741,25.277691910971907,2.508135780220108,0.605693879575439,0.010217240353139569,1.941474060113084,[0.329 0.61  0.043 0.018],0.34098202824133506,0.000902481897780699,79427083.33309752,[26.27  26.741  1.374  0.124],48.571428571284365
7,[5042. 3767. 2307.   36.],10081.0,201.60000000059856,[85.904 26.874 83.488  5.334],17571.942994117107,18276.0,66316.0,32703000000.0,76722066.83569463,21514.0,15061.0,87.1537694381334,6.546175974606008,56.071818271996825,42.666948285167265,5.887170113239618,1.269814502529511,0.031643686142247794,5.194226763217935,[0.426 0.133 0.414 0.026],0.7000557776331691,0.00234602534433216,162217261.90428028,[25.01  18.686 11.443  0.179],90.65476190449274
8,[3804. 3308. 1782.  246.],10081.0,201.60000000059856,[63.071 37.463 66.334 34.732],13874.439661134142,16924.0,132196.0,24870000000.0,66190070.27711729,19884.0,15657.0,68.81479843831481,2.877968455510379,33.62483880567404,25.78908853691434,3.6996380171031875,0.82025592699137,0.04870548556690805,4.572463049300665,[0.313 0.186 0.329 0.172],0.7874170187085093,0.002661442311102424,123363095.23772897,[18.869 16.409  8.839  1.22 ],83.94841269816345
9,[4678. 3642. 2233.   71.],10081.0,201.60000000059856,[87.776 38.614 66.311  8.899],16605.939301403017,20300.0,70624.0,31983000000.0,121283321.28512768,22075.0,16099.0,82.36255977284947,4.448209503025494,39.0742981847039,38.46062814788621,6.416266875072787,1.3190159706378335,0.03442118837416923,6.007836524154349,[0.435 0.192 0.329 0.044],0.729286523216308,0.00379211835303529,158645833.33286232,[23.204 18.065 11.076  0.352],100.69444444414547
