id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,disconnects,cell_traffic,cell_dropped_traffic,num_requests,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
10,[4656. 4047. 1798.  151.],10081.0,201.60000000059856,[76.808 42.025 63.015 19.752],15015.309071329812,18088.0,92053.0,23838000000.0,93524453.56056136,20137.0,15314.0,74.47331153322556,3.2399166749330828,35.59686539033826,30.231061792910186,5.3352136169303455,1.0590219224283306,0.03987699632972919,4.650233111794464,[0.381 0.208 0.313 0.098],0.7604906391220142,0.00392333474119311,118244047.61869656,[23.095 20.074  8.919  0.749],89.72222222195583
11,[4861. 3442. 2564.   68.],10081.0,201.60000000059856,[80.352 38.885 73.401  8.962],15932.757666836142,17424.0,75510.0,26544000000.0,76757473.44801603,16560.0,11509.0,79.02369639338862,3.961591111992822,37.16417022120822,35.26465370769039,5.8299373170347,1.169030850114076,0.0364051185398274,4.764507489336375,[0.399 0.193 0.364 0.044],0.6949879227053141,0.002891707106992768,131666666.66627574,[24.112 17.073 12.718  0.337],86.42857142831483
12,[4064. 3808. 1719.  175.],10081.0,201.60000000059856,[58.258 53.64  67.356 22.346],13875.229585622212,17776.0,88342.0,21831000000.0,42819296.54873414,13778.0,10224.0,68.81871632586558,2.5326852494792584,34.05376450748933,22.04276376509448,2.722186929501216,0.6473564130542605,0.03948021029659756,3.8188671758754094,[0.289 0.266 0.334 0.111],0.7420525475395559,0.0019613987700395834,108288690.47586897,[20.159 18.889  8.527  0.868],88.17460317434139
13,[4870. 4344. 1490.  107.],10081.0,201.60000000059856,[87.619 46.48  52.358 15.143],17392.72026088385,15876.0,37930.0,31275000000.0,45783256.48151414,14559.0,8953.0,86.26485597104748,5.785775220712466,51.62384684059121,36.11863192044874,3.958892206695816,0.9223291340144827,0.04374566015276262,4.555302053367721,[0.435 0.231 0.26  0.075],0.6149460814616389,0.0014638930929341053,155133928.57096797,[24.157 21.548  7.391  0.531],78.74999999976619
14,[4887. 3811. 2329.  104.],10081.0,201.60000000059856,[80.239 30.317 76.911 14.133],16585.70687541471,20736.0,52000.0,31062000000.0,141155922.92776477,27176.0,21168.0,82.26221047224496,5.668643983731906,50.156928876103564,37.66566120647974,7.055782086308618,1.3289356214661243,0.034619581390735045,5.626921932347981,[0.398 0.15  0.382 0.07 ],0.7789225787459523,0.004544328212213147,154077380.9519235,[24.241 18.904 11.553  0.516],102.85714285683747
15,[3815. 3487. 1543.  230.],10081.0,201.60000000059856,[73.489 41.722 54.287 32.102],14905.664903665938,21412.0,95572.0,30627000000.0,154986940.3125348,22733.0,17420.0,73.9294956039319,3.31324273385578,32.92094038289852,29.647522876854396,5.6440819599653755,1.0903680190457297,0.0410673544291241,6.049697450649737,[0.365 0.207 0.269 0.159],0.766286895702283,0.005060467571506671,151919642.8566918,[18.924 17.297  7.654  1.141],106.21031746000212
16,[4861. 4357. 1535.   83.],10081.0,201.60000000059856,[95.953 41.298 53.442 10.907],17263.200407110537,19704.0,69142.0,34023000000.0,191233401.8376731,25915.0,19037.0,85.62246010866714,4.600495982541492,38.957643090963195,41.74635004764822,8.555387461304107,1.675925007439738,0.02618787818668783,6.866084713818074,[0.476 0.205 0.265 0.054],0.7345938645572062,0.005620709574043238,168764880.9518799,[24.112 21.612  7.614  0.412],97.73809523780506
17,[4291. 3770. 1688.  148.],10081.0,201.60000000059856,[88.547 37.047 55.709 20.297],16843.84164543578,21824.0,76974.0,39793500000.0,232370840.25175825,28469.0,21294.0,83.54251386486587,4.9413351850016065,42.422378732268626,42.46031587378299,8.283019817890862,1.6401150679496082,0.027675825810931455,7.982541414542208,[0.439 0.184 0.276 0.101],0.7479714777477255,0.005839416996538587,197388392.8565568,[21.285 18.7    8.373  0.734],108.25396825364685
18,[5041. 4678. 1489.  101.],10081.0,201.60000000059856,[92.871 43.366 52.16  13.203],17620.501592434175,21964.0,68128.0,39981000000.0,218563688.49885517,23170.0,15485.0,87.39461160813882,5.092351949211426,42.36167046919948,47.51384947856871,10.83974667592244,1.9976192838012101,0.02866779089376054,8.220017855371491,[0.461 0.215 0.259 0.065],0.6683211048769961,0.005466688889693984,198318452.38036355,[25.005 23.204  7.386  0.501],108.94841269808923
19,[3919. 3135. 2102.  113.],10081.0,201.60000000059856,[83.415 32.708 70.246 15.231],16756.547620297813,21336.0,73167.0,42987000000.0,175149748.02540812,24049.0,17388.0,83.10955074048674,5.35224680091267,47.28102370796548,40.79869370127936,6.80797332255429,1.4122606884237674,0.027675825810931455,8.041067354429124,[0.414 0.162 0.348 0.076],0.7230238263545262,0.004074481774150513,213229166.6660336,[19.439 15.551 10.427  0.561],105.83333333301911
20,[4383. 2808. 2793.  137.],10081.0,201.60000000059856,[76.006 28.443 77.862 19.289],16382.970454431705,15784.0,65447.0,31615500000.0,104694707.86966242,16030.0,9565.0,81.25667321907962,5.960599146910214,50.189465330820354,43.69348966867426,8.484810809452352,1.5085804979664716,0.043646463644479716,5.298383096914988,[0.377 0.141 0.386 0.096],0.5966936993137867,0.0033114993553688037,156822916.66620106,[21.741 13.929 13.854  0.68 ],78.29365079341834
21,[4698. 3659. 2201.   87.],10081.0,201.60000000059856,[84.249 31.61  74.398 11.343],17184.010689511462,19572.0,54196.0,32104500000.0,165776797.0308363,30572.0,24369.0,85.22969293478116,5.965122507687932,51.05763317131237,37.1633378155177,7.102167995911024,1.335780180537645,0.03620672552326158,6.054756472572166,[0.418 0.157 0.369 0.056],0.7971019233285359,0.00516366232244191,159248511.9042891,[23.304 18.15  10.918  0.432],97.08333333304509
22,[4050. 3523. 1781.  183.],10081.0,201.60000000059856,[72.266 38.806 64.193 26.335],14779.772618582248,19320.0,103362.0,26455500000.0,120861426.0265024,23607.0,18754.0,73.30509184892908,3.2526931851998913,33.18519988096419,28.312891033293926,4.910803346882046,1.0045630393810139,0.03650431504811031,5.271996825711735,[0.358 0.192 0.318 0.131],0.7944253823018597,0.004568480128007499,131227678.57103895,[20.089 17.475  8.834  0.908],95.8333333330488
23,[4636. 3712. 1920.   71.],10081.0,201.60000000059856,[94.059 35.203 63.032  9.306],17259.01392800053,20752.0,78832.0,36955500000.0,240082005.77757582,32616.0,25556.0,85.60169590318255,5.040372978871189,42.82075190953278,42.975605731285924,9.376666398539749,1.701021724035314,0.026882253744668187,7.56889197500248,[0.467 0.175 0.313 0.046],0.7835418199656611,0.006496516236489178,183311011.90421766,[22.996 18.413  9.524  0.352],102.93650793620232
24,[4397. 3934. 1736.  192.],10081.0,201.60000000059856,[78.563 41.319 55.952 25.766],15561.191343260192,20404.0,94862.0,30813000000.0,170827207.98155084,27192.0,21022.0,77.18079229867594,3.8925503422279424,36.433290348179746,36.51191848808693,7.320434440153828,1.442118837416923,0.03213966868366234,6.310187481400654,[0.39  0.205 0.278 0.128],0.7730950279493969,0.005543997922355852,152842261.9043081,[21.811 19.514  8.611  0.952],101.21031746001697
25,[4314. 3143. 2413.   95.],10081.0,201.60000000059856,[77.955 35.177 75.928 12.54 ],15933.575551971175,18984.0,117812.0,33598500000.0,194270369.65372872,27659.0,21711.0,79.02775296086854,4.403610752901478,40.59398869159806,38.029114018344046,9.36933349052866,1.5620474159309592,0.02301358992163476,7.00307509175677,[0.387 0.174 0.377 0.062],0.78495245670487,0.005782114369800102,166659226.18998137,[21.399 15.59  11.969  0.471],94.16666666638709
26,[3912. 3777. 1758.  199.],10081.0,201.60000000059856,[63.412 50.957 60.663 26.568],14413.825388006364,17852.0,117862.0,24651000000.0,83160436.76763459,18825.0,14320.0,71.49005747448162,3.0383493701022135,34.34659259994048,27.60289098834116,4.322870718547302,0.9168733260589227,0.03838904870548557,4.717686737426843,[0.315 0.253 0.301 0.132],0.7606905710491367,0.0033735116939529667,122276785.71392266,[19.405 18.735  8.72   0.987],88.55158730132439
27,[3482. 3087. 1551.  196.],10081.0,201.60000000059856,[75.921 38.214 57.625 29.84 ],16343.57990095612,13216.0,36934.0,31363500000.0,136025754.97093365,17465.0,11958.0,81.06130295087158,5.23083027477453,48.637238369209406,33.16840594016422,5.891743294749124,1.1729987104453923,0.031346096617399066,5.605793076083722,[0.377 0.19  0.286 0.148],0.6846836530203264,0.004337071913878669,155572916.66620478,[17.272 15.312  7.693  0.972],65.55555555536093
28,[5005. 3907. 2268.   77.],10081.0,201.60000000059856,[84.564 31.78  74.642 10.614],17272.653523852856,20624.0,59627.0,31447500000.0,161080020.8567852,32126.0,25355.0,85.66934591732935,6.021307409979337,49.74863604801111,40.81343301186984,8.188835122188376,1.5323876599543695,0.03035413153456998,6.063485765301062,[0.419 0.158 0.37  0.053],0.7892361327273859,0.005122188436498456,155989583.3328702,[24.826 19.38  11.25   0.382],102.30158730128356
29,[4168. 3523. 1753.  159.],10081.0,201.60000000059856,[83.024 38.279 57.562 22.735],16095.681232296483,20552.0,89217.0,32520000000.0,159394492.40142003,29454.0,23336.0,79.83176883392156,4.110227160003968,36.176966570776706,35.491631029393155,6.381377746942001,1.3209999008034916,0.03422279535760341,6.629203452038488,[0.412 0.19  0.286 0.113],0.7922862769063624,0.004901429655640222,161309523.80904487,[20.675 17.475  8.695  0.789],101.94444444414177
30,[4365. 3854. 1607.  117.],10081.0,201.60000000059856,[89.579 41.493 55.338 15.19 ],17012.368323960316,21568.0,88986.0,37299000000.0,223119818.61404145,34766.0,27336.0,84.37837676797565,4.751433389544713,41.32169427636147,43.13058358085936,9.865340509070213,1.8062692193234797,0.02787421882749727,7.802003769467315,[0.444 0.206 0.274 0.075],0.7862854513029972,0.005981924947425975,185014880.95183164,[21.652 19.117  7.971  0.58 ],106.98412698380935
31,[4478. 3836. 1823.  150.],10081.0,201.60000000059856,[83.711 38.426 58.774 20.689],16328.406033650386,19920.0,92220.0,35599500000.0,197236318.04790795,27924.0,21348.0,80.98604321817756,4.6330324372582785,40.41067354429124,39.73672661670722,6.702319384374877,1.399761928380121,0.034024402341037596,7.315345699831366,[0.415 0.191 0.292 0.103],0.7645036527718092,0.005540423827523081,176584821.42804715,[22.212 19.028  9.043  0.744],98.80952380923044
32,[5007. 4543. 1588.  126.],10081.0,201.60000000059856,[88.85  44.362 51.536 16.852],17143.602956675302,20216.0,83182.0,37185000000.0,200821385.13633594,26811.0,19689.0,85.02927763452858,4.853804186092623,42.31484971728995,42.78324601032981,9.709599515076713,1.801904572959032,0.03154448963396488,7.798234302152564,[0.441 0.22  0.256 0.084],0.7343627615530939,0.005400601993716174,184449404.76135713,[24.836 22.535  7.877  0.625],100.27777777748005
33,[3777. 3493. 1724.  171.],10081.0,201.60000000059856,[79.284 39.271 60.245 22.8  ],16096.316971957134,22184.0,87243.0,38215500000.0,152434292.38524443,24742.0,18299.0,79.83492199164859,4.445828786826733,40.153952980855074,38.56637721313453,6.393996964379423,1.305624442019641,0.03571074298184704,7.304830869953378,[0.393 0.195 0.299 0.113],0.7395925955864522,0.0039888080068360855,189561011.9041991,[18.735 17.326  8.552  0.848],110.03968253935582
34,[3991. 2922. 2259.  173.],10081.0,201.60000000059856,[74.787 31.673 66.63  28.51 ],16172.851579486218,15088.0,75109.0,31116000000.0,145385353.2756212,20356.0,13956.0,80.21452028313234,5.494613629600466,46.303739708362265,41.23596039812266,7.5215709122089685,1.4514433091955163,0.04334887411963099,5.638428727308798,[0.371 0.157 0.331 0.141],0.6855963843584201,0.004672366411994511,154345238.09477985,[19.797 14.494 11.205  0.858],74.84126984104763
35,[4053. 3252. 1996.  178.],10081.0,201.60000000059856,[71.015 35.269 68.111 27.205],15398.10390486992,21320.0,59631.0,31105500000.0,126436665.57023598,33242.0,28159.0,76.37190707702015,4.809840293621776,45.93710941374864,30.31260726547322,5.415210453383186,1.04434083920246,0.031048507092550342,5.918162880666601,[0.352 0.175 0.338 0.135],0.8470910294206124,0.004064768789128481,154293154.76144665,[20.104 16.131  9.901  0.883],105.75396825365426
36,[3154. 2567. 1858.  289.],10081.0,201.60000000059856,[51.909 32.756 73.882 43.053],12598.55247685283,18588.0,102719.0,25407000000.0,85474749.86831945,24331.0,21172.0,62.4866207561367,2.225096716595602,28.590020831266738,19.016309602801044,2.9209509807949043,0.6054954865588731,0.05793076083721853,4.74863604801111,[0.257 0.162 0.366 0.214],0.8701656323209075,0.003364220485233182,126026785.71391153,[15.645 12.733  9.216  1.434],92.2023809521072
37,[4683. 3833. 2013.   64.],10081.0,201.60000000059856,[88.296 44.782 60.136  8.386],17123.581487214637,19448.0,86818.0,37353000000.0,210692562.13595313,31262.0,24580.0,84.92997464147065,4.816506298978329,40.362265648249185,41.48412319152707,8.905603890437986,1.6324769368118242,0.022418410871937307,7.777105445888305,[0.438 0.222 0.298 0.042],0.7862580768984709,0.005640579394853242,185282738.094688,[23.229 19.013  9.985  0.317],96.46825396796756
38,[3394. 2926. 1930.  244.],10081.0,201.60000000059856,[54.617 36.828 73.263 36.892],13439.55667854521,19672.0,99029.0,29931000000.0,142320707.80275238,19823.0,16079.0,66.65785476909188,2.886697748239259,31.666699732169427,24.019240164998752,4.237908652644432,0.7925801011804384,0.02797341533578018,5.679297688721357,[0.271 0.183 0.363 0.183],0.8111284871109318,0.004754960001428364,148467261.9043211,[16.835 14.514  9.573  1.21 ],97.57936507907536
39,[4265. 3440. 2022.  126.],10081.0,201.60000000059856,[80.459 42.591 61.608 16.942],16229.385999312459,19576.0,90444.0,36949500000.0,188110903.05545008,24978.0,18991.0,80.49492113536002,4.437813708957426,38.373177264160304,38.46975060783746,7.746350792397217,1.465826802896538,0.026882253744668187,7.466521178454518,[0.399 0.211 0.306 0.084],0.7603090719833453,0.0050910270248704335,183281249.99945584,[21.156 17.063 10.03   0.625],97.1031746028863
40,[3564. 3566. 1845.  171.],10081.0,201.60000000059856,[58.743 47.673 72.437 22.747],14427.94317251786,18732.0,166063.0,29079000000.0,62722098.79888293,22575.0,18267.0,71.56007922089688,3.3719670667592294,35.70875905168138,27.55175262841875,3.48552614845453,0.7903977779982144,0.03809145918063684,4.9919650828290845,[0.291 0.236 0.359 0.113],0.8091694352159469,0.0021569551497260197,144241071.42814317,[17.679 17.688  9.152  0.848],92.9166666663908
41,[3020. 2544. 1519.  288.],10081.0,201.60000000059856,[64.602 34.8   54.574 47.624],14580.052646976288,13048.0,85617.0,28425000000.0,115039262.39126582,20278.0,15722.0,72.31451565804207,4.245055054062128,41.924809046721556,27.38925213234023,4.164349248881964,0.8476341632774527,0.04196012300367027,5.154448963396488,[0.32  0.173 0.271 0.236],0.7753230101587928,0.0040471156514077684,140997023.8091052,[14.98  12.619  7.535  1.429],64.72222222203006
42,[4722. 4614. 1747.   15.],10081.0,201.60000000059856,[77.038 61.539 61.07   1.953],16857.6412172649,14240.0,38473.0,21888000000.0,63854543.85791049,18472.0,13032.0,83.61095733192637,4.103402440234125,34.611248884039284,35.339574565187476,4.889777983180559,1.034718777899018,0.018351354032338063,3.674734649340343,[0.382 0.305 0.303 0.01 ],0.7055002165439584,0.0029173311338592145,108571428.57110623,[23.423 22.887  8.666  0.074],70.63492063471092
43,[4.509e+03 4.182e+03 1.535e+03 2.000e+00],10081.0,201.60000000059856,[94.01  50.4   56.969  0.221],18254.204059200798,10376.0,29288.0,26949000000.0,59450855.64357519,16636.0,9726.0,90.53766520781271,5.36542009721278,37.91607975399266,44.34051162730073,6.55677389868263,1.4166253347882154,0.01517706576728499,4.391032635651225,[0.466 0.25  0.283 0.001],0.5846357297427266,0.002206050526682815,133675595.23769835,[2.237e+01 2.074e+01 7.614e+00 9.921e-03],51.46825396810116
44,[3915. 3490. 1709.  127.],10081.0,201.60000000059856,[91.686 34.675 57.393 17.846],17383.265097420768,17344.0,77640.0,36057000000.0,130415864.28191383,24930.0,17277.0,86.21796001100846,4.934272393611841,37.24789207419899,46.604327567849055,8.464642470368092,1.6650133915286183,0.037992262672353935,6.58833449062593,[0.455 0.172 0.285 0.089],0.6930204572803851,0.003616936081257837,178854166.66613564,[19.42  17.312  8.477  0.63 ],86.0317460314906
45,[4475. 3666. 2060.   28.],10081.0,201.60000000059856,[92.697 45.495 59.601  3.807],18403.249481316747,10352.0,31259.0,31060500000.0,97815060.92615022,15612.0,8817.0,91.27690448028719,6.072175379426927,42.89376053962901,46.267112320465536,7.363792051309013,1.4715802003769467,0.01775617498264061,5.1111992857851405,[0.46  0.226 0.296 0.019],0.5647578785549577,0.0031491785684760456,154069940.47573304,[22.197 18.185 10.218  0.139],51.349206349053894
46,[4246. 3646. 1822.  100.],10081.0,201.60000000059856,[94.262 34.239 57.702 15.397],17899.078020222943,16716.0,76112.0,39484500000.0,137888410.7907882,23940.0,15855.0,88.77630205446738,5.808788810634047,43.15921039579407,51.04040075828042,8.287260900777591,1.6877293919254042,0.03184207915881361,6.938498164864597,[0.468 0.17  0.286 0.076],0.6622807017543859,0.003492216206126156,195855654.76132327,[21.062 18.085  9.038  0.496],82.91666666642048
47,[4610. 3639. 2370.   57.],10081.0,201.60000000059856,[80.649 44.77  68.535  7.646],17482.64255964496,7520.0,27151.0,27765000000.0,57204787.90861882,14402.0,8064.0,86.7108548737394,5.445491518698712,38.50133915286182,47.180355339640855,6.981292350614349,1.4634460866977483,0.019244122606884236,4.269020930463248,[0.4   0.222 0.34  0.038],0.5599222330231912,0.00206032011196178,137723214.28530538,[22.867 18.051 11.756  0.283],37.30158730147655
48,[3985. 3356. 2088.   92.],10081.0,201.60000000059856,[71.428 50.174 67.589 12.409],16563.06878924294,7680.0,45458.0,22834500000.0,55758064.608826905,16658.0,11292.0,82.14992951711511,4.617319710346288,35.782561253843866,38.37568798333417,5.324780758031222,1.0826306913996628,0.02916377343517508,3.6960618986211684,[0.354 0.249 0.335 0.062],0.6778724936967223,0.0024418342687086165,113266369.04728276,[19.767 16.647 10.357  0.456],38.09523809512499
