id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,num_rejects,cell_traffic,cell_dropped_traffic,disconnects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
20,[2834. 3251.  776.    0.],10081.0,201.60000000059856,[117.733  52.208  31.659   0.   ],20651.621738508424,17120.0,148354.0,131532.0,89376000000.0,334609505.1797091,132820.0,102.42843834196103,5.801249876004554,52.357504215851606,96.42035054791029,17.94339467571069,3.7240353139569486,0.0027775022319214363,17.04463842872731,[0.584 0.259 0.157 0.   ],0.8866090567156936,0.0037438406863107444,443333333.33201706,[14.058 16.126  3.849  0.   ],84.9206349203828
21,[3218. 3430.  763.    0.],10081.0,201.60000000059856,[122.546  53.667  25.387   0.   ],21047.806147091844,13296.0,124066.0,107711.0,88785000000.0,222117160.64826417,105983.0,104.39344384034267,6.0467810733064695,51.92143636543994,96.73167339114771,16.850779226263228,3.628211486955659,0.002876698740204345,16.33181232020633,[0.608 0.266 0.126 0.   ],0.8681750036271016,0.002501741968218327,440401785.7129781,[15.962 17.014  3.785  0.   ],65.95238095218514
22,[1980. 2244. 1173.    0.],10081.0,201.60000000059856,[108.575  25.679  67.346   0.   ],18604.33382457205,19824.0,180954.0,167096.0,102367500000.0,332086785.0636022,91696.0,92.27424771635151,4.191806368415849,45.703799226267236,86.14881733576355,20.18259484795066,4.241741890685448,0.002182323182223986,21.899811526634263,[0.539 0.127 0.334 0.   ],0.9234170010057805,0.0032440646207400024,507775297.61754,[ 9.821 11.131  5.818  0.   ],98.33333333304138
23,[2350. 2338. 1225.    0.],10081.0,201.60000000059856,[122.956  29.156  49.488   0.   ],20430.438462627717,22464.0,207645.0,190372.0,113805000000.0,419722317.4228091,94326.0,101.33140790906779,5.402321198293872,46.30969149885924,103.8995555475455,26.974700847187414,5.414244618589426,0.002182323182223986,26.44816982442218,[0.61  0.145 0.245 0.   ],0.9168147559536709,0.0036880832777365594,564508928.5697526,[11.657 11.597  6.076  0.   ],111.42857142824059
24,[2391. 2442. 1119.    0.],10081.0,201.60000000059856,[125.378  32.256  43.966   0.   ],20867.75449652549,22688.0,214170.0,195793.0,118683000000.0,382415136.5557684,98603.0,103.50041908800715,5.671104057137268,47.11873822041464,107.82004488373549,27.59192826228613,5.551135800019839,0.0022815196905068944,27.424759448467412,[0.622 0.16  0.218 0.   ],0.9141943316057337,0.0032221559663622285,588705357.1411092,[11.86  12.113  5.551  0.   ],112.5396825393484
25,[2197. 2296. 1140.    0.],10081.0,201.60000000059856,[120.934  28.784  51.882   0.   ],20246.68630922281,24104.0,223901.0,206465.0,118051500000.0,461376204.8461631,102784.0,100.42002930870608,5.326693780379002,46.84416228548755,103.63795246970437,26.45545677605193,5.344509473266541,0.002182323182223986,27.249082432298383,[0.6   0.143 0.257 0.   ],0.9221262968901434,0.003908262113113032,585572916.6649281,[10.898 11.389  5.655  0.   ],119.56349206313708
26,[1928. 2073. 1076.    0.],10081.0,201.60000000059856,[108.118  25.553  67.929   0.   ],18596.33161058718,20132.0,207894.0,193740.0,104019000000.0,417783102.20451164,108987.0,92.23455813205938,4.326158119234195,46.01130840194425,87.64569340368031,20.871077301317733,4.250867969447476,0.0019839301656581687,22.329629997024103,[0.536 0.127 0.337 0.   ],0.9319172270483996,0.004016411446029202,515967261.90323,[ 9.563 10.283  5.337  0.   ],99.86111111081462
27,[2972. 3293.  705.    0.],10081.0,201.60000000059856,[120.098  54.077  27.425   0.   ],20870.609835300584,14992.0,152666.0,135822.0,91501500000.0,306821516.570274,126938.0,103.51458106982714,6.049320503918511,52.9257018152961,95.64743543600186,18.043219102658465,3.6439837317726416,0.003571074298184704,17.212974903283403,[0.596 0.268 0.136 0.   ],0.8896676404700458,0.0033531856479978362,453876488.09389055,[14.742 16.334  3.497  0.   ],74.36507936485857
28,[3180. 3358.  720.    0.],10081.0,201.60000000059856,[122.745  54.175  24.68    0.   ],21047.281545843107,13448.0,128430.0,111926.0,88725000000.0,225536327.0158075,105075.0,104.3908419097361,6.061224084912479,51.86747346493404,96.63501455352792,17.400273469770962,3.6465628409879973,0.00446384287273088,16.39589326455709,[0.609 0.269 0.122 0.   ],0.8714941991746477,0.0025419704369209076,440104166.66536,[15.774 16.657  3.571  0.   ],66.70634920615116
29,[1825. 2081. 1073.    0.],10081.0,201.60000000059856,[107.703  25.507  68.39    0.   ],18615.779254905996,18984.0,177846.0,163739.0,103194000000.0,381514791.10878074,96384.0,92.33101505259613,4.15339748040868,46.05138379129055,88.45739950813484,21.260115103650275,4.375359587342525,0.002876698740204345,22.212578117250274,[0.534 0.127 0.339 0.   ],0.9206785646008344,0.0036970636966178337,511874999.9984802,[ 9.053 10.322  5.322  0.   ],94.16666666638709
30,[2357. 2381. 1189.    0.],10081.0,201.60000000059856,[123.769  28.953  48.878   0.   ],20560.871533943748,22048.0,199762.0,182128.0,114720000000.0,436490809.90944403,91008.0,101.97833317102686,5.464775319908797,46.64021426445789,104.74578804078028,27.8002301343921,5.4920146810832255,0.0020831266739410772,26.58972324174189,[0.614 0.144 0.242 0.   ],0.9117249526937055,0.003804836209113006,569047619.0459296,[11.691 11.811  5.898  0.   ],109.36507936475466
31,[2129. 2288. 1043.    0.],10081.0,201.60000000059856,[123.362  31.367  46.871   0.   ],20795.907932209746,22096.0,188910.0,170797.0,119943000000.0,454551875.27625614,96850.0,103.14407267239515,5.453347882154632,47.37585556988394,107.60745419300821,27.507327865446307,5.5719670667592505,0.0018847336573752603,27.666501339152862,[0.612 0.156 0.232 0.   ],0.9041183632417553,0.003789732416866813,594955357.1410908,[10.561 11.349  5.174  0.   ],109.6031746028492
32,[2110. 2250. 1087.    0.],10081.0,201.60000000059856,[121.984  27.474  52.142   0.   ],20325.12070616204,23992.0,216941.0,198933.0,118917000000.0,485403675.8210862,97387.0,100.80905022398846,5.305346691796513,47.020732070231126,106.15567858449464,27.16337438195652,5.502033528419799,0.002479912707072711,27.493006646166055,[0.605 0.136 0.259 0.   ],0.9169912556870301,0.004081869504117042,589866071.4268202,[10.466 11.161  5.392  0.   ],119.00793650758317
33,[1860. 1994. 1046.    0.],10081.0,201.60000000059856,[107.078  24.029  70.493   0.   ],18390.096898008906,20264.0,200911.0,186866.0,104256000000.0,444804194.32945913,106225.0,91.21166996333588,4.169268921733959,45.82045432000793,87.74025319193214,20.231439623088274,4.218529907747247,0.0019839301656581687,22.567701616903086,[0.531 0.119 0.35  0.   ],0.9300934244516229,0.004266461348310497,517142857.1413217,[9.226 9.891 5.188 0.   ],100.51587301557458
34,[2977. 3311.  719.    0.],10081.0,201.60000000059856,[120.94   53.146  27.514   0.   ],20904.753060705523,15280.0,150529.0,133388.0,91338000000.0,299747998.66790044,125036.0,103.6839255069112,6.1012994742587345,52.72770558476341,97.15318022193577,17.92392808577576,3.640710246999306,0.003372681281618887,17.136990377938698,[0.6   0.264 0.136 0.   ],0.8861282543563035,0.003281744713787257,453065476.189131,[14.767 16.424  3.566  0.   ],75.79365079342575
35,[3229. 3387.  802.    0.],10081.0,201.60000000059856,[126.521  47.006  28.073   0.   ],21286.194405813312,13288.0,140715.0,123782.0,87456000000.0,262685054.20292252,94388.0,105.57580798438444,6.293343914294509,51.68495188969348,98.78192094889305,17.491591782661978,3.7153060212280526,0.0027775022319214363,16.254935026287075,[0.628 0.233 0.139 0.   ],0.879664570230608,0.003003625299612634,433809523.8082358,[16.017 16.801  3.978  0.   ],65.91269841250272
36,[1494. 1785. 1014.    0.],10081.0,201.60000000059856,[93.161 21.357 87.082  0.   ],17109.892036733607,16480.0,164686.0,153354.0,95874000000.0,347117307.6946108,105741.0,84.86207735707026,3.253883543299227,45.53437159012003,75.53353612226758,18.14952187106414,3.7622259696458684,0.0029758952484872534,20.04563039381014,[0.462 0.106 0.432 0.   ],0.931190265110574,0.003620557269902276,475565476.1890642,[7.411 8.854 5.03  0.   ],81.74603174578904
37,[2316. 2209. 1230.    0.],10081.0,201.60000000059856,[117.815  26.927  56.858   0.   ],19865.015313039148,21416.0,178138.0,162248.0,111076500000.0,453204692.73508704,94314.0,98.52700780199308,5.129094335879434,45.697053863704,97.76848360701393,25.540113971187157,5.123896438845352,0.00317428826505307,25.297986310881857,[0.584 0.134 0.282 0.   ],0.9107994925282646,0.004080113189874429,550974702.3793166,[11.488 10.957  6.101  0.   ],106.23015872984332
38,[1741. 2046. 1102.    0.],10081.0,201.60000000059856,[103.289  26.059  72.252   0.   ],18324.91394604577,19272.0,154869.0,141820.0,106459500000.0,336619948.5485556,100452.0,90.88837390161866,4.044678107330613,46.05693879575439,85.84995382356904,20.302132977213805,4.295308005158218,0.0018847336573752603,22.584069040769766,[0.512 0.129 0.358 0.   ],0.9157416913649601,0.0031619531234747074,528072916.6650988,[ 8.636 10.149  5.466  0.   ],95.59523809495427
39,[2212. 2120. 1186.    0.],10081.0,201.60000000059856,[116.263  25.622  59.715   0.   ],19530.509235133482,23048.0,195756.0,179753.0,113673000000.0,471176324.68662316,99084.0,96.86791605560978,4.991647654002653,45.9228251165559,98.41913590536188,25.33020265511601,5.062295407201667,0.0019839301656581687,25.751909532784445,[0.577 0.127 0.296 0.   ],0.9182502707452135,0.004145015304308175,563854166.6649926,[10.972 10.516  5.883  0.   ],114.3253968250574
40,[1819. 2098. 1075.    0.],10081.0,201.60000000059856,[98.341 25.183 78.076  0.   ],17677.26961124683,17328.0,191507.0,179807.0,95031000000.0,351966451.44828844,108874.0,87.67617107055476,3.6471778593392967,46.00853089971233,76.86334827507388,17.092329988600504,3.591508778890983,0.0032734847733359787,19.759646860430514,[0.488 0.125 0.387 0.   ],0.9389056274705363,0.0037037014389861038,471383928.570029,[ 9.023 10.407  5.332  0.   ],85.95238095212576
41,[2848. 3207.  777.    0.],10081.0,201.60000000059856,[121.783  49.211  30.606   0.   ],20917.344525236633,15264.0,168747.0,151373.0,89779500000.0,308673759.8430294,111291.0,103.7463769726942,6.038607281023925,52.45233607777006,99.2441931616354,18.794815023119206,3.8230334292232913,0.0032734847733359787,16.851106041067354,[0.604 0.244 0.152 0.   ],0.8970411325830978,0.0034381318657714663,445334821.4272492,[14.127 15.908  3.854  0.   ],75.71428571406092
42,[1965. 2531.  833.    0.],10081.0,201.60000000059856,[110.399  47.41   43.791   0.   ],19531.504280242218,13416.0,115099.0,100266.0,69601500000.0,169146645.2419527,87809.0,96.87285130562493,4.849756968554803,51.13460966173991,95.96256151142758,15.0153143795742,3.418510068445591,0.002876698740204345,12.513341930364051,[0.548 0.235 0.217 0.   ],0.8711283330002867,0.002430215516072968,345245535.71326065,[ 9.747 12.555  4.132  0.   ],66.54761904742146
43,[1560. 2227.  926.    0.],10081.0,201.60000000059856,[105.275  40.6    55.725   0.   ],18854.957509252392,16168.0,118067.0,104450.0,76221000000.0,191202854.57145214,89337.0,93.517297437011,4.36155143338954,50.380716198789806,89.83162398287138,16.284924899589473,3.5963694077968453,0.0030750917567701616,14.571669477234401,[0.522 0.201 0.276 0.   ],0.8846671804992081,0.0025085324854233365,378080357.1417346,[ 7.738 11.047  4.593  0.   ],80.1984126981746
44,[3834. 3569.  628.    0.],10081.0,201.60000000059856,[156.015  30.533  15.052   0.   ],24322.927307651556,13904.0,131577.0,106829.0,107428500000.0,347475542.2363399,61537.0,120.63747300689751,8.096974506497864,50.59537744271402,137.89871654884956,30.95599961575739,6.4977680785636345,0.001785537149092352,22.419006050987004,[0.774 0.151 0.075 0.   ],0.8119124163037613,0.003234481932041683,532879464.2841322,[19.018 17.703  3.115  0.   ],68.9682539680492
45,[1782. 2312.  673.    0.],10081.0,201.60000000059856,[115.54   53.053  33.007   0.   ],20517.592291001496,13472.0,101292.0,86184.0,89418000000.0,211002497.62792587,94965.0,101.76367568197155,5.387402043448192,52.47336573752604,98.84065368873686,19.608888400873063,4.139569487154052,0.002182323182223986,17.529709354230732,[0.573 0.263 0.164 0.   ],0.8508470560360147,0.002359731794805586,443541666.6653498,[ 8.839 11.468  3.338  0.   ],66.82539682519842
46,[3552. 3487.  638.    0.],10081.0,201.60000000059856,[148.96   33.284  19.356   0.   ],23741.401232195363,13456.0,151147.0,127100.0,109239000000.0,335310698.05949724,69429.0,117.75320519886091,7.6167840492019,50.937407003273485,133.51485561991655,29.05917606761062,6.1199285785140365,0.001785537149092352,22.45025295109612,[0.739 0.165 0.096 0.   ],0.8409032266601388,0.0030695145329003126,541860119.0460103,[17.619 17.297  3.165  0.   ],66.74603174583358
47,[1849. 2394.  795.    0.],10081.0,201.60000000059856,[110.526  48.885  42.189   0.   ],19514.42763072812,12432.0,136326.0,121737.0,78762000000.0,174785803.25392154,109602.0,96.78815410537608,4.8976887213570865,51.161591111992855,94.92668341044963,15.705341387243855,3.5886320801507785,0.0018847336573752603,14.831365935919056,[0.548 0.242 0.209 0.   ],0.8929844637119845,0.0022191641052020203,390684523.80836385,[ 9.172 11.875  3.943  0.   ],61.66666666648358
48,[1731. 2377.  899.    0.],10081.0,201.60000000059856,[104.348  44.601  52.651   0.   ],18818.64135451077,14080.0,139681.0,125770.0,70618500000.0,165034816.92841592,108271.0,93.33717564977947,4.525424065072989,51.76470588235294,91.5744985878082,13.491243776383264,3.1590120027775024,0.003372681281618887,12.497569685547068,[0.518 0.221 0.261 0.   ],0.9004087885968743,0.002336991254818722,350290178.57038856,[ 8.586 11.791  4.459  0.   ],69.84126984106248
