id,sleep_switches,steps,time,sleep_time,energy_consumption,cell_traffic,cell_dropped_traffic,num_requests,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,ant_switches,avg_ant_switch_fps
0,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],43555.74585423486,37761000000.0,127057.84964680979,10982.0,108.01980520368352,12.799999999995313,64.0,40.25340236959925,2.3313407185690638,0.6873666980804524,0.0,1.6374683795446654,[1. 0. 0. 0.],0.0,0.0,3.36479038285029e-06,93653273.81013297,[0. 0. 0. 0.],0.0,0.0
1,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],46205.49046341179,77661000000.0,255006.13647821947,15690.0,114.59126646348496,12.799999999995313,64.0,57.13612971474707,3.857762940620317,1.136352363474034,0.0,3.633450721690392,[1. 0. 0. 0.],0.0,0.0,3.2835803875589997e-06,192611607.14410993,[0. 0. 0. 0.],0.0,0.0
2,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45212.14347217017,56401500000.0,399570.6596772838,14080.0,112.12773045028635,12.799999999995313,64.0,51.63606716958945,3.3246518790509407,0.9880958285799315,0.0,2.7299737116214473,[1. 0. 0. 0.],0.0,0.0,7.0843977496570795e-06,139884672.61995748,[0. 0. 0. 0.],0.0,0.0
3,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],46216.786067391215,77653500000.0,618501.5761236873,15562.0,114.61927996474856,12.799999999995313,64.0,56.63393528840898,3.8268767599717646,1.1361539606170328,0.0,3.618818510986558,[1. 0. 0. 0.],0.0,0.0,7.964889877773537e-06,192593005.95363364,[0. 0. 0. 0.],0.0,0.0
4,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],43476.813809960055,37806000000.0,258978.57082270342,11136.0,107.82405091501933,12.799999999995313,64.0,40.246182152058786,2.2995321444923005,0.6845890580824364,0.0,1.628689053122365,[1. 0. 0. 0.],0.0,0.0,6.850197609445681e-06,93764880.95299083,[0. 0. 0. 0.],0.0,0.0
5,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],44247.27425300145,56505000000.0,127948.28683140967,12231.0,109.7348203288417,12.799999999995313,64.0,44.45828828372095,2.6473912287614625,0.7796240265859828,0.0,2.3944744804325184,[1. 0. 0. 0.],0.0,0.0,2.26437106152393e-06,140141369.04853058,[0. 0. 0. 0.],0.0,0.0
6,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45528.20239179917,83037000000.0,1217068.7911223627,14338.0,112.91156785822403,12.799999999995313,64.0,52.47818164670116,3.487779235231799,1.0277763999801597,0.0,3.833341600119042,[1. 0. 0. 0.],0.0,0.0,1.4656945591993482e-05,205944940.47753,[0. 0. 0. 0.],0.0,0.0
7,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45640.49773898906,83085000000.0,1322015.4984103087,14447.0,113.19006432960536,12.799999999995313,64.0,53.037675133040615,3.5970033687799425,1.060364069242597,0.0,3.9103715093497344,[1. 0. 0. 0.],0.0,0.0,1.59116025565422e-05,206063988.0965784,[0. 0. 0. 0.],0.0,0.0
8,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45554.14738202324,83989500000.0,1677315.6664714017,14332.0,112.97591236054237,12.799999999995313,64.0,52.18508682359716,3.4885001264710795,1.0258915728386488,0.0,3.8835871236545807,[1. 0. 0. 0.],0.0,0.0,1.9970539965964814e-05,208307291.66802156,[0. 0. 0. 0.],0.0,0.0
9,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],44235.12146025552,56484000000.0,133039.89073704428,12360.0,109.70468096882614,12.799999999995313,64.0,44.820479112687444,2.662318364753551,0.7834928822975051,0.0,2.3914488368632507,[1. 0. 0. 0.],0.0,0.0,2.3553553349097844e-06,140089285.7151969,[0. 0. 0. 0.],0.0,0.0
10,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],44100.019381755345,56265000000.0,164465.42726397584,12155.0,109.36962298931033,12.799999999995313,64.0,43.94562767008147,2.607416897922453,0.7762511780169634,0.0,2.4028570011408164,[1. 0. 0. 0.],0.0,0.0,2.923050337936121e-06,139546130.9532886,[0. 0. 0. 0.],0.0,0.0
11,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45587.04630295436,83175000000.0,841265.3475599439,14331.0,113.05750285935433,12.799999999995313,64.0,52.10169907066716,3.480132942203505,1.0239075442686374,0.0,3.8325975894052875,[1. 0. 0. 0.],0.0,0.0,1.011440153363323e-05,206287202.38229415,[0. 0. 0. 0.],0.0,0.0
12,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45584.61629639255,83382000000.0,2157404.2824720275,14343.0,113.05147635629993,12.799999999995313,64.0,52.27797359512183,3.570448486838305,1.0550071921035662,0.0,3.9433559843261743,[1. 0. 0. 0.],0.0,0.0,2.587374112484742e-05,206800595.23944032,[0. 0. 0. 0.],0.0,0.0
13,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45726.35219987105,83391000000.0,1812792.2877909266,14679.0,113.40298645867091,12.799999999995313,64.0,53.63860791636702,3.603304446487985,1.0540647785328108,0.0,3.859629978671693,[1. 0. 0. 0.],0.0,0.0,2.1738464436101337e-05,206822916.6680119,[0. 0. 0. 0.],0.0,0.0
14,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],44233.90725141289,57021000000.0,958768.0859267312,12349.0,109.70166968753465,12.799999999995313,64.0,44.982207025127174,2.6877471931420853,0.7954962551460741,0.0,2.4588562075293883,[1. 0. 0. 0.],0.0,0.0,1.6814297994190408e-05,141421130.9533008,[0. 0. 0. 0.],0.0,0.0
15,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],44235.83653482155,56425500000.0,282146.48184429196,12305.0,109.70645437928718,12.799999999995313,64.0,44.76294969972411,2.6795016033496553,0.7864193244382719,0.0,2.4223500818411785,[1. 0. 0. 0.],0.0,0.0,5.00033640542471e-06,139944196.42948166,[0. 0. 0. 0.],0.0,0.0
16,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45617.901334199785,83917500000.0,607293.9836770471,14505.0,113.13402443875357,12.799999999995313,64.0,53.222673049630515,3.5040650190861236,1.0360101185457071,0.0,3.845543375824612,[1. 0. 0. 0.],0.0,0.0,7.236797851187739e-06,208128720.23944896,[0. 0. 0. 0.],0.0,0.0
17,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45686.3309449572,83508000000.0,258502.33996457816,14679.0,113.30373231722487,12.799999999995313,64.0,53.616072857907284,3.642440241135237,1.079807549228709,0.0,3.9475720450374485,[1. 0. 0. 0.],0.0,0.0,3.0955398280952504e-06,207113095.23944238,[0. 0. 0. 0.],0.0,0.0
18,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45557.448579606404,83340000000.0,641110.0235733688,14243.0,112.98409944844249,12.799999999995313,64.0,51.953838542329606,3.4217406841901705,1.0196418828431129,0.0,3.8476266058231237,[1. 0. 0. 0.],0.0,0.0,7.692704866491106e-06,206696428.57277298,[0. 0. 0. 0.],0.0,0.0
19,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],44191.587706438375,56589000000.0,651762.4015064061,12402.0,109.5967157046599,12.799999999995313,64.0,45.319663933905844,2.6966595779773512,0.8003075244283517,0.0,2.444472000396806,[1. 0. 0. 0.],0.0,0.0,1.1517475154295113e-05,140349702.38186526,[0. 0. 0. 0.],0.0,0.0
20,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45193.629456460345,52023000000.0,516510.11360914266,14284.0,112.08181503014467,12.799999999995313,64.0,52.311700435625866,3.3423101978381684,0.987996627151431,0.0,2.3345072169039236,[1. 0. 0. 0.],0.0,0.0,9.928495350309337e-06,129025297.61988685,[0. 0. 0. 0.],0.0,0.0
21,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],45220.246883656175,56557500000.0,557498.4970914789,13923.0,112.14782720016635,12.799999999995313,64.0,50.795213713047275,3.3169231057545723,0.9768860671593671,0.0,2.700411685928277,[1. 0. 0. 0.],0.0,0.0,9.857198374954319e-06,140271577.38186476,[0. 0. 0. 0.],0.0,0.0
22,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],46448.254185237856,78235500000.0,553296.4871952552,15998.0,115.1933291633173,12.799999999995313,64.0,58.47846139089634,4.067283954214952,1.204850949853678,0.0,3.7668270423094095,[1. 0. 0. 0.],0.0,0.0,7.072192127554054e-06,194036458.3345954,[0. 0. 0. 0.],0.0,0.0
