id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,cell_traffic,cell_dropped_traffic,num_requests,disconnects,num_rejects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
20,[3390. 3391.    0.    0.],15121.0,302.39999999976106,[ 45.76 256.64   0.     0.  ],20662.71451938166,1840.0,8185500000.0,30039752.069725867,28334.0,7924.0,25693.0,68.32456358498898,0.5606507506117203,16.450234772832484,11.944676012740088,1.3212747382626027,0.34223926988955755,0.002116262151974076,1.0326697969710998,[0.151 0.849 0.    0.   ],0.9067904284605068,0.0036698738097521067,27068452.380973767,[11.21  11.214  0.     0.   ],6.084656084660892
21,[3277. 3278.    0.    0.],15121.0,302.39999999976106,[ 43.613 258.787   0.      0.   ],20566.910744199406,1704.0,8205000000.0,25105013.094273433,38878.0,8045.0,36364.0,68.00777311087307,0.5154156471132718,16.372726671516435,10.807188608907746,1.260733290694395,0.30579988096025396,0.003042126843462734,0.9956352093115535,[0.144 0.856 0.    0.   ],0.9353361798446422,0.003059721279009559,27132936.507957947,[10.837 10.84   0.     0.   ],5.634920634925087
22,[3506. 3507.    0.    0.],15121.0,302.39999999976106,[ 49.488 252.912   0.      0.   ],20937.44833713175,1592.0,12238500000.0,92876356.06126454,43511.0,13513.0,40521.0,69.23301480431945,0.6737120560809603,16.66450631571986,13.64207851638982,2.0804253213038724,0.48330136895707954,0.002116262151974076,1.8148931948945175,[0.164 0.836 0.    0.   ],0.9312817448461309,0.007588867594988319,40471230.158762135,[11.594 11.597  0.     0.   ],5.264550264554424
23,[3366. 3367.    0.    0.],15121.0,302.39999999976106,[ 47.567 254.833   0.      0.   ],20806.685013681883,1680.0,11998500000.0,111550726.95714335,44312.0,17635.0,41706.0,68.80062500387736,0.5953045433503033,16.367700548905496,11.726042997382148,1.8866971123541292,0.406123933602275,0.003042126843462734,1.8660802856953904,[0.157 0.843 0.    0.   ],0.9411897454414154,0.009297056045100918,39677579.36511072,[11.131 11.134  0.     0.   ],5.555555555559945
24,[3884. 3885.    0.    0.],15121.0,302.39999999976106,[ 58.168 244.232   0.      0.   ],21937.062233075245,2128.0,14808000000.0,181802505.23911017,40488.0,22952.0,36410.0,72.53839770209346,1.0993452813967757,18.244560544937503,18.92741342917317,5.265165060853286,0.9004695456649693,0.001983995767475696,2.5045301236690696,[0.192 0.808 0.    0.   ],0.899278798656392,0.012277316669307817,48968253.96829266,[12.844 12.847  0.     0.   ],7.037037037042597
25,[3644. 3645.    0.    0.],15121.0,302.39999999976106,[ 57.222 245.178   0.      0.   ],22233.942444668646,1712.0,15541500000.0,206852989.82096046,39198.0,22505.0,34911.0,73.52007950751086,1.2232524303948213,18.91277031942332,20.19814301876452,7.5274705769868095,1.124330401428477,0.0018517293829773164,2.62528933271609,[0.189 0.811 0.    0.   ],0.890632175110975,0.01330971848412061,51393849.206389815,[12.05  12.054  0.     0.   ],5.661375661380134
26,[3143. 3144.    0.    0.],15121.0,302.39999999976106,[ 44.114 258.286   0.      0.   ],20840.554724186044,1864.0,13002000000.0,79167319.59522039,37952.0,12365.0,35096.0,68.91262060768678,0.6801666556444556,16.980887507439984,13.102516387271425,2.362914104609476,0.4870709609152834,0.001983995767475696,1.9033132729316844,[0.146 0.854 0.    0.   ],0.9247470489038786,0.006088857067775757,42996031.74606572,[10.394 10.397  0.     0.   ],6.1640211640260345
27,[3287. 3287.    0.    0.],15121.0,302.39999999976106,[ 44.03 258.37   0.     0.  ],20630.794412087904,1848.0,8332500000.0,27750725.97638442,28469.0,6425.0,25949.0,68.219014655375,0.564671648700475,16.530123669069507,11.182022412008608,1.4034990423756608,0.33046756166920177,0.002843727266715164,1.074532107664837,[0.146 0.854 0.    0.   ],0.9114826653552988,0.003330420159182049,27554563.492085263,[10.87 10.87  0.    0.  ],6.11111111111594
28,[3511. 3512.    0.    0.],15121.0,302.39999999976106,[ 45.978 256.422   0.      0.   ],20683.425397700452,1752.0,8152500000.0,44417750.308397256,33218.0,8238.0,30584.0,68.39304740986542,0.5481118973612709,16.397857284571128,11.47221792627807,1.2740087051720546,0.31591825937438,0.002975993651213544,1.0388863170425235,[0.152 0.848 0.    0.   ],0.9207056415196581,0.005448359436785925,26959325.396846697,[11.61  11.614  0.     0.   ],5.793650793655371
29,[2956. 2957.    0.    0.],15121.0,302.39999999976106,[ 39.973 262.427   0.      0.   ],20411.23689149866,1136.0,11587500000.0,77070902.17254494,40966.0,24512.0,38765.0,67.49301266942904,0.4717148336750066,16.157132464784077,9.731832290073799,1.2773023870501474,0.3067257456517426,0.002050128959724886,1.6865948019310892,[0.132 0.868 0.    0.   ],0.9462725186740224,0.006651210543477449,38318452.38098266,[9.775 9.778 0.    0.   ],3.756613756616725
30,[3533. 3534.    0.    0.],15121.0,302.39999999976106,[ 52.19 250.21   0.     0.  ],21647.593185727597,1600.0,14187000000.0,168334776.4748034,40685.0,29945.0,37127.0,71.58122209417343,0.9759671979366503,17.96230408041796,16.590922742955144,4.99476742575576,0.7973678989484823,0.0018517293829773164,2.349050988691224,[0.173 0.827 0.    0.   ],0.9125476219737004,0.011865424436089617,46914682.53971961,[11.683 11.687  0.     0.   ],5.291005291009472
31,[3049. 3050.    0.    0.],15121.0,302.39999999976106,[ 41.534 260.866   0.      0.   ],20504.331811329506,1432.0,11730000000.0,102488079.68215384,39269.0,25444.0,37083.0,67.80084588096068,0.4961576615303069,16.16639111169896,9.833879948933179,1.3199602570126343,0.31505852787514055,0.0017855961907281264,1.9140929832683025,[0.137 0.863 0.    0.   ],0.944332679721918,0.008737261694983277,38789682.53971319,[10.083 10.086  0.     0.   ],4.735449735453477
32,[2922. 2923.    0.    0.],15121.0,302.39999999976106,[ 39.77 262.63   0.     0.  ],20478.703493241115,1504.0,11977500000.0,91238971.07626817,39020.0,17036.0,36908.0,67.71610175660179,0.4795979101911096,16.231995238410157,9.372890677489206,1.2961624340405486,0.29859136300509226,0.001983995767475696,1.8435288671384167,[0.132 0.868 0.    0.   ],0.9458739108149666,0.007617530459300202,39608134.92066622,[9.663 9.666 0.    0.   ],4.973544973548903
33,[3713. 3714.    0.    0.],15121.0,302.39999999976106,[ 53.173 249.227   0.      0.   ],21542.156525752456,1824.0,14115000000.0,86089400.4504551,43452.0,14658.0,39596.0,71.23257894896062,0.9448052377488356,17.773956748892267,18.004378646212515,3.7905501751505324,0.7515375967197937,0.0018517293829773164,2.1130877587461145,[0.176 0.824 0.    0.   ],0.9112584000736444,0.006099142787846624,46676587.30162418,[12.278 12.282  0.     0.   ],6.031746031750798
34,[3264. 3265.    0.    0.],15121.0,302.39999999976106,[ 43.367 259.033   0.      0.   ],20548.407400112923,1632.0,8458500000.0,27006611.791766744,29218.0,8103.0,26851.0,67.94658885028576,0.5179022551418424,16.339395542622842,10.567479895631786,1.1970724192468596,0.2888697837444614,0.0032405264202103037,1.0564777461808081,[0.143 0.857 0.    0.   ],0.9189882948867136,0.003192837003223591,27971230.15875226,[10.794 10.797  0.     0.   ],5.396825396829661
35,[3170. 3171.    0.    0.],15121.0,302.39999999976106,[ 41.451 260.949   0.      0.   ],20463.746151384123,1776.0,8239500000.0,46812717.43881136,30400.0,7645.0,28031.0,67.66664291837367,0.4927187355333502,16.344686198002776,10.47307512400651,1.038852707632084,0.2706831558759341,0.0023146617287216455,1.052575887838106,[0.137 0.863 0.    0.   ],0.9220723684210527,0.005681499780182215,27247023.80954534,[10.483 10.486  0.     0.   ],5.873015873020513
36,[3001. 3002.    0.    0.],15121.0,302.39999999976106,[ 42.183 260.217   0.      0.   ],20933.71148042542,1200.0,13227000000.0,65973658.67551161,37013.0,19607.0,33928.0,69.22065829117216,0.7372528271939925,17.34752992526949,14.5603912788202,3.1527336348566917,0.6059123073870776,0.0019178625752265062,1.873156537266054,[0.139 0.861 0.    0.   ],0.9166509064382784,0.004987802122591035,43740079.36511393,[9.924 9.927 0.    0.   ],3.9682539682571036
37,[4052. 4053.    0.    0.],15121.0,302.39999999976106,[ 66.394 236.006   0.      0.   ],23413.736781359923,1808.0,19132500000.0,270598257.6066262,41641.0,25618.0,36022.0,77.42125779165343,1.7042788175385473,20.77640367700549,26.416589156038814,12.451148940232613,1.6487666159645527,0.0017194629984789366,3.308974274188215,[0.22 0.78 0.   0.  ],0.8650608775005403,0.014143382077962953,63268849.206399195,[13.399 13.403  0.     0.   ],5.978835978840703
38,[2378. 2379.    0.    0.],15121.0,302.39999999976106,[ 32.101 270.299   0.      0.   ],20197.515849844778,1064.0,11563500000.0,87604993.90961869,36442.0,20190.0,34663.0,66.78630993266198,0.37050459625685256,16.12988558957741,7.659758140273602,1.0194401102392816,0.2377488261358376,0.0022485285364724555,1.7260763177038556,[0.106 0.894 0.    0.   ],0.9511827012787443,0.007575992900905322,38239087.30161752,[7.864 7.867 0.    0.   ],3.5185185185212986
39,[3732. 3733.    0.    0.],15121.0,302.39999999976106,[ 58.051 244.349   0.      0.   ],22047.78996676152,1728.0,14874000000.0,183110780.72277054,41705.0,16260.0,37560.0,72.90453662705069,1.1101911249256782,18.33079822763045,19.217131644205878,6.876566659519238,1.0262548773229283,0.0027114608822167846,2.4742411216189404,[0.192 0.808 0.    0.   ],0.9006114374775207,0.01231079606849338,49186507.9365468,[12.341 12.345  0.     0.   ],5.714285714290229
40,[2592. 2593.    0.    0.],15121.0,302.39999999976106,[ 34.407 267.993   0.      0.   ],20171.571784184212,1152.0,11788500000.0,42832343.60437566,39589.0,9706.0,37707.0,66.70052173855676,0.4082798756695872,16.156074333708087,8.278419216562353,0.9601566674841455,0.23318563587064348,0.001454930229482177,1.5534025527412207,[0.114 0.886 0.    0.   ],0.9524615423476218,0.003633400653550126,38983134.920665726,[8.571 8.575 0.    0.   ],3.8095238095268193
41,[3248. 3249.    0.    0.],15121.0,302.39999999976106,[ 43.732 258.668   0.      0.   ],20641.002574101654,1928.0,8560500000.0,32139060.963367812,29045.0,5952.0,26486.0,68.2527695724236,0.5752529594603468,16.638053038820185,11.501423098358888,1.466515549560536,0.3386680775081013,0.0031082600357119237,1.0491369618411481,[0.145 0.855 0.    0.   ],0.9118953348252711,0.003754343900866516,28308531.746054113,[10.741 10.744  0.     0.   ],6.3756613756664136
42,[3842. 3843.    0.    0.],15121.0,302.39999999976106,[ 51.493 250.907   0.      0.   ],20998.966935355067,5008.0,8695500000.0,25601425.67808895,31751.0,6219.0,28686.0,69.43643586848091,0.6893723960055606,17.226638449837974,13.580275234198185,1.4885704881059598,0.3532835129951723,0.0033066596124594933,0.9698432643343694,[0.17 0.83 0.   0.  ],0.9034676073194545,0.0029442154767510727,28754960.317483038,[12.705 12.708  0.     0.   ],16.560846560859645
43,[3674. 3675.    0.    0.],15121.0,302.39999999976106,[ 48.775 253.625   0.      0.   ],20886.856122145728,4768.0,8959500000.0,35048451.911695704,28629.0,6089.0,25732.0,69.06572357032121,0.6708551021757845,17.125851464850207,13.134804270376698,1.4390593377041268,0.3581112360293631,0.0027775940744659746,1.0903379406123934,[0.161 0.839 0.    0.   ],0.8988089000663663,0.003911875876075195,29627976.1904996,[12.149 12.153  0.     0.   ],15.767195767208225
44,[3978. 3979.    0.    0.],15121.0,302.39999999976106,[ 55.196 247.204   0.      0.   ],21095.179291388817,2640.0,11748000000.0,65644112.867192574,35390.0,13703.0,32374.0,69.75457738039765,0.6759870378943268,16.361880827987566,14.094631624446567,1.8802766595684006,0.43482573903842336,0.0027775940744659746,1.6195357449904106,[0.183 0.817 0.    0.   ],0.9147781859282283,0.005587684105140669,38849206.34923705,[13.155 13.158  0.     0.   ],8.730158730165629
45,[3680. 3681.    0.    0.],15121.0,302.39999999976106,[ 51.705 250.695   0.      0.   ],21194.44230491191,4512.0,9459000000.0,50525688.61401836,33690.0,8177.0,30405.0,70.08280637822673,0.8257125851464975,17.684544672971363,14.86398241780928,2.018890390775908,0.46835526750876266,0.002513061305469215,1.290192447589445,[0.171 0.829 0.    0.   ],0.902493321460374,0.005341546528599044,31279761.90478662,[12.169 12.173  0.     0.   ],14.92063492064671
46,[4321. 4322.    0.    0.],15121.0,302.39999999976106,[ 61.823 240.577   0.      0.   ],21720.400487547442,2816.0,12655500000.0,80401988.72929798,35908.0,12421.0,32133.0,71.82197105859427,0.943323854242464,17.304675616692016,18.071958565552723,3.6968425951728845,0.6838172078566233,0.002843727266715164,1.7685338271278355,[0.204 0.796 0.    0.   ],0.8948702239055364,0.006353126208312432,41850198.412731476,[14.289 14.292  0.     0.   ],9.31216931217667
47,[3780. 3781.    0.    0.],15121.0,302.39999999976106,[ 52.346 250.054   0.      0.   ],21161.89972448378,4968.0,9354000000.0,37688069.12509664,32123.0,7296.0,28817.0,69.9751991418389,0.7932279611136828,17.548045764169036,14.901521992708307,2.0301053933455426,0.453144633291449,0.001983995767475696,1.148402883407182,[0.173 0.827 0.    0.   ],0.8970830868847866,0.0040290858590011375,30932539.682564124,[12.5   12.503  0.     0.   ],16.42857142858441
48,[3853. 3854.    0.    0.],15121.0,302.39999999976106,[ 52.221 250.179   0.      0.   ],21031.070831015317,5320.0,8451000000.0,18904545.404200744,32622.0,6124.0,29558.0,69.54259252366433,0.6989484822432466,17.221612327227035,13.761490490408207,1.4670194197198723,0.3729250710931817,0.0027114608822167846,0.9602539514582369,[0.173 0.827 0.    0.   ],0.9060756544663111,0.0022369595792451477,27946428.571450654,[12.741 12.745  0.     0.   ],17.592592592606493
