id,sleep_switches,steps,time,sleep_time,energy_consumption,disconnects,num_requests,num_rejects,cell_traffic,cell_dropped_traffic,ant_switches,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[1002. 1003.    0.    0.],10081.0,201.60000000059856,[ 15.503 186.097   0.      0.   ],13331.265297524276,101300.0,12862.0,12032.0,2590500000.0,173472.42096908623,48.0,66.12074842535742,0.1579208411863916,17.762126773137584,3.0294892417972887,0.15041670791555667,0.05624442019640909,0.0004959825414145422,0.2887610356115465,[0.077 0.923 0.    0.   ],0.9354688228891308,6.696484113842357e-05,12849702.38091423,[4.97  4.975 0.    0.   ],0.23809523809453118
1,[1719. 1720.    0.    0.],10081.0,201.60000000059856,[ 41.033 160.567   0.      0.   ],14335.03881866543,76761.0,21866.0,19924.0,5629500000.0,1019333.7530603693,72.0,71.09928984555953,0.5393909334391259,16.712230929471282,10.811107704553786,0.8455152676631756,0.25205832754687035,0.003372681281618887,0.7015177065767285,[0.204 0.796 0.    0.   ],0.9111863166559956,0.00018107003340622955,27924107.142774235,[8.527 8.532 0.    0.   ],0.3571428571417968
2,[1355. 1356.    0.    0.],10081.0,201.60000000059856,[ 26.328 175.272   0.      0.   ],13848.46570457682,90738.0,16719.0,15475.0,3964500000.0,2552.2632496480946,56.0,68.68597214846316,0.31933339946433426,16.797936712627717,6.0421598080308305,0.38826489389045005,0.12726912012697153,0.0013887511159607182,0.47763118738220417,[0.131 0.869 0.    0.   ],0.9255936359830134,6.437793541803744e-07,19665178.571370184,[6.721 6.726 0.    0.   ],0.27777777777695306
3,[1764. 1765.    0.    0.],10081.0,201.60000000059856,[ 37.987 163.613   0.      0.   ],14174.46587448322,78293.0,22079.0,20316.0,5544000000.0,73578.3545026409,64.0,70.30287607618128,0.4878881063386429,16.69635948814602,9.593905962369911,0.694458353568379,0.21783553218926693,0.0018847336573752603,0.7009225275270311,[0.188 0.812 0.    0.   ],0.9201503691290367,1.3271708965122817e-05,27499999.999918353,[8.75  8.755 0.    0.   ],0.3174603174593749
4,[1346. 1347.    0.    0.],10081.0,201.60000000059856,[ 25.707 175.893   0.      0.   ],13890.811033844855,91026.0,16655.0,15450.0,3895500000.0,0.0,64.0,68.89599758873659,0.30798531891677017,16.979664715802002,5.6138213410550115,0.3615701947785739,0.1175478623152465,0.001587144132526535,0.47158020037694676,[0.128 0.872 0.    0.   ],0.9276493545481838,0.0,19322916.666609295,[6.677 6.682 0.    0.   ],0.3174603174593749
5,[1755. 1756.    0.    0.],10081.0,201.60000000059856,[ 40.727 160.873   0.      0.   ],14289.42565990874,76763.0,21653.0,19752.0,5574000000.0,908636.2635285966,72.0,70.87305654153876,0.529550639817462,16.501140759845253,10.426429433103307,0.7733780348097032,0.2407499256026188,0.0030750917567701616,0.6934827894058129,[0.202 0.798 0.    0.   ],0.9122061608091258,0.00016301332320211638,27648809.523727436,[8.705 8.71  0.    0.   ],0.3571428571417968
6,[1044. 1045.    0.    0.],10081.0,201.60000000059856,[ 17.997 183.603   0.      0.   ],13357.349588406878,98381.0,12877.0,11971.0,2671500000.0,276864.4339389606,72.0,66.25012195418674,0.19133022517607567,17.322487848427734,3.6091506335711596,0.20896481204376133,0.0705287173891479,0.001091161591111993,0.2997718480309493,[0.089 0.911 0.    0.   ],0.9296419973596335,0.00010363632189367794,13251488.09519875,[5.179 5.184 0.    0.   ],0.3571428571417968
7,[1315. 1316.    0.    0.],10081.0,201.60000000059856,[ 22.225 179.375   0.      0.   ],13608.724845208333,92876.0,16611.0,15534.0,3768000000.0,421718.66229683504,56.0,67.49689934135822,0.25957742287471364,16.72849915682968,4.96821718595052,0.30875362803290557,0.10286677908937605,0.0012895546076778098,0.445293125681976,[0.11 0.89 0.   0.  ],0.9351634459093372,0.00011192108871996684,18690476.1904207,[6.523 6.528 0.    0.   ],0.27777777777695306
8,[1652. 1653.    0.    0.],10081.0,201.60000000059856,[ 33.67 167.93   0.     0.  ],13984.979794361258,82015.0,19961.0,18470.0,5454000000.0,851917.0482718658,72.0,69.3630582003644,0.4403531395694757,16.05078861224085,8.175784415712451,0.6727271906586356,0.19680587243329034,0.0022815196905068944,0.7058823529411765,[0.167 0.833 0.    0.   ],0.9253043434697661,0.00015620041222439785,27053571.428491104,[8.194 8.199 0.    0.   ],0.3571428571417968
9,[1623. 1624.    0.    0.],10081.0,201.60000000059856,[ 34.433 167.167   0.      0.   ],14033.58665928374,81572.0,20340.0,18816.0,5626500000.0,525414.4916438505,104.0,69.60413976431002,0.4508282908441504,16.428528915782163,8.324905980764564,0.6659608949238158,0.20265846642198196,0.002479912707072711,0.7278047812716992,[0.171 0.829 0.    0.   ],0.9250737463126844,9.338211883832764e-05,27909226.19039333,[8.051 8.056 0.    0.   ],0.5158730158714843
