id,sleep_switches,steps,time,sleep_time,energy_consumption,disconnects,num_requests,num_rejects,cell_traffic,cell_dropped_traffic,ant_switches,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[560. 561.   0.   0.],10081.0,201.60000000059856,[  7.589 194.011   0.      0.   ],13192.73998035063,48247.0,6698.0,6290.0,1285500000.0,268918.5542714974,48.0,65.43368703673768,0.07507191746850532,19.228647951592105,1.3277298696814805,0.05890087785349564,0.024104751512746752,0.0004959825414145422,0.13738716397182818,[0.038 0.962 0.    0.   ],0.9390862944162437,0.000209193741168026,6376488.095219163,[2.778 2.783 0.    0.   ],0.23809523809453118
1,[1049. 1050.    0.    0.],10081.0,201.60000000059856,[ 19.553 182.047   0.      0.   ],13466.01506201086,39756.0,12483.0,11580.0,2697000000.0,650523.0411326034,56.0,66.78908373180874,0.24180140859041746,18.27596468604305,4.603289244813796,0.33029112848473935,0.09889891875805971,0.000892768574546176,0.31812320206328737,[0.097 0.903 0.    0.   ],0.9276616198029319,0.0002412024624147584,13377976.190436471,[5.203 5.208 0.    0.   ],0.27777777777695306
2,[800. 801.   0.   0.],10081.0,201.60000000059856,[ 12.074 189.526   0.      0.   ],13226.28500688589,44748.0,8929.0,8379.0,1845000000.0,41158.07900249975,48.0,65.60006451186402,0.1387957543894466,18.340640809443506,2.380461678858136,0.1422053149492518,0.04572959031842079,0.0002975895248487253,0.20861025691895646,[0.06 0.94 0.   0.  ],0.9384029566580804,2.2307901898373847e-05,9151785.714258542,[3.968 3.973 0.    0.   ],0.23809523809453118
3,[1058. 1059.    0.    0.],10081.0,201.60000000059856,[ 18.039 183.561   0.      0.   ],13308.145958133695,40625.0,12308.0,11506.0,2581500000.0,193387.68616246968,56.0,66.00608053829013,0.21894653308203665,17.902192242833053,4.026209668984381,0.2557495783265343,0.08382104949905764,0.0011903580993949012,0.30483086995337766,[0.089 0.911 0.    0.   ],0.9348391290217745,7.491291348536498e-05,12805059.523771506,[5.248 5.253 0.    0.   ],0.27777777777695306
4,[817. 818.   0.   0.],10081.0,201.60000000059856,[ 12.226 189.374   0.      0.   ],13318.56448868594,44880.0,9714.0,9156.0,1912500000.0,69645.92541381775,48.0,66.05775463090038,0.13744668187679904,18.522765598650928,2.2642207587656866,0.11994370761190722,0.043547267136196804,0.0002975895248487253,0.21743874615613532,[0.061 0.939 0.    0.   ],0.942557134033354,3.6416170151015814e-05,9486607.142828977,[4.053 4.058 0.    0.   ],0.23809523809453118
5,[1158. 1159.    0.    0.],10081.0,201.60000000059856,[ 20.434 181.166   0.      0.   ],13526.20500540244,38939.0,13638.0,12713.0,2782500000.0,125636.34430821546,48.0,67.0876153427175,0.2556095625433975,18.19779783751612,4.711082332268552,0.3142250613180933,0.10008927685745461,0.001091161591111993,0.3257613332010713,[0.101 0.899 0.    0.   ],0.9321748056899839,4.515232499846018e-05,13802083.333292354,[5.744 5.749 0.    0.   ],0.23809523809453118
6,[622. 623.   0.   0.],10081.0,201.60000000059856,[  8.881 192.719   0.      0.   ],13077.024289840196,47454.0,7534.0,7089.0,1314000000.0,0.0,48.0,64.85975741412777,0.08499156829679631,19.02112885626426,1.4729313346328974,0.07049203326598621,0.02608868167840492,0.0002975895248487253,0.13927189762920344,[0.044 0.956 0.    0.   ],0.9409344305813645,0.0,6517857.142837791,[3.085 3.09  0.    0.   ],0.23809523809453118
7,[803. 804.   0.   0.],10081.0,201.60000000059856,[ 11.399 190.201   0.      0.   ],13109.787052512138,45119.0,9264.0,8728.0,1899000000.0,0.0,48.0,65.02225499706543,0.12665410177561845,18.58585457791886,2.194188722989579,0.11695570841238749,0.04245610554508481,0.000892768574546176,0.21347088582481896,[0.057 0.943 0.    0.   ],0.9421416234887737,0.0,9419642.85711489,[3.983 3.988 0.    0.   ],0.23809523809453118
8,[1081. 1082.    0.    0.],10081.0,201.60000000059856,[ 16.43 185.17   0.     0.  ],13246.81983747086,41235.0,12198.0,11465.0,2761500000.0,514272.7431655969,48.0,65.7019136864754,0.20005951790497173,17.799027874218826,3.652065523448286,0.2832564853509546,0.08005158218430711,0.0005951790496974506,0.3299275865489535,[0.081 0.919 0.    0.   ],0.939908181669126,0.00018622949236487304,13697916.666625997,[5.362 5.367 0.    0.   ],0.23809523809453118
9,[1033. 1034.    0.    0.],10081.0,201.60000000059856,[ 16.174 185.426   0.      0.   ],13301.779783457825,41441.0,12398.0,11714.0,2749500000.0,515471.07194309705,64.0,65.97450542334056,0.19680587243329226,18.089872036504314,3.454724608859819,0.2543950938348111,0.07905961710147803,0.0002975895248487253,0.32843963892470984,[0.08 0.92 0.   0.  ],0.9448298112598806,0.00018747811309077907,13638392.857102364,[5.124 5.129 0.    0.   ],0.3174603174593749
