id,sleep_switches,steps,time,sleep_time,energy_consumption,ant_switches,num_requests,num_rejects,cell_traffic,cell_dropped_traffic,disconnects,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[1356. 1106. 1068.    0.],10081.0,201.60000000059856,[ 36.849   9.554 155.197   0.   ],11454.500628263575,35840.0,8233.0,6478.0,3744000000.0,816552.7100837254,3147.0,56.812323322405234,1.0856065866481552,25.79704394405317,11.684344702395574,0.8307534773903731,0.22934232715008432,0.03898422775518302,0.48328538835432994,[0.183 0.047 0.77  0.   ],0.7868334750394753,0.00021809634350526853,18571428.571373433,[6.726 5.486 5.298 0.   ],177.77777777724995
1,[1181. 2065. 1472.    0.],10081.0,201.60000000059856,[ 28.925  45.228 127.447   0.   ],10855.490142849516,8040.0,18595.0,17126.0,5559000000.0,2453342.344996686,2526.0,53.84133589350786,0.5604999504017361,16.699136990377937,9.416823100909275,0.8592508866530011,0.22448169824422182,0.027775022319214363,0.8332506695764309,[0.143 0.224 0.632 0.   ],0.9210002688894864,0.00044132799874018456,27574404.761822894,[ 5.858 10.243  7.302  0.   ],39.880952380833975
2,[1074. 1129. 1137.    0.],10081.0,201.60000000059856,[ 37.191  15.741 148.668   0.   ],11260.64840499483,12152.0,17910.0,16244.0,4272000000.0,1698668.2340441933,1934.0,55.85085013884827,0.7906358496180844,18.327150084317033,10.4743904283234,0.8811272134688846,0.2316238468405912,0.02618787818668783,0.6346592599940483,[0.184 0.078 0.737 0.   ],0.9069793411501954,0.00039762833193918384,21190476.190413274,[5.327 5.6   5.64  0.   ],60.277777777598814
3,[1530. 2295. 1466.    0.],10081.0,201.60000000059856,[ 41.147  42.733 117.72    0.   ],11635.194447767204,11056.0,23874.0,21872.0,5715000000.0,1999475.1749308037,2516.0,57.70853312055794,0.7869854181132657,16.949508977284,13.356263607847117,1.2000082845231408,0.3238765995436961,0.03283404424164269,0.8804682075190954,[0.204 0.212 0.584 0.   ],0.9161430845271006,0.0003498644225600706,28348214.285630118,[ 7.589 11.384  7.272  0.   ],54.841269841107014
4,[1093. 1139. 1172.    0.],10081.0,201.60000000059856,[ 37.085  16.593 147.922   0.   ],11235.913644504817,12128.0,18212.0,16544.0,4294500000.0,1327695.2681740182,1675.0,55.728170045156915,0.7784941970042536,18.15375458783851,10.93214713251119,0.8646528680182807,0.23053268524947923,0.024104751512746752,0.633865687927785,[0.184 0.082 0.734 0.   ],0.9084120360202065,0.0003091617809230453,21302083.333270088,[5.422 5.65  5.813 0.   ],60.15873015855155
5,[1120. 1923. 1515.    0.],10081.0,201.60000000059856,[ 29.743  45.001 126.856   0.   ],10820.697749364275,7608.0,20554.0,19173.0,5674500000.0,3679333.0540288785,1414.0,53.66877169608082,0.5874814006546865,16.68961412558278,9.107448151705777,0.7692975686279613,0.21426445789108223,0.022616803888503123,0.8511060410673544,[0.148 0.223 0.629 0.   ],0.9328111316532062,0.0006483977538159976,28147321.42848786,[5.556 9.539 7.515 0.   ],37.738095237983195
6,[1397. 1150. 1063.    0.],10081.0,201.60000000059856,[ 38.7    9.64 153.26   0.  ],11585.73733010342,36004.0,8431.0,6616.0,3856500000.0,3225791.4153641663,2770.0,57.46323445145942,1.1417121317329662,25.811328241245906,12.507100741297387,0.9846578607940893,0.25205832754687035,0.03848824521376847,0.5026287074694971,[0.192 0.048 0.76  0.   ],0.7847230459020282,0.000836455702155884,19129464.28565749,[6.93  5.704 5.273 0.   ],178.59126984073959
7,[ 898. 1494. 1227.    0.],10081.0,201.60000000059856,[ 21.868  28.396 151.336   0.   ],10422.514766346882,7204.0,12867.0,11715.0,4000500000.0,1780869.9075005692,3261.0,51.69385361743057,0.44963793274476144,17.14869556591608,6.967977163715535,0.572261107485519,0.1470092252752703,0.024600734054161293,0.5626425949806567,[0.108 0.141 0.751 0.   ],0.91046864070879,0.00044516183164618656,19843749.999941085,[4.454 7.411 6.086 0.   ],35.73412698402089
8,[1144. 2038. 1431.    0.],10081.0,201.60000000059856,[ 27.345  54.996 119.259   0.   ],10822.054024025467,7336.0,36707.0,35279.0,5595000000.0,2664118.977657911,2244.0,53.67549858161346,0.5033627616307815,16.576133320107132,8.500155445568934,0.7622331968937421,0.20533677214562046,0.02023608768971332,0.938200575339748,[0.136 0.273 0.592 0.   ],0.9610973383823249,0.0004761606751846132,27752976.19039379,[ 5.675 10.109  7.098  0.   ],36.38888888878085
9,[1038. 2027. 1380.    0.],10081.0,201.60000000059856,[ 24.227  57.358 120.015   0.   ],10641.291852312524,5828.0,37848.0,36612.0,5542500000.0,3414300.7930116,1682.0,52.7789497684352,0.4347981351056373,16.44678107330622,7.529914162688118,0.7240945731531856,0.18490229143934134,0.015573851800416625,0.9418708461462156,[0.12  0.285 0.595 0.   ],0.9673430564362714,0.000616021793957889,27492559.523727898,[ 5.149 10.055  6.845  0.   ],28.908730158644328
