id,sleep_switches,steps,time,sleep_time,energy_consumption,cell_traffic,cell_dropped_traffic,num_requests,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,ant_switches,avg_ant_switch_fps
0,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],21895.26767322734,17731500000.0,0.0,5154.0,108.59670505518935,12.80000000000204,64.0,37.805878367490315,1.9658960438571658,0.5852593988691598,0.0,1.4033330026783057,[1. 0. 0. 0.],0.0,0.0,0.0,87953869.04735792,[0. 0. 0. 0.],0.0,0.0
1,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],23504.1486420392,36468000000.0,166024.58548402507,7363.0,116.57647377263739,12.80000000000204,64.0,53.7309856697444,3.278293250689318,0.9690506894157326,0.0,3.075686935819859,[1. 0. 0. 0.],0.0,0.0,4.552610109795576e-06,180892857.14232007,[0. 0. 0. 0.],0.0,0.0
2,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],22910.932594930015,26404500000.0,0.0,6394.0,113.63422574610824,12.80000000000204,64.0,46.991219043678555,2.7543082735998388,0.8108322587044936,0.0,2.2872730879873027,[1. 0. 0. 0.],0.0,0.0,0.0,130974702.38056351,[0. 0. 0. 0.],0.0,0.0
3,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],23535.411922929194,36127500000.0,7909.065083937025,7396.0,116.7315341877262,12.80000000000204,64.0,54.034428730651825,3.2993950219854855,0.9653804186092649,0.0,3.0158714413252654,[1. 0. 0. 0.],0.0,0.0,2.189209074510283e-07,179203869.04708698,[0. 0. 0. 0.],0.0,0.0
4,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],21843.213760659783,17539500000.0,0.0,5065.0,108.3385267367311,12.80000000000204,64.0,36.82867499364533,1.9346438406964668,0.5633369705386371,0.0,1.37823628608273,[1. 0. 0. 0.],0.0,0.0,0.0,87001488.0949798,[0. 0. 0. 0.],0.0,0.0
5,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],22334.710117602546,26490000000.0,0.0,5753.0,110.77626285885695,12.80000000000204,64.0,41.47150471341749,2.233584165533845,0.6659061601031644,0.0,2.0528717389147904,[1. 0. 0. 0.],0.0,0.0,0.0,131398809.5234194,[0. 0. 0. 0.],0.0,0.0
6,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],23058.713405018952,38454000000.0,166024.58548402507,6588.0,114.36719276371096,12.80000000000204,64.0,48.09838388687161,2.893864073980919,0.8476341632774527,0.0,3.1869854181132826,[1. 0. 0. 0.],0.0,0.0,4.317485449732799e-06,190744047.6184813,[0. 0. 0. 0.],0.0,0.0
7,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],23054.731849330543,38131500000.0,173933.6505679621,6497.0,114.34744494261918,12.80000000000204,64.0,47.505655965336786,2.867271953471397,0.8424759448467414,0.0,3.1717091558377146,[1. 0. 0. 0.],0.0,0.0,4.561416429145512e-06,189144345.23753366,[0. 0. 0. 0.],0.0,0.0
8,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],23000.05313411557,37899000000.0,110735.16434554046,6473.0,114.07624806128307,12.80000000000204,64.0,46.71561082598044,2.7030909055044567,0.8131137783950005,0.0,3.120920543596865,[1. 0. 0. 0.],0.0,0.0,2.9218492399678212e-06,187991071.42801327,[0. 0. 0. 0.],0.0,0.0
9,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],22283.52501200924,26056500000.0,94275.43823464448,5630.0,110.52239367130916,12.80000000000204,64.0,40.97133292839435,2.252475337154622,0.6575736534074,0.0,2.0127963495684953,[1. 0. 0. 0.],0.0,0.0,3.6181159493655894e-06,129248511.90437816,[0. 0. 0. 0.],0.0,0.0
10,[0. 0. 0. 0.],10081.0,201.60000000059856,[201.6   0.    0.    0. ],22236.615362234792,25980000000.0,0.0,5565.0,110.28972999818971,12.80000000000204,64.0,40.22825133357368,2.1918186806938604,0.6498363257613332,0.0,2.019144926098601,[1. 0. 0. 0.],0.0,0.0,0.0,128869047.61866501,[0. 0. 0. 0.],0.0,0.0
