id,sleep_switches,steps,time,sleep_time,energy_consumption,disconnects,num_requests,num_rejects,cell_traffic,cell_dropped_traffic,ant_switches,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
17,[1643. 1644.    0.    0.],10081.0,201.60000000059856,[ 33.335 168.265   0.      0.   ],13981.580690605413,81849.0,20640.0,19133.0,5493000000.0,1521908.5224543626,80.0,69.34619923917195,0.4336871342128647,16.653903382600934,8.21709708716114,0.6537842170385609,0.19045729590318422,0.0018847336573752603,0.7017160995932943,[0.165 0.835 0.    0.   ],0.9269864341085271,0.00027706326642169354,27247023.80944291,[8.15  8.155 0.    0.   ],0.39682539682421863
18,[1562. 1563.    0.    0.],10081.0,201.60000000059856,[ 33.093 168.507   0.      0.   ],13986.15084670672,83291.0,19754.0,18329.0,5220000000.0,490020.49071343907,64.0,69.36886641554912,0.4272592004761326,16.39043745660153,7.865762735815815,0.6296273513252942,0.1880765797043944,0.0016863406408094434,0.660946334689019,[0.164 0.836 0.    0.   ],0.9278627113496001,9.387365722479676e-05,25892857.142780267,[7.748 7.753 0.    0.   ],0.3174603174593749
19,[1615. 1616.    0.    0.],10081.0,201.60000000059856,[ 31.723 169.877   0.      0.   ],13971.085140254107,83348.0,19572.0,18166.0,5205000000.0,335452.47549273237,72.0,69.29414314180345,0.41178454518399976,16.523360777700624,7.5223246978457174,0.5845174524787264,0.1750818371193334,0.001587144132526535,0.6512250768772939,[0.157 0.843 0.    0.   ],0.9281626813815655,6.444812209274397e-05,25818452.380875725,[8.011 8.016 0.    0.   ],0.3571428571417968
20,[1313. 1314.    0.    0.],10081.0,201.60000000059856,[ 22.86 178.74   0.     0.  ],13663.576176118517,92648.0,16347.0,15286.0,3711000000.0,39355.9957769241,72.0,67.76895236640557,0.2693383592897514,16.91102073207023,4.869093131564149,0.3286778096956875,0.10485070925503422,0.0007935720662632675,0.43269516913004663,[0.113 0.887 0.    0.   ],0.9350951244876736,1.0605226563439531e-05,18407738.095183443,[6.513 6.518 0.    0.   ],0.3571428571417968
21,[1356. 1357.    0.    0.],10081.0,201.60000000059856,[ 22.839 178.761   0.      0.   ],13554.301799579283,91536.0,16432.0,15346.0,3852000000.0,765885.9905523795,64.0,67.22697053653212,0.27116357504215666,17.08282908441623,5.134300841314628,0.357545564705942,0.10911615911119929,0.000892768574546176,0.4584862612836028,[0.113 0.887 0.    0.   ],0.9339094449853943,0.0001988281387726842,19107142.857086126,[6.726 6.731 0.    0.   ],0.3174603174593749
22,[1613. 1614.    0.    0.],10081.0,201.60000000059856,[ 34.788 166.812   0.      0.   ],14109.12874593598,81395.0,19604.0,18035.0,5395500000.0,779399.32318989,80.0,69.97881532552465,0.4670965182025464,16.64120622954072,8.923803918041383,0.732281329173235,0.21644678107330623,0.001091161591111993,0.6936811824223788,[0.173 0.827 0.    0.   ],0.9199653132013875,0.00014445358598644983,26763392.857063398,[8.001 8.006 0.    0.   ],0.39682539682421863
23,[1517. 1518.    0.    0.],10081.0,201.60000000059856,[ 32.67 168.93   0.     0.  ],13945.110979110652,83424.0,18637.0,17252.0,5254500000.0,448779.3881783198,128.0,69.1653158372529,0.4342426346592487,16.338458486261285,7.73157668152339,0.6419534782764676,0.18877095526237475,0.0016863406408094434,0.676024203948021,[0.162 0.838 0.    0.   ],0.9256854643987766,8.540858086941094e-05,26063988.09516071,[7.525 7.53  0.    0.   ],0.6349206349187498
24,[1549. 1550.    0.    0.],10081.0,201.60000000059856,[ 32.774 168.826   0.      0.   ],14023.823808089128,82884.0,18975.0,17497.0,5347500000.0,2698078.9558470338,64.0,69.55571772683909,0.4274179148893852,16.534867572661444,8.085346322569823,0.6312251932183082,0.1856958635056046,0.0019839301656581687,0.6888205535165162,[0.163 0.837 0.    0.   ],0.9221080368906456,0.0005045495943612966,26525297.618968863,[7.684 7.688 0.    0.   ],0.3174603174593749
25,[1586. 1587.    0.    0.],10081.0,201.60000000059856,[ 32.759 168.841   0.      0.   ],13966.71000145688,83081.0,20152.0,18746.0,5457000000.0,3029594.10852246,136.0,69.27244321720578,0.42106933835927973,16.40551532586053,7.629067642553929,0.6992037886686613,0.17914889395893266,0.001785537149092352,0.6926892173395497,[0.162 0.838 0.    0.   ],0.9302302500992458,0.0005551757574715888,27068452.380872015,[7.867 7.872 0.    0.   ],0.6746031746011717
26,[1663. 1664.    0.    0.],10081.0,201.60000000059856,[ 33.427 168.173   0.      0.   ],14042.214756059398,82146.0,20148.0,18638.0,5413500000.0,663947.2591365145,72.0,69.6469336179731,0.44043249677610213,16.727705584763417,8.23485421867942,0.6204593505315753,0.19353238765995437,0.0026783057236385278,0.683662335085805,[0.166 0.834 0.    0.   ],0.9250545959896764,0.00012264657968717363,26852678.571348846,[8.249 8.254 0.    0.   ],0.3571428571417968
27,[1292. 1293.    0.    0.],10081.0,201.60000000059856,[ 24.568 177.032   0.      0.   ],13698.63518113106,91434.0,16015.0,14859.0,3691500000.0,67567.80778806005,56.0,67.94283891046175,0.29385973613728483,16.51026683860728,5.484369454369727,0.35709192851007865,0.11695268326554906,0.0014879476242436267,0.43656383295308004,[0.122 0.878 0.    0.   ],0.9278176709334999,1.8303618525818787e-05,18311011.90470754,[6.409 6.414 0.    0.   ],0.27777777777695306
28,[1338. 1339.    0.    0.],10081.0,201.60000000059856,[ 23.265 178.335   0.      0.   ],13496.507646354643,91641.0,16803.0,15748.0,3838500000.0,765885.9905523795,72.0,66.94032162657908,0.2840987997222472,17.202658466421983,5.116617692742889,0.3549718180956856,0.11020732070231128,0.0013887511159607182,0.4679099295704791,[0.115 0.885 0.    0.   ],0.9372135928108076,0.00019952741710365493,19040178.57137204,[6.637 6.642 0.    0.   ],0.3571428571417968
29,[1646. 1647.    0.    0.],10081.0,201.60000000059856,[ 34.088 167.512   0.      0.   ],14028.891993247897,81053.0,20796.0,19227.0,5592000000.0,410389.14403059427,112.0,69.58085504039384,0.44805078861222897,16.311477036008334,8.714738904191629,0.6979734141783209,0.20493998611248884,0.0022815196905068944,0.721555401249876,[0.169 0.831 0.    0.   ],0.9245527986151183,7.338861660060698e-05,27738095.238012884,[8.165 8.17  0.    0.   ],0.5555555555539061
30,[1562. 1563.    0.    0.],10081.0,201.60000000059856,[ 34.326 167.274   0.      0.   ],13998.751752798893,81439.0,19315.0,17818.0,5451000000.0,664033.9297959086,56.0,69.43136470982586,0.4578117250272666,16.414641404622557,8.436885856010576,0.647163383788466,0.2008729292728896,0.0019839301656581687,0.7042952088086499,[0.17 0.83 0.   0.  ],0.9224954698420916,0.00012181873597429987,27038690.476110198,[7.748 7.753 0.    0.   ],0.27777777777695306
31,[1565. 1566.    0.    0.],10081.0,201.60000000059856,[ 31.423 170.177   0.      0.   ],13993.985767561326,83642.0,19460.0,18093.0,5388000000.0,167911.6837667934,88.0,69.40772625512191,0.41257811725026305,16.282511655589722,7.363068576176499,0.5647176287759074,0.17835532189266937,0.0020831266739410772,0.7060807459577423,[0.156 0.844 0.    0.   ],0.9297533401849949,3.116400960779388e-05,26726190.476111125,[7.763 7.768 0.    0.   ],0.4365079365066405
32,[1605. 1606.    0.    0.],10081.0,201.60000000059856,[ 35.347 166.253   0.      0.   ],14041.557937273612,81519.0,19850.0,18326.0,5566500000.0,920583.0953619636,120.0,69.64367591146639,0.46971530602121503,16.688423767483386,8.517250054119687,0.739135531216605,0.21237972423370696,0.0014879476242436267,0.7176867374268425,[0.175 0.825 0.    0.   ],0.9232241813602015,0.000165379160219521,27611607.142775163,[7.961 7.966 0.    0.   ],0.595238095236328
33,[1608. 1609.    0.    0.],10081.0,201.60000000059856,[ 32.141 169.459   0.      0.   ],14080.091521296305,83028.0,20317.0,18855.0,5440500000.0,650751.5599298982,56.0,69.83479576080107,0.42122805277253206,16.30076381311378,7.915941011047519,0.6031570957724959,0.1846047019144926,0.0020831266739410772,0.6990377938696558,[0.159 0.841 0.    0.   ],0.9280405571688733,0.00011961245472473086,26986607.14277702,[7.976 7.981 0.    0.   ],0.27777777777695306
34,[1328. 1329.    0.    0.],10081.0,201.60000000059856,[ 24.233 177.367   0.      0.   ],13662.148169741506,90949.0,16629.0,15510.0,3850500000.0,67567.80778806005,64.0,67.76186970408659,0.2941771649637901,17.078464438051782,5.492272587488865,0.3667925866826124,0.1138775915087789,0.0011903580993949012,0.4533280428528916,[0.12 0.88 0.   0.  ],0.9327079198989717,1.7547801009754588e-05,19099702.380895674,[6.587 6.592 0.    0.   ],0.3174603174593749
35,[1332. 1333.    0.    0.],10081.0,201.60000000059856,[ 24.156 177.444   0.      0.   ],13654.447255728604,91260.0,16490.0,15360.0,3846000000.0,22710.67174856076,64.0,67.72367451505255,0.2901299474258477,16.640015871441324,5.418424909777933,0.37026307285212107,0.11794464834837813,0.0012895546076778098,0.4654300168634064,[0.12 0.88 0.   0.  ],0.9314736203759855,5.90501085506e-06,19077380.952324312,[6.607 6.612 0.    0.   ],0.3174603174593749
36,[1673. 1674.    0.    0.],10081.0,201.60000000059856,[ 35.081 166.519   0.      0.   ],14042.116416545245,80820.0,20752.0,19157.0,5641500000.0,37155.3879655422,48.0,69.64644587115116,0.46074794167244054,16.783255629401847,8.838000153733864,0.6576203117134828,0.20394802102965975,0.0016863406408094434,0.7114373574050193,[0.174 0.826 0.    0.   ],0.9231399383191982,6.58608312781037e-06,27983630.95229787,[8.299 8.304 0.    0.   ],0.23809523809453118
37,[1595. 1596.    0.    0.],10081.0,201.60000000059856,[ 34.801 166.799   0.      0.   ],14146.786992421628,81162.0,19983.0,18476.0,5542500000.0,483294.4663346944,96.0,70.1655936534966,0.46289058625135127,16.238468405912112,8.352246866805173,0.7242866604404349,0.20870945342723937,0.0018847336573752603,0.713917270112092,[0.173 0.827 0.    0.   ],0.9245858980133114,8.719791905001252e-05,27492559.523727898,[7.912 7.917 0.    0.   ],0.47619047618906235
38,[1645. 1646.    0.    0.],10081.0,201.60000000059856,[ 35.699 165.901   0.      0.   ],14022.781984212648,80816.0,19978.0,18393.0,5592000000.0,1104013.289821152,72.0,69.55055046230056,0.4652713024501409,16.290050590219224,8.602393868294895,0.6672489137503641,0.20404721753794267,0.0016863406408094434,0.721555401249876,[0.177 0.823 0.    0.   ],0.920662729001902,0.0001974272692813219,27738095.238012884,[8.16  8.165 0.    0.   ],0.3571428571417968
39,[1570. 1571.    0.    0.],10081.0,201.60000000059856,[ 35.295 166.305   0.      0.   ],14193.869770600271,82358.0,19341.0,17814.0,5565000000.0,370927.1085282164,88.0,70.39911601327542,0.46416030155737253,16.53447078662831,8.514720496742406,0.6829525397123402,0.2068247197698641,0.0016863406408094434,0.7307806765201865,[0.175 0.825 0.    0.   ],0.9210485497130448,6.66535684686822e-05,27604166.666584708,[7.788 7.793 0.    0.   ],0.4365079365066405
40,[1607. 1608.    0.    0.],10081.0,201.60000000059856,[ 34.995 166.605   0.      0.   ],14005.022900159514,80784.0,20086.0,18516.0,5499000000.0,658928.0079226422,128.0,69.4624685058818,0.46876301954169924,16.51066362464041,8.912791796269627,0.7534236867110797,0.22001785537149093,0.0027775022319214363,0.7034024402341038,[0.174 0.826 0.    0.   ],0.9218361047495768,0.000119826879054854,27276785.71420473,[7.971 7.976 0.    0.   ],0.6349206349187498
41,[1307. 1308.    0.    0.],10081.0,201.60000000059856,[ 23.753 177.847   0.      0.   ],13626.832842845957,91672.0,15967.0,14876.0,3709500000.0,199899.43027780752,48.0,67.58671184823993,0.28878087491320026,16.71342128757068,5.330422592646808,0.33198744528454033,0.11199285785140363,0.0011903580993949012,0.4396389247098502,[0.118 0.882 0.    0.   ],0.9316715726185257,5.3888510655831656e-05,18400297.618992988,[6.483 6.488 0.    0.   ],0.23809523809453118
42,[1417. 1418.    0.    0.],10081.0,201.60000000059856,[ 29.727 171.873   0.      0.   ],13904.806645205803,86707.0,17710.0,16300.0,3810000000.0,0.0,56.0,68.9654133776519,0.35766293026484797,16.65826802896538,6.829629142396925,0.448201967680449,0.1442317230433489,0.0019839301656581687,0.4515425057037992,[0.147 0.853 0.    0.   ],0.9203839638622248,0.0,18898809.523753412,[7.029 7.034 0.    0.   ],0.27777777777695306
43,[1369. 1370.    0.    0.],10081.0,201.60000000059856,[ 27.415 174.185   0.      0.   ],13768.318645864392,89042.0,17012.0,15764.0,3909000000.0,0.0,56.0,68.28845672979226,0.3249677611348032,16.75548060708263,5.9377177059058885,0.4039142888846873,0.12984822934232715,0.0013887511159607182,0.47892074198988194,[0.136 0.864 0.    0.   ],0.9266400188102516,0.0,19389880.952323385,[6.791 6.796 0.    0.   ],0.27777777777695306
44,[1690. 1691.    0.    0.],10081.0,201.60000000059856,[ 41.145 160.455   0.      0.   ],14282.655775902547,76997.0,20438.0,18626.0,5503500000.0,336222.30863871647,72.0,70.83947909879446,0.5407400059517734,16.546771153655392,10.243916015705151,0.8484207586338925,0.25185993453030453,0.0023807161987898025,0.7030056542009722,[0.204 0.796 0.    0.   ],0.9113416185536746,6.109245182860298e-05,27299107.14277609,[8.383 8.388 0.    0.   ],0.3571428571417968
45,[1314. 1315.    0.    0.],10081.0,201.60000000059856,[ 26.344 175.256   0.      0.   ],13777.39379612362,90652.0,16578.0,15338.0,3925500000.0,674689.3322100575,72.0,68.3334678906856,0.31449260986012867,16.57295903184208,5.828455288159242,0.3930929678861689,0.12508679694474756,0.0016863406408094434,0.4795159210395794,[0.131 0.869 0.    0.   ],0.9252020750392086,0.00017187347655331996,19471726.190418378,[6.518 6.523 0.    0.   ],0.3571428571417968
46,[1658. 1659.    0.    0.],10081.0,201.60000000059856,[ 41.715 159.885   0.      0.   ],14293.966874552758,76523.0,20887.0,19075.0,5506500000.0,928067.2587200825,88.0,70.89558017334144,0.5603412359884752,16.348378137089576,10.563710619629987,0.8845402461973628,0.25592699136990377,0.0018847336573752603,0.7130245015375459,[0.207 0.793 0.    0.   ],0.9132474745056733,0.0001685403175737914,27313988.095157,[8.224 8.229 0.    0.   ],0.4365079365066405
47,[1351. 1352.    0.    0.],10081.0,201.60000000059856,[ 25.578 176.022   0.      0.   ],13722.249985249022,90954.0,17129.0,15924.0,3825000000.0,0.0,48.0,68.0599642160762,0.29917666898124845,16.991568296795954,5.542894139895441,0.3378841166214234,0.11467116357504216,0.0013887511159607182,0.461561353040373,[0.127 0.873 0.    0.   ],0.9296514682701851,0.0,18973214.285657953,[6.701 6.706 0.    0.   ],0.23809523809453118
48,[1371. 1372.    0.    0.],10081.0,201.60000000059856,[ 30.428 171.172   0.      0.   ],13889.168481749442,86500.0,17168.0,15794.0,3684000000.0,199899.43027780752,48.0,68.8878508171101,0.3699632972919279,16.60470191449261,6.760211938713712,0.4808739827450562,0.14988592401547465,0.001091161591111993,0.43398472373772445,[0.151 0.849 0.    0.   ],0.9199673811742777,5.426151744783049e-05,18273809.523755267,[6.801 6.806 0.    0.   ],0.23809523809453118
