cluster,weekday,time,Delay Sensitive,Delay Stringent,Delay Tolerant
0,Sun,22:00,111303.3026,2921.666023,216620.8142
0,Sun,22:20,101479.0232,2326.294836,195262.2212
0,Sun,22:40,95309.76547,2437.382496,180646.7414
0,Sun,23:00,88270.00702,2534.724438,173871.2118
0,Sun,23:20,77993.5371,1741.144119,165121.4848
0,Sun,23:40,71436.07731,1082.930742,155342.6948
1,Mon,0:00,215279.9491,10801.47622,650462.3378
1,Mon,0:20,209995.3707,10829.75702,633207.6906
1,Mon,0:40,212561.8131,10002.27566,607665.2066
1,Mon,1:00,218426.9557,8073.007858,591321.5808
1,Mon,1:20,211135.8888,6406.848715,564623.7772
1,Mon,1:40,217751.6019,8150.09556,596621.0907
1,Mon,2:00,227692.2253,10670.64609,673317.4926
1,Mon,2:20,226443.1598,10584.63086,719784.3168
1,Mon,2:40,237281.2775,9992.556554,727254.0855
1,Mon,3:00,257823.8307,9455.000607,716315.933
1,Mon,3:20,269947.7703,8568.430528,709367.3129
1,Mon,3:40,264075.3272,7051.984574,705576.3063
1,Mon,4:00,257493.401,5910.58681,687484.7374
1,Mon,4:20,267179.2138,6137.095559,678531.795
1,Mon,4:40,274322.0916,6816.288942,683108.3241
1,Mon,5:00,266983.2965,7770.405176,642833.3962
1,Mon,5:20,254772.669,8161.076415,590473.3969
1,Mon,5:40,268912.8599,7648.739119,604927.7294
1,Mon,6:00,284228.5294,7072.01384,623827.5566
1,Mon,6:20,281990.893,6735.691876,588354.8267
1,Mon,6:40,288340.1144,7622.017444,582328.3948
1,Mon,7:00,291822.3406,8396.978196,600729.625
1,Mon,7:20,290600.6008,8131.293416,581241.0185
1,Mon,7:40,295852.104,8070.31258,581230.7892
1,Mon,8:00,305309.8825,7729.944944,598083.4553
1,Mon,8:20,309795.7701,6591.151596,564668.3933
1,Mon,8:40,295908.2321,5609.491103,535889.024
1,Mon,9:00,272109.2444,4930.4775,532595.814
1,Mon,9:20,255765.7483,4396.411202,506966.8932
1,Mon,9:40,239697.8483,3895.368183,465057.0615
1,Mon,10:00,225976.9678,2914.818013,398240.1089
1,Mon,10:20,203817.0111,2261.370707,339303.3289
1,Mon,10:40,168304.1605,2440.435265,322074.3137
1,Mon,11:00,145208.2233,2598.885179,302673.4569
1,Mon,11:20,132895.9944,2300.735525,267856.9017
1,Mon,11:40,124890.4121,1805.233633,250078.9906
1,Mon,12:00,122452.5689,986.1351203,255149.593
1,Mon,12:20,106419.8658,505.2033059,244102.0531
1,Mon,12:40,104382.5653,535.3577472,223779.093
1,Mon,13:00,98284.67722,665.0651587,202435.5666
1,Mon,13:20,87784.03102,587.6398756,198572.0895
1,Mon,13:40,83272.34982,339.6935922,212191.8641
1,Mon,14:00,74957.88374,211.2293423,208875.3442
1,Mon,14:20,67423.17415,224.7104875,191932.4316
1,Mon,14:40,62051.63269,292.5234465,185086.3014
1,Mon,15:00,58741.3758,330.1982303,185161.3015
1,Mon,15:20,65338.9893,330.6570268,194626.2214
1,Mon,15:40,75639.43692,348.5637356,202858.6646
1,Mon,16:00,79407.76215,443.8654879,206654.6252
1,Mon,16:20,82965.8938,703.3284465,220917.4562
1,Mon,16:40,87852.13237,876.8455299,249084.4256
1,Mon,17:00,99664.89482,755.6345754,287509.5613
1,Mon,17:20,113996.5982,688.3771673,330962.3386
1,Mon,17:40,122298.1355,1063.052202,376985.923
1,Mon,18:00,139508.4996,2105.092315,431927.958
1,Mon,18:20,174043.1993,3798.710714,483396.6824
1,Mon,18:40,198476.3987,5996.801108,516464.2673
1,Mon,19:00,193937.7198,7822.135019,529050.9294
1,Mon,19:20,172753.0982,9417.379028,528046.9723
1,Mon,19:40,167492.165,11334.40946,549362.8685
1,Mon,20:00,178216.8697,11950.43752,569883.6956
1,Mon,20:20,180912.7328,10857.5452,562980.9757
1,Mon,20:40,185761.7393,10786.85895,566519.5054
1,Mon,21:00,188715.327,11237.75066,577518.2306
1,Mon,21:20,175964.2106,10848.20327,579832.8809
1,Mon,21:40,177812.2314,10388.11081,603538.0519
1,Mon,22:00,194848.0156,9187.661134,634438.2134
1,Mon,22:20,195757.6477,6911.610994,655890.7445
1,Mon,22:40,201222.6425,5597.877988,674610.2494
1,Mon,23:00,216268.7323,5539.918008,666355.5632
1,Mon,23:20,215343.2747,6381.150998,637290.3205
1,Mon,23:40,210792.5341,8601.810493,631919.2335
1,Tue,0:00,217205.6381,12494.78347,584271.8359
1,Tue,0:20,208796.585,12471.92643,551999.2432
1,Tue,0:40,219402.4453,12136.29382,591871.4304
1,Tue,1:00,228737.8623,11940.77534,677715.8471
1,Tue,1:20,241391.6125,11499.2154,720003.411
1,Tue,1:40,249495.1308,11861.89641,726430.9203
1,Tue,2:00,232458.2971,11690.7349,705325.8552
1,Tue,2:20,220797.3092,10050.59181,647368.4289
1,Tue,2:40,240369.0509,9196.296464,636502.9305
1,Tue,3:00,269096.4142,9777.81711,681655.8535
1,Tue,3:20,276329.1824,9396.036515,675960.9817
1,Tue,3:40,264022.2519,7982.035637,660693.8673
1,Tue,4:00,263897.6874,6863.852765,653562.575
1,Tue,4:20,268457.9738,5627.152935,630188.0687
1,Tue,4:40,262895.6874,5409.908359,605523.5943
1,Tue,5:00,249647.4009,5934.948309,573050.0295
1,Tue,5:20,238114.7428,5898.306458,548394.9286
1,Tue,5:40,255968.7781,6031.048551,566808.984
1,Tue,6:00,273941.9303,6716.450997,607683.969
1,Tue,6:20,270291.7037,7373.467957,618719.008
1,Tue,6:40,275354.1989,7767.966567,602098.3378
1,Tue,7:00,288992.7076,8111.021768,586409.7992
1,Tue,7:20,290235.1163,8421.040011,575607.572
1,Tue,7:40,276772.7708,8459.325651,561756.7207
1,Tue,8:00,265590.8101,8386.478097,530724.2961
1,Tue,8:20,252408.3486,7965.106099,514152.2293
1,Tue,8:40,244196.3079,6699.82869,505353.6819
1,Tue,9:00,241748.7761,5296.79621,467099.6718
1,Tue,9:20,221823.7881,4160.650139,425737.8541
1,Tue,9:40,201691.1654,3845.42119,398608.0908
1,Tue,10:00,195648.1393,3452.80456,358763.885
1,Tue,10:20,180522.8492,2495.201614,314160.2356
1,Tue,10:40,159860.7238,2898.332757,297187.9592
1,Tue,11:00,147626.9031,3266.636945,285788.7223
1,Tue,11:20,127101.4106,2036.783265,261609.124
1,Tue,11:40,113456.2666,1190.502915,248443.1144
1,Tue,12:00,122239.4662,1160.600569,245761.2715
1,Tue,12:20,107809.759,754.8381481,231204.5942
1,Tue,12:40,87557.92793,1024.842678,217016.9013
1,Tue,13:00,80979.24087,1444.517462,204289.976
1,Tue,13:20,78803.83517,1050.362983,195821.7479
1,Tue,13:40,69104.21385,547.6744934,197730.5286
1,Tue,14:00,62402.25767,334.2212259,198626.5425
1,Tue,14:20,65331.06897,268.3018002,197133.929
1,Tue,14:40,68545.76353,233.9175945,194393.0204
1,Tue,15:00,63723.30809,194.1398306,188449.7399
1,Tue,15:20,62408.84473,163.6339883,191306.9438
1,Tue,15:40,67415.89826,191.3702133,206018.3086
1,Tue,16:00,70937.98471,239.4992778,227732.6742
1,Tue,16:20,71162.61482,288.1580136,253126.832
1,Tue,16:40,80292.93471,433.0881873,278711.3098
1,Tue,17:00,96090.79479,586.6444395,304534.0648
1,Tue,17:20,105315.2953,738.5322359,322974.9986
1,Tue,17:40,118761.861,975.0463769,346527.4679
1,Tue,18:00,141445.7577,1273.085953,404312.2843
1,Tue,18:20,174561.6913,1927.512008,482213.5762
1,Tue,18:40,201233.5404,3759.29231,531235.0917
1,Tue,19:00,192582.3771,6149.161093,533197.3464
1,Tue,19:20,178989.8048,8518.388907,520474.7786
1,Tue,19:40,183289.5751,11258.38127,520590.5625
1,Tue,20:00,183785.7723,12740.81777,520007.3981
1,Tue,20:20,181964.8977,12346.67955,538657.7842
1,Tue,20:40,180182.5889,12337.31257,572807.4673
1,Tue,21:00,177161.8932,12986.81523,574437.8413
1,Tue,21:20,170626.622,13392.56139,526829.9716
1,Tue,21:40,174721.229,13816.19506,531799.9932
1,Tue,22:00,197386.9419,13043.62964,583688.6121
1,Tue,22:20,213762.5351,9636.542828,603471.7453
1,Tue,22:40,229878.2539,6924.431517,629758.3269
1,Tue,23:00,240852.0458,6881.01182,644585.5793
1,Tue,23:20,236162.3663,8086.432171,639404.6668
1,Tue,23:40,230925.8686,10428.20017,620735.1905
1,Wed,0:00,208542.4764,10384.55815,579866.6419
1,Wed,0:20,216334.3807,9397.682086,534544.3083
1,Wed,0:40,233924.27,9248.836395,551278.6252
1,Wed,1:00,249080.554,9666.570962,614200.8714
1,Wed,1:20,255753.2582,8778.503137,624377.7362
1,Wed,1:40,272426.8315,8188.577455,642199.1105
1,Wed,2:00,277760.3774,8775.579732,690777.8572
1,Wed,2:20,271766.6408,9244.038513,710746.4967
1,Wed,2:40,280867.4333,8524.746458,701509.6243
1,Wed,3:00,275606.6223,8200.379498,685898.154
1,Wed,3:20,266071.9829,8544.136105,672009.1796
1,Wed,3:40,272800.1797,8348.610687,653269.764
1,Wed,4:00,276919.7888,7813.323268,644881.8305
1,Wed,4:20,281966.8786,7444.638041,647665.3804
1,Wed,4:40,292786.0756,7618.446239,639907.452
1,Wed,5:00,296645.6433,8335.175149,611057.7671
1,Wed,5:20,282603.7268,8501.984136,583572.6912
1,Wed,5:40,285979.4891,8315.839172,604444.9101
1,Wed,6:00,304597.1006,8387.149993,639175.3147
1,Wed,6:20,299327.5376,8361.651012,619404.1394
1,Wed,6:40,296759.8569,8550.590885,605951.926
1,Wed,7:00,295842.7546,7868.604206,620794.7703
1,Wed,7:20,303176.7523,6103.305554,607729.2626
1,Wed,7:40,320122.6337,5162.439704,585444.226
1,Wed,8:00,311739.6481,4832.379132,560937.5767
1,Wed,8:20,297844.2264,4613.002218,513138.7397
1,Wed,8:40,296721.668,5040.680706,508964.233
1,Wed,9:00,274393.4174,5366.544715,513501.7522
1,Wed,9:20,239008.1707,4464.545538,466611.7102
1,Wed,9:40,222266.1597,4024.521546,429797.4623
1,Wed,10:00,201880.5354,4037.228004,393819.6716
1,Wed,10:20,175512.8851,2966.021852,332243.0518
1,Wed,10:40,168287.7367,1995.360926,298454.9213
1,Wed,11:00,165230.0096,1641.667858,274789.7041
1,Wed,11:20,146069.4722,1196.613261,248453.1858
1,Wed,11:40,123851.9796,887.8605517,241114.8659
1,Wed,12:00,120964.9536,824.0105708,249750.6862
1,Wed,12:20,116340.7817,402.1755186,236585.0166
1,Wed,12:40,94631.37407,335.5373054,211155.712
1,Wed,13:00,78789.30599,331.4559046,202791.607
1,Wed,13:20,67299.90452,261.5231506,196143.3694
1,Wed,13:40,58221.50477,352.9377895,188245.018
1,Wed,14:00,58775.04509,444.2387641,185176.1647
1,Wed,14:20,61956.01767,400.399736,187189.5136
1,Wed,14:40,62469.30393,529.8294769,188566.1449
1,Wed,15:00,62093.66771,531.5681535,188924.6227
1,Wed,15:20,62940.14674,337.6558187,196618.0549
1,Wed,15:40,70983.83969,353.8422194,205606.4852
1,Wed,16:00,84599.3103,571.4138679,213040.8675
1,Wed,16:20,91395.05445,863.9821927,221753.0265
1,Wed,16:40,94163.18388,996.0530689,246130.4466
1,Wed,17:00,109117.0541,719.5428043,281301.0309
1,Wed,17:20,125501.0648,745.1791672,304179.0802
1,Wed,17:40,129681.6733,1338.984994,333522.9278
1,Wed,18:00,137083.1338,2029.956938,382166.2063
1,Wed,18:20,156292.6844,3133.953916,431985.939
1,Wed,18:40,175714.6187,5528.570327,472001.8796
1,Wed,19:00,175704.614,8321.323706,493229.1281
1,Wed,19:20,167676.8883,10728.77804,497077.4714
1,Wed,19:40,167839.5257,14419.84699,513068.1826
1,Wed,20:00,163937.0466,16809.65635,530205.6184
1,Wed,20:20,159698.3543,16093.04695,520070.3612
1,Wed,20:40,172997.507,14671.92224,519005.6609
1,Wed,21:00,177320.0245,13318.99965,524378.1975
1,Wed,21:20,163121.9255,12208.13079,528579.5326
1,Wed,21:40,170051.5741,11127.84254,557962.7378
1,Wed,22:00,196583.3293,9557.774966,554492.1177
1,Wed,22:20,205775.1774,7351.823127,526023.2209
1,Wed,22:40,204679.5087,5492.878399,551585.1756
1,Wed,23:00,202972.0974,4887.341588,567857.1722
1,Wed,23:20,196419.5659,5595.903393,548812.0511
1,Wed,23:40,201114.5295,8296.517867,571330.8241
1,Thu,0:00,214135.55,10798.48553,579217.128
1,Thu,0:20,221277.5833,10134.91083,573583.7095
1,Thu,0:40,244548.6387,10698.60542,604224.923
1,Thu,1:00,267841.2057,12122.62024,655764.1003
1,Thu,1:20,269217.3602,11500.49581,660087.9997
1,Thu,1:40,271506.5016,11211.34521,648821.1818
1,Thu,2:00,272622.6569,11660.53776,640695.2531
1,Thu,2:20,269296.0023,10504.19769,623824.1197
1,Thu,2:40,284711.8102,9624.277933,653790.4278
1,Thu,3:00,297729.4482,9662.682705,696351.6316
1,Thu,3:20,295656.8519,8872.584486,686162.1793
1,Thu,3:40,292124.4527,7401.202615,664960.9983
1,Thu,4:00,294480.8223,5743.999587,654333.3463
1,Thu,4:20,296892.6666,5122.157728,645495.6525
1,Thu,4:40,286996.0155,5918.937331,638951.7193
1,Thu,5:00,276045.7333,6520.166466,630743.9862
1,Thu,5:20,278903.7319,6917.570321,630010.2763
1,Thu,5:40,283428.037,7241.722732,636753.2626
1,Thu,6:00,282548.4539,7290.017009,600787.4901
1,Thu,6:20,286478.9196,8209.658865,549205.8069
1,Thu,6:40,298648.5034,8927.241852,550421.9337
1,Thu,7:00,304411.5021,8001.816511,558822.8141
1,Thu,7:20,295049.7781,7113.484718,542575.3925
1,Thu,7:40,288842.7042,6750.903695,552704.8963
1,Thu,8:00,281441.3643,6313.691805,571111.971
1,Thu,8:20,271788.8787,5664.835773,541546.2582
1,Thu,8:40,277445.6157,5494.840319,498592.3283
1,Thu,9:00,272333.3948,5539.492945,467294.0906
1,Thu,9:20,250143.74,4990.158479,438464.6241
1,Thu,9:40,231922.221,4477.367961,407710.2578
1,Thu,10:00,216298.9531,4448.605731,372283.8568
1,Thu,10:20,205562.6585,4044.880217,342917.524
1,Thu,10:40,199852.6965,3706.854941,315417.5216
1,Thu,11:00,180551.1353,3450.600125,256480.3066
1,Thu,11:20,136642.4826,2036.749366,186413.6269
1,Thu,11:40,114933.9099,1043.460923,173987.876
1,Thu,12:00,106916.029,744.7411665,225251.132
1,Thu,12:20,93528.75353,489.6871107,204523.2471
1,Thu,12:40,87675.27415,389.6339315,196411.2881
1,Thu,13:00,82623.2956,524.5226566,196260.0521
1,Thu,13:20,75845.45144,611.3204156,197509.7265
1,Thu,13:40,72023.42409,489.25867,197028.8351
1,Thu,14:00,69731.78368,352.1790203,189135.0191
1,Thu,14:20,68614.90705,189.0569069,184035.6177
1,Thu,14:40,66882.25583,148.6134871,186895.4717
1,Thu,15:00,64066.77857,326.355655,194991.523
1,Thu,15:20,64649.41937,503.3787198,198384.4356
1,Thu,15:40,67502.98849,353.438477,193671.5273
1,Thu,16:00,70069.66084,305.010173,199601.741
1,Thu,16:20,77088.78738,529.7873662,220484.5936
1,Thu,16:40,87072.71504,842.7964088,244273.0235
1,Thu,17:00,100756.3449,718.5287227,269232.4584
1,Thu,17:20,111950.8161,760.0371114,305228.6419
1,Thu,17:40,121386.1714,1113.316124,345380.3373
1,Thu,18:00,139924.2331,1385.55621,394313.2209
1,Thu,18:20,161384.4598,2235.1896,447678.7898
1,Thu,18:40,184974.6753,4411.499213,478489.7778
1,Thu,19:00,193190.5581,6445.352177,462834.9209
1,Thu,19:20,180724.1159,7091.313215,438293.6651
1,Thu,19:40,177560.1096,8612.093399,466871.3021
1,Thu,20:00,180746.7367,9200.563948,526307.1313
1,Thu,20:20,180813.7862,8967.288162,565220.6106
1,Thu,20:40,177926.4006,10274.5261,572596.0982
1,Thu,21:00,177111.9163,11070.21876,560502.7355
1,Thu,21:20,181303.7746,11086.89727,544804.1233
1,Thu,21:40,191435.6705,10662.88649,544071.8582
1,Thu,22:00,202529.4548,8912.971854,537544.1955
1,Thu,22:20,206469.856,6348.970663,539295.3918
1,Thu,22:40,213231.0804,4519.986564,589382.6467
1,Thu,23:00,217629.6929,4534.0072,599591.0478
1,Thu,23:20,211204.631,5968.082782,559937.0629
1,Thu,23:40,209825.8414,8813.964612,564036.608
1,Fri,0:00,239999.265,9082.965792,567701.529
1,Fri,0:20,237692.6807,10523.85592,554378.7928
1,Fri,0:40,256404.8788,11531.10282,599544.4013
1,Fri,1:00,266832.1175,12349.32457,674703.3849
1,Fri,1:20,276556.5575,11840.10888,692015.8735
1,Fri,1:40,295559.6821,10683.65408,674401.0128
1,Fri,2:00,285850.6248,9150.014733,658051.5056
1,Fri,2:20,262561.0631,8395.354636,655519.7826
1,Fri,2:40,268600.8077,9135.218946,673062.6348
1,Fri,3:00,274815.9493,8595.77292,677891.8058
1,Fri,3:20,255510.6967,6366.946133,630030.3503
1,Fri,3:40,255423.6937,4706.785746,626055.5474
1,Fri,4:00,263470.4894,4533.249259,658355.4168
1,Fri,4:20,249167.0328,4805.141018,610151.0695
1,Fri,4:40,252646.9351,5040.696964,591477.1501
1,Fri,5:00,273217.7194,5386.259546,618072.0073
1,Fri,5:20,275500.7564,5463.903438,608045.5735
1,Fri,5:40,282236.0207,5562.641018,599956.291
1,Fri,6:00,299364.405,5574.128848,587855.585
1,Fri,6:20,317239.4701,5430.22846,552538.5358
1,Fri,6:40,325665.3888,5534.195256,544325.8986
1,Fri,7:00,317292.7805,5492.820279,552755.5714
1,Fri,7:20,311987.1189,4892.835857,538439.4293
1,Fri,7:40,305899.8077,5523.999164,536862.6954
1,Fri,8:00,298607.7076,6913.488623,543665.0158
1,Fri,8:20,289817.9648,6912.190421,522703.9976
1,Fri,8:40,282019.7395,6440.811751,507551.2957
1,Fri,9:00,284974.8493,5775.997134,492525.1777
1,Fri,9:20,275316.6209,5282.369813,449315.5384
1,Fri,9:40,256374.0503,5019.033823,429154.7712
1,Fri,10:00,257070.9127,4266.698896,421580.7088
1,Fri,10:20,254876.5482,3485.490929,396758.8205
1,Fri,10:40,245459.9578,3880.382001,373763.7263
1,Fri,11:00,228855.9452,4904.357895,337559.3175
1,Fri,11:20,202138.9146,4208.792355,284675.0549
1,Fri,11:40,182606.6262,2630.116063,257113.0758
1,Fri,12:00,128349.7905,943.6797857,215614.7073
1,Fri,12:20,127202.0509,698.5588807,225184.5477
1,Fri,12:40,111868.0462,480.9076346,212805.1454
1,Fri,13:00,97434.25485,391.2952998,203370.7135
1,Fri,13:20,93040.88519,441.4224744,194859.2801
1,Fri,13:40,87804.49577,463.2049403,179149.3577
1,Fri,14:00,80946.97861,400.6033301,172769.7321
1,Fri,14:20,77830.06914,349.6342586,181548.7038
1,Fri,14:40,72216.97299,236.4336243,184109.9979
1,Fri,15:00,67721.23515,149.764785,175766.642
1,Fri,15:20,69344.80545,140.1008067,175319.4767
1,Fri,15:40,75865.31836,176.0265591,185482.4407
1,Fri,16:00,87598.72819,272.8023875,198466.1068
1,Fri,16:20,95207.00936,409.4183733,222463.9254
1,Fri,16:40,105714.5878,435.0324479,253194.7707
1,Fri,17:00,131119.0305,444.8411747,273567.3723
1,Fri,17:20,144566.0534,695.1981343,292353.3002
1,Fri,17:40,145502.6079,1268.420464,317347.5688
1,Fri,18:00,164497.6685,2144.069974,368252.8691
1,Fri,18:20,195691.2634,3283.738361,447384.7869
1,Fri,18:40,215420.8566,4562.352884,497527.2411
1,Fri,19:00,206998.1973,5991.120321,484135.2942
1,Fri,19:20,187092.8361,7675.654515,446679.5378
1,Fri,19:40,183924.4554,10959.74834,448618.635
1,Fri,20:00,191194.3768,13457.28434,468266.3445
1,Fri,20:20,192370.0813,11796.14866,458538.7127
1,Fri,20:40,194820.0354,9832.004503,469691.5119
1,Fri,21:00,195509.0038,8787.878716,488544.5096
1,Fri,21:20,182143.3681,7836.563704,484738.5586
1,Fri,21:40,180340.3311,7836.050402,509930.3724
1,Fri,22:00,198954.2533,8006.267229,534094.5434
1,Fri,22:20,218399.5056,7125.821702,530036.1492
1,Fri,22:40,228833.0117,5618.019825,545668.5397
1,Fri,23:00,237959.881,4363.768119,574528.1898
1,Fri,23:20,246105.3057,4131.381158,588329.7916
1,Fri,23:40,247902.0192,6258.477541,584799.5772
1,Sat,0:00,274633.5205,5258.120647,620448.0656
1,Sat,0:20,285242.8295,5524.947854,637321.1962
1,Sat,0:40,273945.1808,5942.934672,631156.5273
1,Sat,1:00,256983.9846,5909.564934,595488.6565
1,Sat,1:20,241356.8793,5390.034696,550316.5948
1,Sat,1:40,256999.142,5490.334401,564359.9227
1,Sat,2:00,292706.5967,5779.061364,610109.92
1,Sat,2:20,293565.3494,5133.144818,623121.3758
1,Sat,2:40,282929.4295,4917.791643,621289.0499
1,Sat,3:00,273655.399,4949.849314,580688.0436
1,Sat,3:20,253660.0446,4488.139695,533612.5712
1,Sat,3:40,253498.8348,5669.103909,573207.2692
1,Sat,4:00,273789.446,7089.676014,628965.2711
1,Sat,4:20,280184.4423,6383.887191,611447.3331
1,Sat,4:40,287894.662,6563.105287,602721.1865
1,Sat,5:00,304639.0523,7045.692353,602680.0884
1,Sat,5:20,313151.3142,6303.032283,577894.5166
1,Sat,5:40,312775.027,6104.861576,568330.1937
1,Sat,6:00,318030.8897,6273.376271,575116.2632
1,Sat,6:20,318277.5286,6666.822561,577871.0276
1,Sat,6:40,296091.7889,7572.58606,572671.0012
1,Sat,7:00,297523.4761,7308.970035,552021.0226
1,Sat,7:20,319977.9176,6659.053224,525184.8748
1,Sat,7:40,324059.2831,5740.336177,510060.4899
1,Sat,8:00,323825.4852,4689.777919,518712.8076
1,Sat,8:20,325354.4401,4826.371353,530121.6511
1,Sat,8:40,319043.2311,5676.600506,516196.7782
1,Sat,9:00,297312.9661,5450.669952,476746.197
1,Sat,9:20,270946.2274,5084.785595,450740.8609
1,Sat,9:40,275609.1765,5772.730317,448795.0667
1,Sat,10:00,278343.9349,5961.153888,431555.0361
1,Sat,10:20,252760.8084,5911.327658,395348.6978
1,Sat,10:40,232373.6395,5336.186432,351734.7905
1,Sat,11:00,213558.115,4505.904698,310652.6429
1,Sat,11:20,195487.4044,3696.558621,278364.5603
1,Sat,11:40,180586.4603,3360.612448,263231.919
1,Sat,12:00,160081.2579,2123.661608,262647.3364
1,Sat,12:20,134583.4683,1647.392366,249582.4525
1,Sat,12:40,111023.2401,1343.555459,229483.524
1,Sat,13:00,99942.09471,1140.804208,215823.5352
1,Sat,13:20,97853.53312,722.3213799,206728.8131
1,Sat,13:40,96394.95105,362.6535039,194732.6692
1,Sat,14:00,80162.84817,202.0837187,174442.3538
1,Sat,14:20,63427.77417,129.3024369,156824.2757
1,Sat,14:40,67047.49974,149.972811,161143.1916
1,Sat,15:00,71725.01469,210.7738003,171764.8623
1,Sat,15:20,67301.85592,176.0245641,173041.6707
1,Sat,15:40,63109.62667,154.5908948,171088.283
1,Sat,16:00,57446.79873,203.0600455,176495.699
1,Sat,16:20,60208.46562,384.7421189,188093.1431
1,Sat,16:40,68280.62818,544.922439,190340.5609
1,Sat,17:00,75162.20058,375.2512826,193184.1058
1,Sat,17:20,81611.71252,280.6677605,205215.9852
1,Sat,17:40,81206.14246,425.3880323,216612.6019
1,Sat,18:00,87384.93102,494.5745768,227182.7643
1,Sat,18:20,100080.5277,500.7397551,253862.659
1,Sat,18:40,110716.6899,625.2020918,287994.6018
1,Sat,19:00,121635.6494,820.5860651,311533.4637
1,Sat,19:20,134511.9652,935.9833233,341131.5043
1,Sat,19:40,146081.6942,1121.342022,380273.3377
1,Sat,20:00,158007.7484,1700.324186,415162.6251
1,Sat,20:20,169938.0081,2599.755573,456329.0756
1,Sat,20:40,181394.1315,3138.92497,491088.0197
1,Sat,21:00,196619.8819,2855.082951,505601.0883
1,Sat,21:20,214562.2465,2346.271226,508055.9493
1,Sat,21:40,231342.1722,2659.891844,515692.4142
1,Sat,22:00,227384.4726,2886.167654,521708.7141
1,Sat,22:20,220207.9907,2664.412707,499675.5961
1,Sat,22:40,240477.606,3398.182705,517075.1975
1,Sat,23:00,255069.3644,4661.250768,560009.0922
1,Sat,23:20,244065.1154,5269.554287,561533.242
1,Sat,23:40,249271.1712,5328.789919,583776.4076
1,Sun,0:00,270532.9033,4133.431089,641381.0755
1,Sun,0:20,275697.0283,4935.059133,638639.5201
1,Sun,0:40,268625.2169,5223.278323,626832.0978
1,Sun,1:00,255659.9743,5210.389182,603128.4212
1,Sun,1:20,249153.6795,5380.906031,585678.1035
1,Sun,1:40,258779.7738,5716.408436,612882.2991
1,Sun,2:00,272025.6148,5775.572919,643110.1309
1,Sun,2:20,276291.539,6127.08275,624936.9783
1,Sun,2:40,279481.6549,6501.525181,638231.6817
1,Sun,3:00,280235.5421,6794.0308,673663.9212
1,Sun,3:20,271887.7415,7396.358081,686317.6432
1,Sun,3:40,268810.1697,7309.003444,694871.3169
1,Sun,4:00,282360.4733,6713.735734,676692.8156
1,Sun,4:20,291644.1475,7022.628587,649563.5113
1,Sun,4:40,282644.9225,7432.757981,631515.7836
1,Sun,5:00,287325.1017,6567.789434,601999.7196
1,Sun,5:20,290716.0151,5822.582464,575051.1509
1,Sun,5:40,301336.0629,6012.371461,582177.8042
1,Sun,6:00,303463.7718,7434.591064,567000.9208
1,Sun,6:20,282372.1804,8406.161703,528436.5984
1,Sun,6:40,289650.1984,7460.774544,533517.6727
1,Sun,7:00,307508.4125,7005.188064,549181.2447
1,Sun,7:20,303034.6839,6922.977466,547451.8173
1,Sun,7:40,293001.1045,6210.249898,541161.1908
1,Sun,8:00,305293.7616,5153.681146,531427.3943
1,Sun,8:20,307240.5558,4851.839517,515337.4185
1,Sun,8:40,287210.7089,5337.274301,506357.947
1,Sun,9:00,264717.7305,5739.361323,499226.7729
1,Sun,9:20,240288.4662,5760.658165,489584.4666
1,Sun,9:40,224730.3362,4968.033924,469489.187
1,Sun,10:00,206736.7796,4188.063858,421581.9939
1,Sun,10:20,177870.2614,3744.751993,358542.8613
1,Sun,10:40,162600.9617,3444.530437,322248.617
1,Sun,11:00,155524.8333,2890.585336,311086.9309
1,Sun,11:20,146759.445,2384.751796,291031.5151
1,Sun,11:40,139834.5276,2051.315668,270843.3279
1,Sun,12:00,157451.4639,3769.866752,264402.853
1,Sun,12:20,140102.0529,3345.932668,251700.665
1,Sun,12:40,133395.0946,2648.492076,251019
1,Sun,13:00,124094.2606,2109.78538,238201.4656
1,Sun,13:20,111814.8405,1082.889776,212785.0975
1,Sun,13:40,102744.0012,500.5991791,195661.9681
1,Sun,14:00,91027.30156,588.4128009,184813.1318
1,Sun,14:20,82329.96506,961.978292,174255.4364
1,Sun,14:40,78912.31304,1272.057291,167686.3766
1,Sun,15:00,79859.95933,1120.923118,164754.0794
1,Sun,15:20,84185.52075,856.8279208,161191.5609
1,Sun,15:40,75770.29878,928.4286716,162114.3705
1,Sun,16:00,58317.55557,779.8153542,162724.0734
1,Sun,16:20,54685.07247,373.7957358,163824.1578
1,Sun,16:40,65251.67783,257.9425046,171720.3506
1,Sun,17:00,75710.48171,447.307111,184149.8725
1,Sun,17:20,78494.2077,514.1914529,199049.6651
1,Sun,17:40,81198.96106,579.782641,216962.5284
1,Sun,18:00,83515.87874,782.3891027,230240.4695
1,Sun,18:20,89427.829,1010.795882,242018.2345
1,Sun,18:40,101142.0519,1261.04539,262226.5635
1,Sun,19:00,117403.9324,1441.046699,292232.2547
1,Sun,19:20,141117.8429,1566.341926,337234.3886
1,Sun,19:40,155001.0984,1600.27062,388415.3737
1,Sun,20:00,153665.3762,1725.650888,407890.6747
1,Sun,20:20,163246.5181,1886.602536,405983.3446
1,Sun,20:40,186198.9164,2480.486752,454231.4946
1,Sun,21:00,190616.9268,3178.769085,510775.0067
