id,sleep_switches,steps,time,sleep_time,energy_consumption,num_requests,disconnects,num_rejects,cell_traffic,cell_dropped_traffic,ant_switches,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
24,[ 536. 1403.  892.  395.],10081.0,201.60000000059856,[13.84  41.952 98.618 47.19 ],6558.821781757241,54030.0,4271.0,53064.0,2833500000.0,3007353.3366142153,4920.0,32.530610960013306,0.2381509770856067,16.668981251859936,4.238549589897043,0.4364513635381796,0.10316436861422477,0.028965380418609264,0.6848526931851999,[0.069 0.208 0.489 0.234],0.9821210438645197,0.0010613563919584313,14055059.523767794,[2.659 6.959 4.425 1.959],24.404761904689448
25,[ 537. 1348.  886.  417.],10081.0,201.60000000059856,[14.814 39.361 98.549 48.876],6613.228095002921,54712.0,4035.0,53715.0,2797500000.0,2598384.0805339194,5232.0,32.80045677514,0.25275270310485004,16.74119630988989,4.377814839273352,0.4624407375930001,0.10802499752008729,0.03253645471679397,0.6704691994841782,[0.073 0.195 0.489 0.242],0.9817773066237754,0.000928823621281115,13876488.095196895,[2.664 6.687 4.395 2.068],25.952380952303898
26,[ 430. 1258.  930.  378.],10081.0,201.60000000059856,[ 11.478  37.295 108.421  44.406],6303.969013445433,50507.0,3801.0,49672.0,2644500000.0,1595576.427080336,4024.0,31.266585722874726,0.20085308997123386,16.543596865390338,3.515722931211888,0.3432299568028442,0.08431703204047218,0.02797341533578018,0.6298978275964686,[0.057 0.185 0.538 0.22 ],0.9834676381491675,0.0006033565615732033,13117559.523770578,[2.133 6.24  4.613 1.875],19.960317460258196
27,[ 423. 1036.  605.  333.],10081.0,201.60000000059856,[ 11.347  27.487 124.503  38.263],6270.6877688891545,36815.0,4545.0,36031.0,1852500000.0,1366354.3486865123,4904.0,31.101516560310102,0.18704493601825295,16.663823033429225,3.284651562502473,0.28703326001899376,0.06735442912409483,0.02102965975597659,0.4157325662136693,[0.056 0.136 0.618 0.19 ],0.9787043324731767,0.0007375731976715316,9188988.095210813,[2.098 5.139 3.001 1.652],24.325396825324603
28,[ 443. 1056.  622.  344.],10081.0,201.60000000059856,[ 11.464  27.002 123.925  39.209],6261.842613756784,35467.0,5173.0,34686.0,1896000000.0,1259490.0432955918,4888.0,31.05764613509233,0.18125185993453108,16.62454121614919,3.2277924012060675,0.3002688103738285,0.06765201864894356,0.021128856264259498,0.4265449856165063,[0.057 0.134 0.615 0.194],0.9779795302675727,0.0006642879975187721,9404761.904733982,[2.197 5.238 3.085 1.706],24.24603174595976
29,[ 488. 1307.  863.  363.],10081.0,201.60000000059856,[ 12.972  37.938 108.051  42.639],6448.13573403638,52574.0,4438.0,51636.0,2815500000.0,2662834.608612879,4504.0,31.981627487536215,0.21926396190854142,16.58208511060411,4.008572245824737,0.46157218672615713,0.1022716000396786,0.03184207915881361,0.6621366927884138,[0.064 0.188 0.536 0.212],0.9821584813786283,0.0009457768100205573,13965773.809482345,[2.421 6.483 4.281 1.801],22.34126984120351
30,[ 517. 1334.  875.  383.],10081.0,201.60000000059856,[ 13.816  38.818 104.275  44.691],6532.932192074434,50995.0,3863.0,50083.0,2794500000.0,2297221.6802287614,4608.0,32.40220311514284,0.23942069239162816,16.608272988790794,4.256365286701175,0.4179240405576848,0.1058426743378633,0.02549350262870747,0.6655093740700327,[0.069 0.193 0.517 0.222],0.9821158937150701,0.0008220510575161072,13861607.142815987,[2.564 6.617 4.34  1.9  ],22.857142857074994
31,[ 520. 1376.  884.  383.],10081.0,201.60000000059856,[ 14.42   40.434 101.479  45.267],6566.7748073488265,55627.0,4669.0,54588.0,2806500000.0,3211865.952345839,4840.0,32.570056578462165,0.25140363059220255,16.67771054458883,4.30147985382739,0.4698363809693992,0.11318321595079853,0.03749628013093939,0.6892173395496478,[0.072 0.201 0.503 0.225],0.9813220198824312,0.0011444382513257933,13921130.95233962,[2.579 6.825 4.385 1.9  ],24.007936507865228
32,[ 499. 1382.  926.  378.],10081.0,201.60000000059856,[ 13.801  41.6   101.825  44.374],6508.3138207983975,56611.0,4288.0,55648.0,2892000000.0,2564620.1218891554,4896.0,32.280100291633424,0.24322983830969122,16.71381807360381,4.2611305884780215,0.42159000819504333,0.10326356512250769,0.030155738518004165,0.7007241345104652,[0.068 0.206 0.505 0.22 ],0.9829891717157443,0.0008867981057708006,14345238.095195504,[2.475 6.855 4.593 1.875],24.285714285642182
33,[ 504. 1334.  912.  392.],10081.0,201.60000000059856,[ 13.056  37.331 105.075  46.138],6434.9556772443275,52859.0,3814.0,51962.0,2788500000.0,1709136.752306804,4360.0,31.916256706898874,0.21847038984227818,16.527328638031943,3.946688779487489,0.3804069710369827,0.09264953873623648,0.027179843269516914,0.6501339152861819,[0.065 0.185 0.521 0.229],0.9830303259615203,0.0006129233467121406,13831845.238054171,[2.5   6.617 4.524 1.944],21.626984126919915
34,[ 458. 1067.  624.  349.],10081.0,201.60000000059856,[ 12.101  29.988 119.523  39.988],6333.963979138865,38655.0,3967.0,37863.0,1927500000.0,1818291.419233214,5320.0,31.41535551601759,0.19878980259894943,16.703104850709256,3.3852452128255925,0.2935675711268813,0.06963594881460172,0.019938498164864597,0.43676222596964587,[0.06  0.149 0.593 0.198],0.9795110593713621,0.0009433418517422642,9561011.904733518,[2.272 5.293 3.095 1.731],26.38888888881054
35,[ 433. 1084.  662.  323.],10081.0,201.60000000059856,[ 10.483  25.618 128.496  37.003],6198.6060536751,32667.0,6413.0,31900.0,1920000000.0,1722081.2435805586,4304.0,30.744003837295843,0.17053863703997707,16.58287868267037,3.251852075216679,0.30156543542961023,0.07092550342227953,0.023311179446483483,0.42406507290943357,[0.052 0.127 0.637 0.184],0.9765206477484923,0.0008969173143648743,9523809.523781247,[2.148 5.377 3.284 1.602],21.349206349142964
36,[ 412. 1285.  941.  322.],10081.0,201.60000000059856,[  9.897  38.763 115.305  37.635],6156.397511341586,44768.0,4110.0,44079.0,2763000000.0,1992412.2747210716,3288.0,30.53465683633579,0.16553913302251846,16.401944251562345,3.2138879686496904,0.3330984664592124,0.0751909532784446,0.017557781966074795,0.6115464735641305,[0.049 0.192 0.572 0.187],0.9846095425303788,0.0007211046958816763,13705357.14281645,[2.044 6.374 4.668 1.597],16.309523809475387
37,[ 456. 1246.  868.  401.],10081.0,201.60000000059856,[ 12.709  39.353 102.332  47.206],6410.207872825956,55166.0,4149.0,54220.0,2763000000.0,2089437.3200317526,4264.0,31.793511917600558,0.20775716694772436,16.503918262077175,4.0425990707082455,0.4140562823652735,0.10008927685745461,0.03223886519194524,0.6805872433290349,[0.063 0.195 0.508 0.234],0.9828517565166951,0.0007562205284226394,13705357.14281645,[2.262 6.181 4.306 1.989],21.150793650730854
38,[ 388. 1365. 1036.  342.],10081.0,201.60000000059856,[  9.493  38.716 113.013  40.378],6162.738029808354,44836.0,4464.0,44152.0,2628000000.0,968212.3974333609,3264.0,30.56610470096584,0.1519690506894165,16.401944251562345,2.854706014643033,0.30193254178702633,0.06775121515722647,0.022120821347088582,0.602420394802103,[0.047 0.192 0.561 0.2  ],0.9847444018199661,0.0003684217646245666,13035714.285675582,[1.925 6.771 5.139 1.696],16.19047619042812
39,[ 514. 1350.  886.  390.],10081.0,201.60000000059856,[ 13.923  37.332 104.485  45.86 ],6516.842750784937,51608.0,4062.0,50639.0,2818500000.0,2362496.6006973856,4568.0,32.32240229533578,0.23092947128261118,16.572562245808946,4.341774661856344,0.4368395277098555,0.10673544291240948,0.030056542009721257,0.6616407102469993,[0.069 0.185 0.518 0.227],0.9812238412649201,0.0008382106087271192,13980654.761863252,[2.55  6.696 4.395 1.935],22.658730158662884
40,[ 372. 1265. 1032.  381.],10081.0,201.60000000059856,[  8.609  38.288 109.663  45.04 ],6067.115462180302,45588.0,3916.0,44990.0,2781000000.0,4695244.294140902,2824.0,30.091833459878107,0.14554111695268385,16.354329927586548,2.615706924107762,0.2451337471227162,0.06001388751115961,0.020434480706279137,0.6214661243924214,[0.043 0.19  0.544 0.223],0.9868825129420022,0.001688329483689645,13794642.8571019,[1.845 6.275 5.119 1.89 ],14.007936507894918
41,[ 456. 1080.  644.  324.],10081.0,201.60000000059856,[ 11.727  26.93  125.894  37.049],6281.992999847421,33248.0,4269.0,32460.0,1959000000.0,5741443.2319646515,4648.0,31.157588532129537,0.19315544092848028,16.575736534074,3.4985606718578626,0.31738530287498634,0.07429818470389843,0.02102965975597659,0.41880765797043945,[0.058 0.134 0.624 0.184],0.9762993262752647,0.002930803079103957,9717261.904733054,[2.262 5.357 3.194 1.607],23.055555555487103
42,[547. 979. 568. 432.],10081.0,201.60000000059856,[ 15.725  14.023 122.607  49.245],6615.398696650554,22926.0,5378.0,21857.0,1948500000.0,2561673.5196990734,7112.0,32.81122258035541,0.29036801904572856,17.043150481103066,4.618307764005389,0.40112821589905445,0.09324471778593393,0.03561154647356413,0.3744668187679794,[0.078 0.07  0.608 0.244],0.9533717177004275,0.001314690028072401,9665178.571399875,[2.713 4.856 2.817 2.143],35.27777777767304
43,[ 514. 1053.  633.  400.],10081.0,201.60000000059856,[ 14.545  15.589 125.985  45.481],6518.3947613128785,23252.0,5474.0,22217.0,1974000000.0,720099.240445441,6508.0,32.330099996595436,0.2646562840987992,16.991568296795954,4.246503602007579,0.3542939053250228,0.08382104949905764,0.03610752901497867,0.37902985814899315,[0.072 0.077 0.625 0.226],0.9554876999827971,0.000364791915119271,9791666.666637596,[2.55  5.223 3.14  1.984],32.28174603165019
44,[ 532. 1381.  820.  337.],10081.0,201.60000000059856,[ 14.994  34.089 113.592  38.925],6620.508012917556,42636.0,7295.0,41570.0,2760000000.0,2344222.5026815883,5320.0,32.83656389702609,0.25021327249280795,16.713024501537546,4.697682140681328,0.44100213516964265,0.10921535561948219,0.03065172105941871,0.5960718182719968,[0.074 0.169 0.563 0.193],0.974997654564218,0.0008493559792324595,13690476.190435544,[2.639 6.85  4.067 1.672],26.38888888881054
45,[ 593. 1079.  658.  438.],10081.0,201.60000000059856,[ 17.036  15.253 119.355  49.956],6755.586106351073,23719.0,4783.0,22646.0,1977000000.0,1810224.9110742311,7568.0,33.50652765773155,0.31980954270409473,17.16813808153953,4.722800065641608,0.38826152647338785,0.09552623747644083,0.032635651225076875,0.38349370102172403,[0.085 0.076 0.592 0.248],0.9547620051435558,0.0009156423424755848,9806547.619018503,[2.941 5.352 3.264 2.173],37.53968253957108
46,[ 530. 1399.  885.  335.],10081.0,201.60000000059856,[ 14.638  33.265 114.853  38.844],6611.187824218266,40279.0,6637.0,39251.0,2694000000.0,4623503.406157851,5368.0,32.790337388250016,0.25362563237773955,16.72849915682968,4.554207269059343,0.4614271390256149,0.1081241940283702,0.030850114075984526,0.578514036305922,[0.073 0.165 0.57  0.193],0.9744780158395193,0.0017162224967178365,13363095.238055563,[2.629 6.939 4.39  1.662],26.62698412690507
47,[ 580. 1068.  602.  452.],10081.0,201.60000000059856,[ 16.693  15.446 117.919  51.542],6691.189551249222,24024.0,5305.0,22907.0,2049000000.0,5399853.592047747,7344.0,33.18713198715419,0.30235095724630273,17.039182620771747,4.864252523137069,0.4399454592191536,0.09780775716694773,0.033627616307905964,0.3993651423469894,[0.083 0.077 0.585 0.256],0.9535048285048285,0.002635360464640189,10163690.476160299,[2.877 5.298 2.986 2.242],36.42857142846327
48,[565. 968. 606. 465.],10081.0,201.60000000059856,[ 16.963  13.53  118.21   52.897],6683.14363136669,23173.0,5131.0,22046.0,1969500000.0,6798915.353668775,7592.0,33.1472256292406,0.306477531990872,17.011804384485664,4.744553926730846,0.4475730735575743,0.09780775716694773,0.037992262672353935,0.38041860926495386,[0.084 0.067 0.586 0.262],0.951365813662452,0.003452102235932356,9769345.238066232,[2.803 4.802 3.006 2.307],37.65873015861835
