id,sleep_switches,steps,time,sleep_time,energy_consumption,disconnects,cell_traffic,cell_dropped_traffic,num_requests,num_rejects,ant_switches,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
37,[1346. 1347.    0.    0.],10081.0,201.60000000059856,[ 27.407 174.193   0.      0.   ],13739.057007863164,61908.0,4221000000.0,605912.2093354476,16623.0,15454.0,48.0,68.14332411397338,0.3521872830076317,16.7550838210495,6.236254559403428,0.49200593922074487,0.15583771451244915,0.0014879476242436267,0.5418113282412459,[0.136 0.864 0.    0.   ],0.9296757504662215,0.0001435470763647116,20937499.999937836,[6.677 6.682 0.    0.   ],0.23809523809453118
38,[1329. 1330.    0.    0.],10081.0,201.60000000059856,[ 25.219 176.381   0.      0.   ],13685.399981253348,62004.0,4233000000.0,170583.70313154225,16189.0,15076.0,64.0,67.87719462974607,0.32028568594385015,16.99791687332606,5.8939189303672554,0.4316910463146579,0.139767880170618,0.000892768574546176,0.5312964983632577,[0.125 0.875 0.    0.   ],0.9312496139353882,4.02985360575342e-05,20997023.809461467,[6.592 6.597 0.    0.   ],0.3174603174593749
39,[1302. 1303.    0.    0.],10081.0,201.60000000059856,[ 26.475 175.125   0.      0.   ],13731.39381600034,62302.0,4083000000.0,18779.121459560134,15813.0,14700.0,72.0,68.10531602021803,0.3394901299474201,17.03719869060609,6.03116285889726,0.48203441765978716,0.1471084217835532,0.001091161591111993,0.5213768475349667,[0.131 0.869 0.    0.   ],0.9296148738379814,4.599343977359817e-06,20252976.19041606,[6.458 6.463 0.    0.   ],0.3571428571417968
40,[1362. 1363.    0.    0.],10081.0,201.60000000059856,[ 25.777 175.823   0.      0.   ],13672.193745863762,61641.0,4027500000.0,30244.01206060918,16428.0,15278.0,72.0,67.81169400783585,0.33449062592996187,17.015772244816983,6.095552728244867,0.43307131605323523,0.13917270112092053,0.0012895546076778098,0.4960817379228251,[0.128 0.872 0.    0.   ],0.9299975651327003,7.509376054775712e-06,19977678.571369257,[6.756 6.761 0.    0.   ],0.3571428571417968
41,[1045. 1045.    0.    0.],10081.0,201.60000000059856,[ 17.743 183.857   0.      0.   ],13380.277226118136,69372.0,2716500000.0,23058.692243117894,12485.0,11686.0,48.0,66.36383903439271,0.21315345699831512,17.421287570677514,3.7655232968319683,0.2323520947893982,0.07925801011804384,0.0007935720662632675,0.3158416823727805,[0.088 0.912 0.    0.   ],0.9360032038446136,8.488382935070088e-06,13474702.380912375,[5.184 5.184 0.    0.   ],0.23809523809453118
42,[1117. 1118.    0.    0.],10081.0,201.60000000059856,[ 22.879 178.721   0.      0.   ],13535.013474656711,66055.0,2841000000.0,560039.0335816494,13998.0,12960.0,80.0,67.13130381238365,0.26767185795059867,17.770856065866482,4.952592806955631,0.31218961666909373,0.10504910227160004,0.0006943755579803591,0.3368713421287571,[0.113 0.887 0.    0.   ],0.9258465495070725,0.00019712743174292482,14092261.904720064,[5.541 5.546 0.    0.   ],0.39682539682421863
43,[1108. 1109.    0.    0.],10081.0,201.60000000059856,[ 20.088 181.512   0.      0.   ],13443.959311758419,67462.0,2914500000.0,560039.0335816494,13342.0,12439.0,80.0,66.67969106117702,0.24037297887114362,17.517309790695368,4.209493301237123,0.33979176788843046,0.08967364348774923,0.0013887511159607182,0.354230731078266,[0.1 0.9 0.  0. ],0.9323189926547744,0.0001921561274941326,14456845.238052316,[5.496 5.501 0.    0.   ],0.39682539682421863
44,[1367. 1368.    0.    0.],10081.0,201.60000000059856,[ 32.828 168.772   0.      0.   ],13920.693912545483,57157.0,4204500000.0,144619.78982531265,17150.0,15729.0,72.0,69.04421144996266,0.43408392024599624,16.955857553814106,8.083834322709897,0.624915895734749,0.1975002479912707,0.0019839301656581687,0.5392322190258902,[0.163 0.837 0.    0.   ],0.9171428571428571,3.439642997391192e-05,20855654.76184284,[6.781 6.786 0.    0.   ],0.3571428571417968
45,[1030. 1031.    0.    0.],10081.0,201.60000000059856,[ 19.163 182.437   0.      0.   ],13531.201093894007,68790.0,2913000000.0,170583.70313154225,12536.0,11658.0,56.0,67.11239506938863,0.225929967265153,17.351056442813213,4.144946649334653,0.27072919585768757,0.08719373078067652,0.0011903580993949012,0.355321892669378,[0.095 0.905 0.    0.   ],0.9299617102744097,5.855945867886792e-05,14449404.76186186,[5.109 5.114 0.    0.   ],0.27777777777695306
46,[1346. 1347.    0.    0.],10081.0,201.60000000059856,[ 30.604 170.996   0.      0.   ],13819.64630364079,58999.0,4054500000.0,200827.71519215143,16347.0,15033.0,56.0,68.5430329512786,0.39258010118042974,16.739609165757365,7.272012754421681,0.5408166562978886,0.1705187977383196,0.0014879476242436267,0.50818371193334,[0.152 0.848 0.    0.   ],0.9196182785832263,4.9532054554729664e-05,20111607.142797433,[6.677 6.682 0.    0.   ],0.27777777777695306
47,[1113. 1114.    0.    0.],10081.0,201.60000000059856,[ 21.207 180.393   0.      0.   ],13585.885139198539,67116.0,2863500000.0,30244.01206060918,13207.0,12270.0,48.0,67.38361838703827,0.2519591310385867,17.26098601329233,4.433047282938069,0.28913130349911004,0.09503025493502629,0.0011903580993949012,0.34808054756472573,[0.105 0.895 0.    0.   ],0.9290527750435376,1.0561903984846928e-05,14203869.047576876,[5.521 5.526 0.    0.   ],0.23809523809453118
48,[1109. 1110.    0.    0.],10081.0,201.60000000059856,[ 22.877 178.723   0.      0.   ],13676.585251883467,65890.0,2752500000.0,0.0,13543.0,12529.0,48.0,67.83347511099853,0.26957643090963024,17.652613827993253,4.770065845743159,0.32556073213370296,0.10425553020533677,0.000892768574546176,0.3218926693780379,[0.113 0.887 0.    0.   ],0.9251273720741342,0.0,13653273.809483273,[5.501 5.506 0.    0.   ],0.23809523809453118
